loan_fact_id|date_id|loan_id|account_id|location_id|currency_id|loan_amount|loan_status
2914474|1009|34|11|19|2|178113.65|Rejected
2163067|183|21|60|3|1|365937.84|Pending
1087668|871|28|63|17|2|491743.0|Pending
661038|1591|40|7|19|2|454164.42|Approved
8706446|81|1|59|11|1|70062.53|Approved
4619201|241|42|8|35|3|72044.66|Pending
2531366|1094|10|85|50|2|490371.26|Pending
7429954|1494|42|44|24|2|223370.5|Pending
7962020|650|14|65|23|1|323623.61|Approved
2581691|868|40|32|44|1|30527.48|Rejected
3923110|1552|26|80|17|3|146289.91|Approved
208769|625|18|27|13|2|137391.22|Rejected
6516312|1630|12|73|5|1|382784.31|Rejected
8189807|1381|21|47|23|2|256060.82|Pending
3207884|588|42|18|6|3|368625.43|Rejected
1133728|490|33|48|8|2|245864.89|Approved
5618591|487|31|80|38|1|397718.96|Pending
946701|1529|14|12|24|2|265860.83|Rejected
733051|622|6|22|49|2|424126.04|Approved
1400917|1215|27|24|31|2|282570.97|Pending
9423555|1485|33|81|41|3|205475.47|Approved
4741470|209|3|86|47|3|497369.7|Approved
1723427|480|4|93|18|2|5448.15|Approved
8285018|394|36|59|36|3|475271.79|Approved
8606026|1199|8|49|24|2|171611.45|Rejected
8928457|1275|37|44|14|1|498295.62|Approved
5707997|47|27|33|45|2|289267.97|Approved
5589431|655|2|31|18|3|31235.27|Rejected
3963584|1333|43|71|45|3|369221.47|Pending
1544175|1717|33|9|11|3|193839.02|Pending
3614508|1304|39|14|22|3|458540.11|Rejected
4938693|1438|16|36|23|3|225089.93|Approved
1599101|1527|25|27|50|1|187670.87|Pending
7307009|1321|1|26|16|2|439863.26|Rejected
9066774|26|8|38|41|2|396314.41|Approved
1503949|1611|4|38|49|2|439066.41|Approved
8765074|403|47|73|33|3|431985.36|Pending
5784705|1610|13|84|13|2|445845.45|Approved
2812782|1253|5|86|45|2|482419.81|Approved
5067134|791|31|83|49|3|307337.18|Pending
2008527|709|4|58|20|3|411332.15|Approved
2993737|159|26|94|24|2|35070.19|Pending
267518|1276|10|75|8|2|357219.24|Approved
5005231|459|35|31|14|3|97572.83|Pending
6071150|1309|31|98|17|2|353665.46|Rejected
2883574|805|14|57|46|3|387030.4|Approved
8877587|773|25|56|23|1|233498.44|Approved
768881|833|18|99|42|1|190712.62|Pending
4932977|895|37|88|10|1|424416.3|Rejected
4260045|1449|14|11|5|1|10216.68|Rejected
1001038|1062|33|63|30|2|10949.9|Pending
1900583|1727|41|58|15|3|465719.61|Pending
9334056|1156|3|67|20|2|58109.54|Rejected
3605485|364|13|26|38|3|261328.27|Approved
1257600|1811|19|23|33|3|76014.68|Rejected
4238205|1355|46|58|7|1|296730.04|Approved
3560059|1036|25|61|32|2|5190.44|Rejected
3931086|843|44|26|7|2|39355.63|Pending
7261423|1538|20|56|34|3|155671.61|Approved
1097760|1576|14|87|13|3|13502.14|Rejected
65387|1337|3|56|24|3|415975.21|Approved
535104|890|39|13|24|1|269212.06|Pending
7387563|1272|11|9|17|2|381458.47|Pending
9842309|1255|34|1|19|1|250048.1|Rejected
2402785|1390|31|42|17|3|371433.7|Approved
5510025|1450|23|30|49|3|330290.07|Pending
9798749|1806|42|69|41|3|438272.4|Approved
8753827|1545|7|91|41|3|465565.39|Pending
2979995|1784|43|83|20|2|169090.61|Rejected
5497548|548|47|38|40|1|98945.17|Rejected
3221025|1582|36|14|13|2|127333.46|Approved
2684124|734|50|90|16|1|220637.5|Approved
3850323|731|2|16|39|3|499046.4|Rejected
2072924|1361|33|48|33|3|288061.58|Pending
1303130|612|46|18|11|1|414464.25|Pending
5146839|1133|10|21|35|1|413334.82|Approved
3512200|142|36|25|43|3|427815.85|Pending
6889464|433|2|68|19|2|71664.37|Approved
7069989|1016|14|86|16|2|197963.33|Pending
2150284|1600|17|16|38|3|256167.16|Approved
4014776|1235|43|62|18|3|233319.83|Approved
7987415|606|50|46|3|1|415922.87|Approved
4588440|1196|8|99|34|3|215755.74|Rejected
6155020|194|32|82|18|1|481313.59|Rejected
8860688|418|21|55|7|3|86813.97|Rejected
7163547|501|17|26|12|3|160579.98|Rejected
115029|1412|34|53|32|2|456459.51|Rejected
8254467|1086|25|30|26|1|331088.04|Approved
6866098|149|11|54|2|2|173908.97|Pending
9207255|1022|10|10|4|1|48518.86|Rejected
1947786|62|9|82|24|2|456078.75|Rejected
211005|1197|26|23|4|2|183822.51|Approved
6797213|1488|31|97|20|1|5084.54|Approved
1846757|991|48|67|34|3|13293.54|Approved
2094653|1813|5|61|37|2|342766.67|Pending
8108906|1536|41|29|49|2|316477.39|Approved
5526409|860|34|31|32|2|251629.7|Approved
6105163|528|41|98|27|1|186630.69|Approved
7700681|838|7|66|21|1|91669.35|Approved
3879666|424|44|38|1|3|225253.42|Rejected
829577|1744|44|8|31|2|56900.37|Approved
5627414|1471|9|26|28|3|225934.86|Pending
2480397|1469|30|57|48|1|23518.04|Approved
4308354|206|27|93|48|2|450991.11|Pending
421727|1524|47|12|24|2|5639.63|Pending
4819386|1737|12|96|22|1|148363.81|Rejected
4438859|443|15|75|46|1|213723.28|Pending
7259072|1707|48|99|8|3|454035.73|Rejected
2943949|1521|48|15|15|1|54855.91|Pending
4437734|607|25|74|2|1|56640.07|Pending
5239019|1506|27|44|43|2|441094.09|Rejected
9458949|994|25|80|4|3|162921.79|Pending
1912807|1521|29|88|48|3|110062.05|Rejected
5155809|948|33|73|3|2|147524.31|Pending
5665061|1508|34|53|50|1|307568.34|Pending
8180336|980|5|36|12|1|366232.79|Approved
6842627|1346|1|47|39|2|346093.05|Approved
9183657|1359|16|70|37|1|408378.2|Approved
7413602|1764|21|45|34|2|299274.99|Approved
750008|948|37|67|39|3|180637.37|Approved
301896|968|30|15|38|2|155390.74|Pending
4997441|1691|21|29|19|2|481642.33|Rejected
865111|55|11|60|14|3|139677.44|Pending
4357137|156|12|76|16|1|39861.26|Approved
2056669|125|17|56|12|1|486152.5|Approved
5313437|1422|39|24|13|3|364727.06|Rejected
5150861|1592|27|95|49|1|273663.77|Approved
3619003|1392|44|45|16|1|189391.19|Rejected
4783733|620|7|83|40|1|397682.97|Pending
4040441|974|25|50|38|2|486528.54|Pending
4840926|113|28|66|9|1|242271.1|Approved
2873505|297|31|62|6|1|291082.73|Approved
4895347|1503|18|68|2|3|37507.68|Rejected
5291357|494|44|33|32|1|200171.63|Rejected
325981|246|23|36|23|3|31495.7|Rejected
9186159|183|15|65|40|3|460998.1|Pending
1021701|1032|43|20|50|2|244615.27|Approved
8800194|1037|26|40|6|1|99456.24|Pending
8388377|196|50|94|35|3|111392.74|Rejected
5070401|1455|24|95|33|3|498015.17|Approved
4415760|1265|1|16|19|2|371081.98|Rejected
8867728|1749|34|49|12|3|200669.36|Rejected
546134|1267|25|12|33|3|257313.01|Rejected
5712798|12|45|6|36|1|267775.36|Rejected
7986085|1807|6|44|11|2|320545.94|Approved
8458131|902|4|27|2|1|377934.89|Approved
9987669|1360|29|50|2|3|394100.24|Pending
5837043|37|12|69|4|2|29171.1|Rejected
8788968|1368|32|61|25|3|42395.36|Rejected
3697811|1279|7|83|42|2|166346.6|Pending
454198|1646|36|56|50|1|417741.49|Rejected
1700022|1114|13|44|8|2|21688.81|Pending
1126827|643|49|67|49|3|27579.54|Approved
8003407|807|18|87|13|3|206599.06|Rejected
8553118|203|41|49|10|3|338652.29|Approved
5912911|934|29|8|32|2|470952.83|Rejected
6587530|1179|28|21|47|3|276200.19|Approved
1272404|1219|20|27|24|3|142457.16|Approved
8110948|411|32|65|3|3|91457.58|Rejected
4486635|1588|2|1|24|2|313835.84|Pending
3360613|1181|2|72|14|2|440174.75|Rejected
5993659|42|12|56|32|1|280916.12|Rejected
669091|1356|17|39|4|1|69999.34|Approved
626638|405|9|52|15|1|171278.84|Rejected
1441166|1546|9|20|15|2|329307.59|Pending
2414655|1439|26|12|23|2|215286.72|Approved
6207652|1065|36|50|49|2|206876.31|Rejected
9784957|1712|37|91|50|2|379563.59|Rejected
7261733|514|7|73|9|1|139754.98|Approved
8335377|578|48|27|39|3|438929.78|Pending
1060106|410|8|33|27|2|11633.34|Pending
1246899|1165|1|78|25|1|427704.33|Pending
6704463|384|29|21|29|1|461709.57|Rejected
4558170|1241|11|68|21|3|482488.8|Pending
2989392|1825|27|25|22|3|178040.65|Pending
9375515|584|13|40|7|2|386939.97|Rejected
1346696|1245|17|85|38|2|154530.65|Approved
8751602|697|15|81|22|1|435261.84|Rejected
8890267|552|34|29|7|3|367910.85|Approved
3942661|1119|3|2|3|1|257575.44|Approved
3428690|110|50|4|32|1|204935.99|Approved
4649926|1819|25|55|33|3|69877.32|Pending
1113730|1417|26|30|30|1|286800.9|Pending
5789|519|34|94|48|3|414434.6|Approved
7923766|1769|36|53|12|1|130626.92|Pending
8415610|186|4|44|45|1|17563.48|Pending
6532224|112|10|91|46|2|347640.73|Approved
4291110|322|41|27|13|3|78285.03|Rejected
1097141|1457|39|83|16|2|439428.01|Approved
1090759|827|37|15|34|1|191134.98|Pending
2440299|1000|4|68|15|1|363229.05|Pending
2949523|1804|20|92|16|1|364873.13|Rejected
7830702|643|20|11|30|2|160113.2|Pending
157617|251|4|23|37|2|424018.19|Rejected
1876639|1310|37|16|10|2|155030.77|Rejected
4635466|1330|39|17|42|1|282905.64|Approved
4080352|252|3|27|48|1|191873.32|Approved
9281867|759|22|12|3|1|11565.8|Rejected
2150052|1537|9|60|49|2|149106.49|Rejected
8625467|748|7|83|6|1|361590.49|Pending
8067721|157|44|67|31|1|494394.16|Pending
8544372|212|24|32|4|3|82701.44|Pending
1669533|449|30|38|30|1|292310.97|Pending
7702082|1307|3|32|23|2|243483.84|Approved
3287167|804|32|74|7|3|137707.28|Approved
8369199|886|41|34|29|1|264035.26|Rejected
3012390|454|19|46|16|1|462604.95|Rejected
2818964|1821|5|39|19|2|314189.35|Pending
1998761|1100|42|74|46|3|372969.72|Approved
3582548|1446|11|47|11|3|198333.39|Pending
5154225|225|20|56|20|1|203944.81|Pending
462033|292|23|77|3|3|180160.11|Approved
7106185|627|45|33|10|2|213154.94|Pending
8800472|643|38|48|42|1|291951.88|Rejected
8863246|1457|10|15|21|1|176452.39|Pending
5608799|764|43|71|1|3|49334.87|Rejected
4072398|237|13|88|3|2|359117.2|Approved
3357274|1529|26|15|12|2|43841.51|Approved
6103403|135|31|77|29|2|475459.17|Approved
5219375|924|40|62|43|3|135958.45|Rejected
4717709|1168|3|72|28|3|352791.61|Approved
5280204|767|41|83|23|1|486216.52|Rejected
3882181|1739|10|99|15|1|52054.18|Pending
9948825|30|46|20|44|3|431677.89|Approved
5552804|1717|17|52|37|2|353579.57|Rejected
8803214|538|10|48|24|3|440450.74|Rejected
1906033|1571|27|95|25|2|30769.96|Approved
1282507|1793|43|81|33|2|156480.13|Rejected
5845771|810|25|71|3|2|32568.17|Pending
4293388|314|11|56|15|2|103789.87|Pending
3569458|222|17|88|29|2|335488.3|Rejected
4184972|1348|43|98|34|3|489674.46|Approved
7807733|459|14|32|30|3|417719.3|Rejected
7747506|1278|26|51|30|3|138296.09|Pending
8991134|700|25|27|18|3|107188.55|Pending
6907203|1751|19|5|27|3|426228.45|Approved
919014|1530|19|53|5|1|383949.19|Rejected
9285719|569|23|69|27|2|255046.23|Approved
