investment_id|date_id|investment_type_id|account_id|location_id|currency_id|investment_amount|investment_return
7352778|1223|3|80|29|2|564643.77|-4042.36
137929|1609|3|72|45|2|74055.57|-2254.37
6983985|437|5|90|41|3|914098.16|5764.38
2267444|320|1|4|18|1|175682.7|5718.53
1559780|1250|3|20|23|2|202030.14|5958.8
2959555|543|3|16|21|2|372461.35|-761.7
436126|22|5|17|24|2|22232.78|11639.67
2439887|967|3|85|19|1|608320.5|-139.54
1182254|186|2|35|40|3|418080.1|11410.22
6389844|414|3|32|2|3|835007.73|12585.8
6185366|549|1|17|45|3|852107.12|11710.0
2774723|606|5|42|6|1|129665.77|1167.42
9196465|596|2|66|11|3|549593.8|10093.38
4109109|1202|3|47|3|3|13272.08|409.01
7959726|879|4|39|50|2|451403.9|5989.96
3544126|281|4|12|37|1|529713.98|1485.7
2214848|879|1|91|7|1|339020.72|-1983.68
3200869|1026|1|21|29|1|655863.31|12708.48
942686|353|5|82|15|1|381056.09|13702.03
9261709|1194|3|53|21|1|896880.95|-2166.95
9013345|1020|2|47|11|1|384675.43|-3029.3
3363302|166|4|71|19|3|143070.43|283.53
5505636|502|2|39|38|1|796574.33|2229.51
7648941|477|5|68|5|2|316760.25|12178.17
4025812|274|4|26|1|2|594334.47|12620.61
2920271|1049|4|64|35|1|459184.5|-2917.3
6153001|1250|2|90|19|3|43756.78|-1409.64
1510676|492|2|78|13|3|861335.79|-2726.03
7955487|826|3|97|29|2|977401.54|3208.13
9150854|1193|2|25|39|1|412142.49|1511.26
7662470|860|1|41|18|2|330500.62|5170.17
4573177|1518|5|59|14|1|36780.64|10347.51
3895584|264|1|31|31|1|915169.33|2129.59
3749002|864|4|76|19|2|2386.82|13862.97
7634572|1286|3|93|50|2|782577.81|5457.15
1601000|588|1|81|3|1|569898.28|7020.51
1302177|1588|1|50|9|3|603620.49|-3797.9
9968635|1624|2|41|36|2|569442.72|4642.15
85209|1652|1|88|4|2|604712.0|5414.74
1199090|1408|2|15|31|3|887297.12|12591.63
4604897|649|3|16|47|3|742148.0|-2818.49
9809630|593|1|91|50|3|887763.26|11111.62
6800379|1104|2|73|3|3|249625.17|10144.39
79891|1565|3|30|7|2|69305.77|588.34
9875124|780|5|24|46|2|262067.24|6407.08
3190303|108|1|22|26|2|901542.06|8333.52
2237374|1039|5|23|14|2|23022.79|2497.24
7394609|943|4|62|21|3|875138.21|13667.35
4246186|126|2|33|30|3|608562.34|5518.76
912571|906|2|53|48|1|676945.76|13151.37
3966862|1282|2|81|10|3|384050.05|11232.54
4542623|105|1|62|8|2|280563.59|-1010.18
1707618|778|4|69|21|3|303421.02|6868.6
4273911|1336|5|48|30|1|693259.3|13459.06
4689360|892|5|84|23|3|784363.67|-1326.48
5559466|1230|1|43|37|1|103946.75|-4665.92
5953324|142|1|39|14|3|597957.85|555.91
7284506|943|2|18|19|2|974920.25|-696.94
782307|118|2|86|22|2|285979.85|3219.52
2172870|1542|5|96|31|1|337161.68|-4132.65
5457750|159|4|29|37|3|828396.9|9232.57
7536788|580|1|56|47|2|583956.87|4055.57
6312988|398|1|100|34|2|572935.69|8446.58
691050|171|3|86|40|3|841398.92|6171.0
7448817|519|5|58|4|1|748227.96|-927.57
2949051|767|2|5|36|2|989212.15|9502.44
2412397|1347|5|91|14|2|188920.65|-3573.91
7977943|461|1|1|30|3|987491.9|-1600.51
9701204|825|2|23|42|1|530229.99|184.51
2394789|1764|4|63|18|2|130606.96|7039.53
8735485|1172|1|5|4|2|278028.2|13255.9
916166|361|5|36|47|3|141723.98|12065.28
687182|1192|1|94|36|1|990835.89|5919.11
1148043|862|3|88|35|3|893864.21|9886.24
3154678|1699|1|14|8|2|432083.77|2444.08
1795187|1658|2|90|31|3|582489.33|14343.56
2865291|1046|5|78|14|1|841814.44|-3914.14
6500583|43|4|74|14|3|962458.25|-1627.28
7732062|414|4|39|50|3|246653.63|6871.72
6004616|820|2|5|34|1|421959.47|13690.43
1583144|820|4|83|9|2|715279.25|-3089.83
9492056|945|4|78|25|1|276678.62|9567.57
8660881|970|2|22|17|3|6478.45|-705.29
3561251|928|3|80|11|2|978102.68|6785.57
1965306|1323|1|31|5|1|791859.45|2605.44
9346053|1533|4|75|47|2|371518.51|211.36
7763159|1693|2|25|16|2|516252.52|5714.9
2416085|848|1|97|2|3|621758.69|7963.16
950578|804|4|79|50|3|780469.1|5355.87
9958922|279|1|30|45|1|571903.52|-2999.52
5617133|177|2|84|12|3|436756.98|8302.89
6656920|771|1|2|19|1|307887.11|14643.39
7624821|1557|2|63|46|2|125124.43|13266.4
904235|277|2|39|42|1|524754.83|-3749.6
4270806|574|1|21|16|2|832541.25|-3839.45
9995115|1084|3|74|4|3|772943.04|12928.06
9896642|598|2|6|27|3|611179.06|4687.59
5823085|175|3|14|21|2|231324.62|7708.4
4050743|1555|3|72|45|3|529517.12|12368.81
7735205|1750|5|64|26|2|46274.85|-1973.17
8598496|1353|2|38|35|1|21062.56|9058.44
1831507|1307|1|58|39|2|311108.61|-3073.7
1973916|1201|1|65|50|1|67079.39|1749.68
7468688|1737|5|79|14|2|226118.9|-4574.62
1619729|752|2|66|17|2|320380.43|4914.91
8299888|455|4|94|47|1|490803.56|2620.53
4217479|190|4|28|17|2|385293.59|8185.0
8711420|755|3|38|10|1|84492.34|-3921.21
5556323|907|4|3|15|3|640391.41|9549.2
5735706|1213|2|55|39|2|968627.28|-2770.06
6390526|1601|3|20|39|3|794357.03|14415.9
386841|1699|3|78|48|1|77246.92|-852.93
3784270|1259|4|97|20|3|420131.44|3621.88
7414440|462|1|8|24|3|396969.78|14438.31
6641396|224|4|41|38|3|386682.89|3389.31
5433261|652|3|49|9|1|698470.77|12942.66
7139103|651|2|5|31|3|724558.02|-599.98
6748484|982|2|16|20|2|146123.86|462.82
4365037|1123|2|74|33|2|844643.02|5729.98
3472513|481|1|92|49|3|256291.87|3642.42
5604027|550|3|83|43|3|164729.99|-4997.34
4967355|1617|5|8|7|1|932053.27|-4771.4
4367942|894|3|40|20|3|708921.59|11949.22
1006723|371|4|70|41|3|237226.1|8865.96
1736532|1315|3|47|21|3|786736.85|5522.84
2164753|1272|3|13|41|3|511325.22|4272.76
1673816|97|2|49|21|2|828495.34|8165.16
6205328|1132|4|30|14|3|974860.22|2253.5
7721241|1080|5|68|50|1|881443.13|9669.34
2165003|52|3|47|37|3|735944.69|13337.58
2715569|1466|3|70|19|1|25974.46|154.76
2127716|242|3|60|31|2|681178.72|937.31
9175580|852|5|98|19|3|76591.05|3126.32
7792188|981|2|99|5|1|134894.89|6439.75
5286499|1325|5|74|18|1|57924.07|3034.71
3907622|1329|3|65|44|2|884295.66|-1018.58
9241067|1610|4|75|47|1|120531.54|3533.91
1297022|1065|4|73|1|3|105056.16|-4014.62
8252597|572|4|10|39|3|13974.07|-4238.29
3107241|1760|1|92|45|2|725150.98|590.2
4109871|1116|2|7|4|1|315771.85|7130.51
72932|1063|5|36|20|2|275924.42|12134.64
5845023|1630|1|73|44|3|551476.57|-2907.58
3018608|1501|2|17|33|3|665244.15|7432.64
8904866|922|4|74|13|2|786959.54|7275.5
835163|1243|2|53|46|2|592092.53|11892.34
4796331|1592|2|30|6|2|899227.25|8057.83
8269351|1736|1|28|45|1|46095.47|14296.4
2015584|1124|1|74|11|3|576366.05|4131.99
2930856|1528|4|10|7|2|267355.25|14570.13
5294479|415|3|20|25|2|103766.94|-3398.46
3679021|709|1|7|48|2|447775.81|13967.68
6238252|1141|1|79|7|1|212408.36|4155.3
6843180|676|4|7|10|2|275475.7|5260.2
4725971|1483|1|73|19|3|220763.16|8241.0
247392|993|4|69|27|1|345380.45|-2632.54
8864086|1437|3|51|42|1|985150.4|-4687.31
7647837|582|2|41|37|3|494062.79|-3693.83
1462402|22|4|8|43|1|761036.71|4378.1
9952705|1344|3|55|7|2|766322.01|13432.19
5946508|1285|4|74|25|1|194566.95|-255.64
5953608|1717|4|83|29|3|164622.6|-4266.99
8759582|1289|4|50|32|1|41340.64|-506.33
9851902|510|5|77|9|1|16071.07|-2841.03
6416951|23|2|10|17|2|453226.58|1313.3
6240012|155|2|62|25|2|90337.26|7476.44
8912289|1406|3|67|8|3|117060.33|4917.22
3937063|74|5|33|40|1|428297.78|-4454.68
5347785|1221|1|86|33|1|235910.61|13128.55
7174928|1358|4|49|45|1|882592.33|1518.95
8659603|140|1|29|17|1|18255.63|-1057.89
7195527|322|3|74|37|1|980211.98|7938.18
7361448|1075|2|14|41|1|374739.76|14410.51
7803504|1205|2|46|24|1|455595.38|13489.44
416271|1322|4|97|27|3|429702.52|4496.19
5986237|1583|5|35|27|2|168831.11|3723.72
6300554|686|4|69|28|2|78132.84|3128.65
686349|637|3|74|17|1|11428.06|-3625.75
1122971|193|5|7|36|3|510909.75|3608.14
110194|1458|1|28|33|1|834983.53|14931.68
3199892|434|1|49|45|1|318936.8|-285.06
9062984|632|3|46|48|2|701768.94|4557.75
6406279|95|4|34|48|3|820457.94|-2741.44
4049509|712|2|85|3|1|254653.51|7962.17
9281110|1426|2|40|11|1|340142.81|6299.88
2737522|1337|5|65|2|2|163578.65|-236.77
8314036|1777|2|41|42|1|827787.6|8249.85
9261553|1161|1|30|28|1|972315.59|6185.77
7825876|1292|3|53|38|2|277470.27|14404.91
8785161|1070|2|7|28|1|456640.37|7258.99
211492|762|4|39|33|3|364356.61|14033.44
1672103|917|3|9|12|1|357116.67|100.81
4195235|412|1|70|22|3|589823.94|2937.17
9615731|1092|2|91|22|2|441403.73|-1900.82
9532142|709|2|91|39|1|776224.06|7154.26
392354|1281|5|66|47|2|969345.35|14419.65
3353330|1064|2|83|16|3|292503.38|-1457.6
966953|1538|5|27|25|2|292917.12|14845.96
2610758|779|2|25|45|2|256063.06|3056.55
1119613|700|5|69|8|1|334895.83|709.3
7448398|785|2|52|27|2|850630.91|6357.35
3524740|399|2|57|36|1|537580.3|5687.85
5997001|1676|4|54|26|1|101154.57|6134.92
104697|598|3|21|2|3|883807.86|12365.0
3378417|275|3|5|28|2|927926.04|12807.21
5015200|269|3|91|47|2|742664.61|4748.9
2740345|109|2|93|7|2|938357.36|-162.37
8622959|961|1|36|49|2|559736.36|12844.9
7260037|86|1|30|48|2|609084.19|7321.36
3103615|425|1|10|13|3|691170.29|13408.84
3336491|919|5|79|38|2|868050.68|4854.0
1050401|741|5|51|42|2|493921.0|8567.14
2601408|1246|2|85|22|2|199451.76|7077.27
7514406|349|2|10|46|1|432573.09|9191.53
7697984|1416|2|11|47|3|787239.13|5189.34
9468518|1018|4|26|46|3|812393.43|13780.87
2380742|947|3|86|10|3|658256.4|159.88
7752687|1606|3|32|1|2|367340.09|325.83
9633897|877|4|81|4|2|191512.99|8070.13
3888516|96|1|31|30|3|904511.37|11393.14
6309240|1056|1|76|1|2|663300.12|-435.93
131838|1008|2|70|10|1|769493.93|7601.54
4286842|698|3|76|32|3|14365.14|6118.15
1299490|1102|4|67|21|1|503691.74|10110.8
8241808|28|2|38|15|3|234364.07|9687.73
8919873|1329|1|55|3|2|112436.07|3961.09
6253295|56|1|80|40|1|323727.9|-985.32
323403|1231|2|13|24|1|298681.77|9779.05
6645248|1521|4|34|31|1|947957.47|8779.22
9844367|1097|1|31|22|2|504872.92|486.18
4966375|1613|3|35|32|3|817115.33|-1276.58
6992445|563|3|86|20|2|114902.44|-4356.96
7254149|569|3|62|26|1|753333.78|13994.35
5459436|48|1|24|24|1|148624.64|162.89
6483754|89|1|10|26|1|827212.18|7413.2
5872728|405|1|38|17|2|637767.32|2915.54
8611633|938|1|25|26|3|803972.02|8026.98
3376602|1565|5|19|43|3|936649.22|4077.87
7595758|1811|2|48|31|3|241671.17|9639.85
3147322|1730|4|38|21|2|669681.38|1934.15
5832754|1229|1|2|49|1|850883.52|1641.77
367302|1348|2|27|31|3|648950.98|-1005.35
1099841|800|2|80|22|3|124668.18|-1463.09
8328420|1052|1|70|13|3|439029.0|-599.84
6664558|106|3|18|29|3|863804.42|12564.81
592945|1384|5|60|1|3|81526.11|-2755.17
304747|721|5|73|33|3|251857.3|4548.66
1912944|1160|1|30|19|3|9884.77|2246.58
6065634|1436|5|1|4|3|605226.03|6433.38
8187951|1337|1|28|23|3|239707.79|-462.4
2214328|1360|4|24|20|1|595589.34|7661.29
7822272|557|4|94|27|2|20368.35|14045.81
6820067|262|2|60|42|2|981757.49|11538.01
66141|981|2|48|19|2|118672.77|11067.15
1048929|1201|4|71|8|1|621582.74|-501.24
5030641|602|2|75|40|3|900460.08|-204.68
754921|219|5|32|5|2|826275.81|10606.75
6395073|294|2|3|42|2|101746.76|6488.05
1573040|718|3|55|31|1|417895.05|9656.4
7679161|1033|1|14|7|1|540907.33|14591.77
4033224|933|3|100|35|2|764146.4|8766.73
2188536|576|2|89|36|2|521881.17|6654.79
6443795|1762|1|63|22|3|527987.05|-2016.91
7502617|1220|1|39|24|1|940149.3|-641.1
6242077|684|2|43|49|3|749797.85|11584.42
1513258|289|2|50|34|2|194442.0|2595.38
2859057|973|4|63|45|1|566469.9|9531.2
5432258|1030|2|66|23|2|87206.18|9536.27
9749481|1219|5|24|11|1|25790.87|859.3
4421923|1623|5|78|45|2|328695.89|5457.43
2395893|838|1|81|50|2|788469.61|-3169.98
8753905|646|4|31|21|2|940898.95|1013.51
2890334|1451|5|45|40|1|861520.76|10312.39
9070592|526|3|76|25|2|449409.02|8778.91
2394088|1729|3|10|20|3|286713.54|14101.03
4777229|821|2|91|46|2|733257.56|11252.33
5544820|505|4|67|11|1|891471.76|8897.24
2707499|217|4|14|33|3|712086.49|6256.12
1557477|286|3|29|14|3|110277.19|-45.21
9937266|749|1|91|26|3|299889.26|10573.63
2728108|472|2|43|12|3|250480.9|558.15
3733537|1429|3|12|7|1|8393.71|13788.69
2653516|918|2|80|21|3|565853.36|-2593.53
374799|164|2|26|25|1|655965.05|622.63
980472|517|1|9|26|2|162931.39|-1731.72
4453139|336|4|62|16|1|386936.53|3986.68
8399911|1273|4|90|21|3|14818.79|-4225.64
1806361|1787|5|18|49|3|297413.94|2769.15
7587323|1511|4|78|6|1|294098.78|14154.09
2912878|863|4|16|18|2|222608.07|-1099.3
2558150|89|4|55|42|1|512414.24|7017.22
7273195|1120|3|34|41|3|431175.59|6143.28
7133733|1221|4|71|44|3|760863.38|-1368.72
9112714|402|3|85|9|2|766586.9|9733.04
5639601|1083|1|48|30|2|848043.02|7721.13
1788058|1595|1|15|30|2|309804.37|9620.26
2482443|791|1|88|21|1|702498.84|2575.78
4334172|231|4|10|45|3|18609.57|2541.58
6608134|822|3|17|32|3|736881.99|2876.26
704860|681|1|69|28|2|21397.01|-3434.53
2192568|1005|3|36|2|1|272949.52|-4142.49
4473904|1106|3|28|33|1|441542.65|2001.37
3357165|860|4|53|37|1|928628.65|2926.76
4775692|1603|2|76|48|2|891676.66|8869.37
4089110|1015|3|77|46|2|568499.95|5653.4
9825415|1593|1|64|40|1|289982.04|-2140.19
6251019|1002|3|52|49|3|899160.71|7673.76
6883861|1335|2|5|10|1|439636.05|1345.89
7895751|127|2|35|38|1|194535.14|-1340.35
6917585|984|4|96|29|2|894855.65|4029.37
4500108|884|2|17|16|3|271110.37|9920.28
9608445|1234|4|42|22|2|16406.84|8007.34
1426021|797|2|98|22|3|879841.8|9974.13
778120|1726|1|5|46|3|443922.55|-2222.78
1436108|642|3|79|18|1|729657.01|8874.2
4674665|232|1|33|17|3|309606.07|4812.31
3035397|361|5|100|21|1|792177.19|-1721.98
6560204|1702|3|7|43|3|321159.44|10063.98
1829705|951|5|19|20|2|775982.26|2345.26
262895|1065|2|55|4|1|954895.38|11317.56
9829025|683|3|30|36|1|654738.35|11246.15
463760|1759|1|45|26|2|374977.67|-2076.72
8495140|1750|1|59|36|1|58896.71|2109.32
8946418|559|4|31|43|1|872485.32|4906.68
6212347|34|3|22|2|1|967562.63|-2032.59
1786057|1065|1|85|32|3|852338.9|6625.97
6433548|1638|2|82|37|1|287047.1|14347.97
985974|1148|4|95|34|3|425437.79|852.49
4303043|1222|2|48|26|2|337589.47|9882.56
7221167|247|4|5|43|3|200798.36|10095.08
9220630|1360|1|74|19|2|306846.63|10592.86
2174072|1627|4|89|11|3|558975.73|-435.3
7026430|186|1|2|22|1|919220.69|12402.1
9595723|240|1|38|4|1|510687.89|2327.03
2785674|324|5|79|31|2|112567.46|-4289.64
979747|1189|3|19|12|3|469212.63|13857.52
8137582|1228|4|53|14|1|711842.38|-2543.89
8516477|1192|1|48|11|2|189925.1|-4852.46
7373859|271|5|3|28|2|107773.31|11620.32
8488950|312|5|98|26|2|818562.9|5057.27
2621855|1754|3|46|48|1|978194.95|-3825.06
1005143|468|3|59|27|2|536500.58|-1542.05
9953614|80|2|15|46|2|172746.88|4368.07
4658150|210|3|13|6|3|939911.21|-140.36
988185|567|1|70|49|2|730563.32|2390.71
7555730|681|3|23|13|3|500786.99|6272.43
6015776|1001|3|56|17|1|265136.48|-2171.14
9615167|463|4|29|48|3|276814.45|-2165.76
3533917|664|5|26|29|3|502038.48|6062.94
4892925|811|1|55|4|1|48343.07|7582.83
1042274|853|3|51|50|1|3067.92|-3737.71
967124|803|3|1|8|2|217598.35|14535.26
7667219|1458|2|64|16|3|999078.05|-1385.87
7814694|1738|1|40|42|1|431489.91|-3671.49
2521291|320|1|22|20|1|889223.12|8273.77
4170759|252|2|71|36|2|397766.79|-3289.06
1177581|1510|4|29|21|1|114524.4|-3355.4
6197789|117|3|90|36|1|990737.97|7515.3
9425899|807|3|11|2|2|352251.2|286.84
8566095|1760|3|67|33|2|656186.63|14315.7
9877522|1809|4|19|2|3|640171.73|-3172.23
1864954|871|1|3|47|3|242521.65|6177.28
2893910|90|3|17|46|3|761713.22|462.53
9029782|177|5|78|20|2|342851.89|-792.35
6843603|1740|4|9|43|3|807905.42|-1875.62
6198924|606|5|62|14|3|253707.18|9953.97
6695615|1459|2|73|26|3|380216.69|-1090.46
6092530|757|5|5|8|1|317195.5|6335.77
9117021|860|3|72|38|1|743078.2|9535.48
1238058|808|3|100|17|3|489339.59|9932.85
9282920|1773|1|7|14|3|823222.21|13837.22
7896956|1117|3|70|40|2|748367.43|-797.1
6630690|1256|3|19|39|1|979927.9|7297.46
8802253|1737|3|40|10|3|416225.86|3972.23
1978824|1638|5|34|35|2|991497.2|-3867.13
390609|866|3|43|11|3|721481.67|11991.01
2285360|1431|1|84|10|1|875930.71|3182.37
5418928|126|5|46|11|1|352321.11|6240.7
8048995|1367|5|98|41|1|509006.32|13059.12
9027486|1365|5|52|35|2|343115.21|-4135.48
7472954|345|1|48|17|1|84179.5|-3700.17
1958211|261|4|13|38|2|725331.64|13570.58
4985203|1154|2|78|27|2|940249.84|2184.83
7495202|15|2|70|1|3|858133.15|5545.97
3924973|306|1|37|4|2|724524.47|8076.73
3275517|6|1|17|40|1|126969.28|8025.34
7148462|1793|2|59|35|2|880530.24|5697.18
4991044|1581|4|88|22|1|461104.98|13470.04
8756287|54|2|79|21|1|991326.51|9568.69
9502444|1124|5|21|31|2|781437.54|8669.42
6220430|283|2|44|39|1|32163.95|12573.73
5287132|1152|1|12|9|3|700038.71|12604.05
1095192|1807|1|22|39|2|917746.8|13266.24
8871919|236|1|98|40|3|666229.67|3707.98
9568322|1552|1|25|12|3|400960.36|6005.59
4723079|187|4|44|20|1|201615.7|3324.46
2518952|378|2|97|34|3|813767.46|8983.14
3079388|217|1|19|46|1|248940.04|13471.02
2500920|1191|5|39|50|3|646967.89|321.82
585823|538|3|26|8|3|527345.22|3377.71
4973993|1648|2|100|26|3|955211.23|-3642.78
6540031|1665|1|37|35|1|682819.7|6377.58
4747864|1692|2|35|22|3|336197.47|7916.16
1380904|826|3|34|37|1|379714.15|12359.86
8429717|873|3|71|8|2|305920.09|14823.78
9053037|73|5|62|44|1|650729.63|-536.17
3107792|474|5|66|25|2|811066.48|6222.82
5332440|517|2|10|50|2|355955.69|3465.31
6816843|681|4|25|44|1|710811.4|11093.16
5726818|84|5|3|2|1|64719.42|3968.19
9684180|154|4|55|30|1|431650.44|2629.92
1035262|1387|4|7|40|3|145627.44|-3615.18
4059414|1608|1|53|46|2|939959.86|173.13
7395474|122|1|50|6|2|379444.75|7539.4
6770311|1755|5|95|24|2|630749.64|6660.31
4966862|1484|5|91|29|2|537383.26|7734.93
4770241|1525|2|17|2|3|594406.32|-4934.26
1382933|273|4|69|29|2|819233.67|-3031.87
7708404|1743|5|42|25|1|253995.16|12140.11
6591486|1582|5|62|23|1|780088.98|-2715.43
1592468|1691|5|86|22|3|563064.78|1259.79
8191713|38|2|78|10|3|563648.8|11527.31
3745564|131|3|33|17|1|36978.83|-2001.67
2129874|1725|3|72|46|3|603495.74|1888.6
1170521|709|2|48|42|1|825245.84|1555.81
5149763|467|3|4|32|1|523658.24|676.47
6983042|827|1|40|17|3|527992.54|-4722.15
7669782|397|2|8|6|1|837922.72|3534.45
9913437|1798|5|54|26|1|635437.23|10384.43
5264781|1543|5|6|34|3|581524.49|-3619.6
8969178|388|2|100|26|2|298045.24|6963.2
6472603|673|1|56|23|3|801894.64|4436.77
8991161|56|2|22|14|1|855872.85|12704.13
8569841|1393|4|88|37|3|388039.38|698.34
6282568|463|1|4|15|3|737085.08|-1117.55
1841097|1256|2|31|17|1|206132.25|-119.1
6045961|1020|2|96|18|1|918531.43|8480.38
9180025|461|2|64|10|1|580349.75|14405.57
1544342|233|1|35|8|2|275164.8|10923.78
5213606|1158|3|89|34|3|60930.11|1055.57
3668644|1740|4|5|8|3|191219.15|118.2
4898835|1151|2|15|36|3|111678.05|2512.63
5356969|1729|5|62|29|1|303002.86|4392.23
3313680|315|2|69|25|3|213609.34|3875.52
2674584|1626|2|20|13|2|115340.43|-3572.43
3974736|448|1|87|22|3|596718.56|-390.1
5810710|1626|5|39|18|1|308447.67|3146.54
1174839|310|4|82|47|3|994447.65|-426.94
1660730|899|1|75|45|3|72556.47|10717.25
9744052|844|1|25|9|3|869599.84|14527.19
5613316|758|2|22|44|3|265053.65|8861.34
875539|300|3|64|2|2|561217.94|5754.82
9339965|126|5|40|13|2|205049.31|4554.15
3768474|824|5|29|37|2|565021.95|13045.06
770248|1665|5|75|9|3|763728.24|13100.6
9444616|279|2|80|13|3|148659.33|-4874.72
8221422|1|1|79|6|3|495752.9|10748.42
3786953|190|1|58|4|2|850544.27|12624.91
1313439|9|3|77|37|2|523526.34|13867.31
6674574|8|4|61|21|2|839320.64|-3626.66
7541237|1816|4|63|7|2|814884.43|2675.93
5527913|1155|1|9|9|3|191063.04|-75.46
8751474|1322|5|60|31|2|163143.27|7723.26
7575701|159|4|26|22|1|892351.99|3158.44
1421731|558|5|57|43|2|480643.09|5875.43
305984|168|1|100|22|1|376173.92|-1725.97
3520344|859|3|5|48|2|781537.41|9047.21
3650297|896|2|5|7|1|443119.81|-2653.89
9598625|902|4|9|23|1|994657.08|6446.22
1396774|788|4|87|33|2|576224.64|-4427.0
8827171|1721|1|6|38|1|245721.79|2717.0
1720556|388|1|19|48|3|406110.97|9498.7
7751562|670|2|67|33|2|520991.18|1797.22
2855684|1505|3|81|41|2|203216.22|3507.4
4931842|1255|3|88|12|2|120491.47|2782.7
4284327|909|2|91|26|2|158051.67|506.43
6829169|605|4|47|25|3|501044.25|4348.4
7723505|1023|2|85|44|2|714306.19|13271.26
3733739|302|1|94|40|3|107343.12|-3877.71
3143951|967|5|49|15|3|433670.13|8169.28
3947325|1485|3|41|46|2|891885.94|11799.0
9133280|232|4|53|44|3|241002.76|-136.76
5003965|849|3|64|5|3|236908.42|-752.21
3649617|1240|5|71|41|2|851659.34|10586.14
8596550|1564|5|73|34|1|226038.39|13379.91
