transaction_id|date_id|transaction_type_id|account_id|channel_id|location_id|currency_id|transaction_amount|transaction_status
6028128|752|4|83|3|41|3|9206.9|Failed
2252321|1474|4|17|3|47|3|7291.48|Pending
5862373|17|2|84|3|45|3|2461.42|Pending
9694993|213|4|77|2|29|3|2063.53|Pending
3242429|90|3|20|2|40|1|3972.63|Completed
7416591|1782|1|91|5|29|1|5889.18|Pending
6446733|1685|4|90|5|14|1|1310.52|Failed
1647747|666|4|3|5|19|2|72.71|Pending
8198552|540|3|46|5|45|3|7399.62|Pending
3076501|381|4|11|4|14|3|4510.41|Failed
7525200|634|4|25|5|1|3|261.13|Pending
2828507|784|4|39|1|27|2|9354.33|Failed
300237|627|4|56|4|23|2|5902.56|Failed
1245585|1413|3|60|2|5|3|3675.83|Pending
4449862|1699|1|33|3|50|3|1033.54|Failed
8406961|195|4|75|2|5|3|5979.43|Completed
5363166|166|1|91|3|46|2|8644.82|Pending
1559620|156|2|27|1|11|1|512.89|Completed
4064437|37|3|97|1|26|2|226.8|Pending
1201417|81|2|35|3|43|1|1311.72|Pending
9833960|1250|3|4|1|13|1|6838.52|Pending
6139116|479|4|66|5|32|2|5954.37|Completed
9308873|394|3|78|5|50|1|9117.62|Completed
5356211|843|3|84|1|47|1|2850.78|Failed
9926953|929|3|21|3|26|3|3051.81|Completed
4782151|235|4|11|3|25|1|410.01|Pending
3324530|528|4|33|2|38|2|6864.99|Completed
6787264|1083|3|85|5|40|2|248.69|Pending
6215236|487|2|49|5|18|1|2066.69|Failed
8991087|214|1|71|5|34|3|1240.39|Failed
972317|827|3|94|2|19|3|7213.69|Completed
4297968|1332|4|99|5|36|1|6871.58|Completed
3816230|692|1|67|2|31|3|8365.09|Failed
8850770|1682|1|90|4|32|3|7602.79|Pending
9330832|1561|3|91|5|22|2|544.05|Completed
4195287|1219|4|10|4|24|1|9772.91|Failed
4847322|630|4|51|5|34|2|1356.05|Pending
5476650|1075|1|58|3|26|3|1347.5|Pending
8540937|1476|3|60|2|26|3|7170.17|Failed
4799395|1452|3|58|2|30|3|6072.58|Failed
663674|700|4|59|4|40|1|5530.74|Pending
8974985|565|4|42|1|31|3|7794.36|Completed
6101264|1177|4|65|1|43|1|335.07|Failed
2360321|1725|1|96|2|19|3|8110.03|Pending
9094315|20|2|76|1|18|3|9664.43|Failed
3568685|1794|1|86|4|31|1|8395.19|Completed
3574019|1246|4|2|2|8|1|497.14|Failed
2643770|1236|3|36|1|17|2|1139.35|Completed
7571144|489|2|5|1|47|2|9073.39|Failed
5998084|1433|2|86|3|47|2|8203.67|Failed
8191985|548|4|16|2|41|1|8212.42|Pending
174552|27|3|39|3|24|1|462.73|Failed
8242747|857|3|74|4|48|2|2182.12|Failed
27044|1350|1|7|4|44|2|8753.29|Failed
9737474|1184|1|36|3|43|3|4533.99|Failed
3450790|858|3|89|5|37|1|7374.28|Completed
9069085|1485|4|53|3|39|3|4287.59|Completed
692445|1135|2|38|3|3|3|4492.0|Pending
3026459|379|2|92|4|49|2|1091.3|Failed
2049698|1202|2|100|4|2|1|890.92|Pending
793555|509|4|28|2|15|3|3429.55|Completed
7280450|1316|3|53|5|14|1|2634.68|Completed
736228|441|2|80|4|46|2|4700.28|Completed
5269167|1054|2|59|1|11|3|6323.74|Failed
6876696|1351|1|60|2|20|3|9223.39|Failed
7259289|1640|3|52|1|23|2|6595.5|Failed
5733823|1374|3|60|2|6|2|7205.7|Completed
5897309|377|3|61|5|42|3|1455.82|Failed
8853749|992|1|24|3|40|3|3782.94|Pending
3670018|924|1|87|2|16|1|3479.62|Completed
7160873|1416|3|80|3|18|1|2261.58|Completed
7924472|462|1|9|3|30|2|5403.44|Pending
9205698|657|4|43|4|25|1|4713.66|Failed
9321255|108|2|79|3|9|3|4678.54|Failed
7848390|1561|2|86|1|50|2|4025.39|Pending
7803836|357|1|52|1|32|1|132.56|Failed
8080365|703|4|6|2|33|2|6429.47|Pending
8503174|817|2|55|2|7|2|9081.4|Pending
7471068|1793|3|61|4|6|2|4978.19|Pending
8572145|1266|2|44|3|25|2|583.83|Completed
3093980|1698|4|49|5|48|3|3400.23|Pending
566458|708|1|20|5|16|1|6218.24|Pending
5427680|666|3|76|2|49|3|7475.37|Failed
6282687|957|1|8|3|11|2|1249.63|Completed
8478777|1313|1|16|5|14|2|9298.61|Completed
5816004|1767|1|70|3|42|1|7564.85|Completed
3248417|124|2|58|2|13|1|694.7|Failed
2001115|649|2|72|3|25|1|8414.32|Pending
6817877|669|3|20|5|12|1|7323.01|Completed
1925843|1035|2|44|2|43|2|6936.72|Failed
3320964|1136|2|68|1|8|2|4025.94|Failed
8097735|855|2|70|1|15|1|2053.72|Completed
5834574|301|2|58|4|17|2|1283.82|Pending
3470943|1049|4|65|2|26|1|5424.81|Failed
6026736|954|3|63|3|7|1|8500.64|Failed
7317171|1250|4|7|4|38|1|5328.4|Pending
5565611|642|3|66|5|42|2|745.25|Pending
9573119|652|4|40|4|16|3|8050.32|Completed
1284870|1348|3|27|2|19|1|9117.99|Completed
5392908|599|3|6|2|1|2|9943.15|Failed
7893692|1416|2|64|4|23|3|4608.03|Completed
896146|68|2|5|4|25|2|8574.44|Failed
8985915|1180|1|40|3|43|2|3880.71|Completed
6764566|355|4|4|1|48|2|2309.89|Completed
6336742|536|2|97|4|20|2|1840.43|Pending
8497526|8|3|25|1|50|3|6455.5|Failed
3968032|1102|2|13|1|41|3|6313.49|Completed
2188143|1441|2|80|2|32|1|2327.47|Failed
5727626|368|3|91|4|15|3|8627.46|Completed
9736166|1527|3|71|4|41|3|8375.96|Completed
3392692|593|1|25|2|3|1|5948.0|Completed
50162|1161|1|15|2|42|1|8901.73|Pending
2368310|316|1|42|4|4|1|9269.57|Pending
924680|225|1|53|3|37|3|1661.31|Failed
1378725|211|2|58|5|28|2|4992.46|Pending
9975177|131|4|67|1|2|2|8552.15|Pending
8416220|213|2|38|5|48|1|3305.33|Failed
540689|1119|2|98|5|42|2|6661.56|Failed
2735492|889|4|35|2|11|2|9602.17|Completed
1560485|1573|1|10|1|16|1|6825.16|Failed
4506151|40|2|19|5|12|2|3913.35|Pending
1849733|1312|4|89|5|36|3|3145.54|Failed
7813944|1089|1|12|1|50|2|3244.72|Completed
2021850|1665|2|45|4|36|2|3781.53|Pending
3044809|390|3|43|2|41|1|2110.72|Pending
6070945|892|3|6|5|38|2|8159.75|Completed
7812149|340|3|38|5|27|1|8506.73|Completed
1804310|49|2|58|5|40|1|3390.01|Completed
3115322|1053|4|40|5|3|3|5977.83|Pending
4462597|818|1|18|3|19|1|9241.98|Completed
2421434|411|1|61|2|30|3|6780.97|Completed
7194394|556|1|14|4|33|1|1685.75|Pending
9380708|1508|2|47|2|18|1|4907.22|Failed
5380800|1573|4|95|1|45|3|8116.17|Pending
785398|1524|2|7|3|8|3|2577.82|Pending
8864531|493|4|40|4|41|1|2055.27|Completed
8187881|1200|1|88|2|22|1|2329.19|Pending
3479296|53|4|95|2|31|2|6428.75|Failed
6342098|1058|3|8|1|35|2|3894.73|Failed
9035134|177|2|32|4|10|1|9728.33|Failed
7924402|1227|1|77|5|26|2|2078.4|Failed
9252246|1523|2|47|4|45|2|5020.0|Pending
9206369|979|1|33|1|27|2|9613.65|Failed
189790|1341|4|21|1|9|2|9656.75|Pending
109832|214|2|99|4|7|2|3688.16|Failed
9793151|496|3|5|3|18|3|5891.38|Pending
4975140|1626|3|37|5|45|1|5332.1|Pending
2842344|1207|3|55|4|49|1|8856.68|Failed
3967572|707|2|18|5|17|3|5863.73|Failed
3467285|232|2|86|2|11|1|6188.62|Completed
7272938|533|3|70|2|18|1|8154.56|Pending
9436218|495|1|19|5|32|1|7412.58|Pending
3709291|312|4|79|3|10|2|3234.39|Completed
277676|473|4|5|3|8|3|2531.0|Pending
9037832|741|3|3|1|45|1|6951.0|Completed
4549313|1563|3|33|2|46|2|4029.63|Failed
1200958|1512|1|37|1|25|1|5850.24|Failed
3342626|1030|3|2|5|40|3|5166.36|Failed
2975674|459|4|49|5|6|2|2778.54|Pending
8069751|1260|2|90|2|20|2|1924.91|Completed
6589007|1674|1|71|2|49|2|6047.91|Pending
7753063|516|1|34|4|22|2|3349.2|Completed
7808638|1014|1|42|2|44|1|2860.02|Pending
4049483|715|4|67|2|23|2|374.0|Failed
3283457|1366|1|68|2|39|2|4833.69|Failed
334633|627|1|85|4|16|1|5147.26|Completed
6463493|509|2|95|5|16|1|1465.58|Completed
388347|1511|1|48|3|14|2|3624.81|Pending
340560|39|3|43|4|11|2|1619.14|Failed
1634717|1632|4|33|1|13|3|1524.45|Failed
7511318|1763|2|15|4|49|2|173.87|Completed
8590104|268|4|63|5|35|2|1467.51|Pending
1601938|1133|4|27|2|21|2|4389.71|Failed
8907671|1542|2|84|5|32|2|9451.11|Completed
9150736|244|2|40|3|37|2|4200.1|Failed
9972174|698|3|85|1|8|2|7261.96|Completed
1283084|1587|2|73|1|35|2|5629.04|Pending
3409229|860|1|96|3|50|3|2166.23|Pending
7546505|880|4|13|3|45|2|4121.63|Pending
492550|752|1|56|2|31|3|963.71|Pending
9724829|275|4|83|4|1|2|8801.38|Completed
1921756|716|2|40|4|11|2|9791.76|Pending
1691790|1594|1|6|3|30|2|2191.5|Completed
521678|414|4|78|3|13|3|9342.52|Completed
1127651|589|2|41|4|5|1|6189.65|Completed
8910016|1397|3|13|2|6|1|7506.41|Failed
5055505|1283|4|52|3|37|3|2908.12|Failed
5469210|1447|1|87|1|48|2|2808.91|Completed
2114659|1227|2|95|1|47|1|4747.93|Pending
1298020|1708|3|2|3|35|1|4176.0|Completed
8550997|1756|1|97|4|7|3|8408.97|Pending
9964368|605|3|31|3|40|3|3343.54|Pending
2316482|8|1|43|4|39|2|685.57|Pending
8043327|304|2|70|5|41|2|5815.19|Pending
6786998|199|4|56|1|34|3|4725.17|Failed
1302682|686|1|22|4|47|3|4627.51|Pending
8638407|379|1|2|5|47|3|9923.28|Pending
2179403|1369|4|22|5|16|2|7713.81|Failed
8962282|1303|3|79|2|18|2|7839.4|Pending
8775313|57|4|63|1|9|2|6537.6|Failed
7057353|458|4|63|3|6|1|1365.78|Completed
6391776|978|4|77|5|41|1|1241.4|Pending
278261|512|4|28|4|23|3|4119.44|Failed
5475241|1264|3|23|4|38|3|2065.41|Completed
3109436|1275|1|55|3|43|1|750.94|Pending
3462448|640|1|52|4|10|1|9123.44|Failed
2248230|139|1|91|5|46|1|7902.7|Pending
578774|188|3|54|2|8|2|1167.54|Failed
4940020|1249|3|39|3|43|3|1707.06|Failed
8751825|116|3|72|2|9|2|4639.22|Failed
109947|1560|2|62|3|48|1|2078.43|Failed
7057907|154|3|71|5|32|1|4134.09|Pending
6446796|319|2|15|1|30|2|490.57|Completed
4015889|295|4|62|4|12|3|1021.21|Failed
3499862|547|1|50|3|22|1|9139.94|Completed
6463253|439|4|77|4|39|2|6204.46|Completed
887877|178|3|73|3|42|3|6198.59|Failed
9490866|1764|3|41|5|33|3|3523.65|Pending
8663818|634|1|46|5|4|2|2810.53|Failed
4868177|1728|3|54|5|39|1|617.59|Pending
5347041|1035|2|2|2|35|2|8247.74|Completed
5478353|783|2|54|3|3|1|3942.87|Failed
9070704|721|3|16|2|25|2|4628.81|Failed
2157454|1697|3|20|1|20|2|4248.98|Pending
5424794|1809|4|22|5|18|3|6795.54|Pending
2853465|288|3|64|5|1|1|1498.3|Completed
3087574|1734|1|5|3|45|3|8901.76|Failed
7404732|1758|3|90|3|31|2|827.71|Pending
1404382|460|1|8|5|33|3|9347.26|Pending
9040139|1809|3|21|2|23|1|4793.79|Completed
8834173|1116|1|31|2|22|3|2424.98|Pending
7821472|1615|3|10|1|5|2|9668.81|Failed
4419018|956|2|16|5|42|1|3594.28|Completed
5975670|1765|2|71|1|45|2|5690.05|Pending
6619125|1255|2|97|1|13|3|8462.99|Completed
5740669|453|3|28|1|26|1|1505.03|Completed
9487662|1159|2|45|2|41|1|8424.76|Failed
4374724|1053|1|70|1|6|2|9942.39|Pending
8347613|1088|4|30|1|34|1|865.69|Failed
6699503|1330|3|72|4|22|3|976.28|Completed
6300877|294|3|89|5|32|2|2914.39|Completed
6382951|1531|4|13|3|33|1|3929.42|Pending
1744025|828|4|12|5|14|3|1638.81|Failed
2874054|1038|4|65|1|5|1|983.64|Completed
5664401|1373|4|21|2|22|3|7985.47|Failed
8930432|1353|4|79|3|50|1|9370.7|Pending
2766365|65|3|70|4|19|3|289.54|Failed
2721018|227|2|1|2|15|3|7889.18|Pending
7631770|1212|1|78|1|12|2|8046.41|Pending
9544361|1227|4|91|4|28|1|5318.37|Failed
6373801|715|4|48|4|28|1|305.24|Completed
9694322|1730|2|61|4|47|1|5615.52|Failed
9638470|663|4|73|2|27|1|2692.07|Pending
1557133|434|1|2|2|45|2|1041.44|Pending
9667987|644|1|29|4|42|2|2360.47|Pending
5128450|989|4|53|4|13|2|5300.9|Pending
1771342|1257|2|58|1|26|3|2487.49|Pending
2735370|1655|4|86|5|1|1|5756.84|Completed
5153559|1633|1|75|3|33|1|6939.58|Pending
8379152|1548|1|30|1|33|3|5232.12|Failed
5967476|1420|1|89|2|13|2|2900.53|Pending
2423558|1480|3|88|4|28|1|7670.93|Failed
2927611|938|4|24|4|11|1|7038.17|Pending
4935884|615|2|50|3|23|1|8634.43|Failed
7964849|91|2|81|2|3|2|1756.46|Pending
9975093|1020|2|38|5|48|3|4975.29|Completed
174223|1384|2|49|2|14|3|1999.63|Completed
8391314|165|2|54|4|49|2|6364.61|Failed
953187|879|1|32|5|41|1|6204.1|Pending
2278145|1429|1|22|4|17|3|9940.98|Completed
3771353|509|1|23|3|9|1|5076.61|Pending
9724042|75|3|87|2|29|3|6457.92|Failed
2051647|1647|2|97|1|4|1|2.63|Failed
5903155|245|3|59|4|21|1|711.09|Failed
9048081|1119|2|96|1|50|1|3983.79|Failed
7996369|225|4|4|5|43|1|4339.61|Failed
5711568|658|3|17|3|30|2|6948.09|Completed
6249757|1066|2|14|3|29|2|1435.37|Completed
2681814|1692|1|59|1|35|1|6054.35|Completed
3599216|1636|4|4|4|37|1|6508.99|Failed
5069246|1304|3|34|2|11|3|3042.73|Failed
9600552|1545|3|72|2|23|2|798.75|Completed
3062411|928|2|53|2|3|1|1427.54|Pending
6496507|436|3|38|4|49|2|5047.01|Pending
1057408|653|4|21|5|49|2|1412.96|Completed
7800920|782|1|63|2|43|3|6192.96|Completed
5307274|923|4|58|2|28|3|6360.3|Pending
4666535|766|2|91|5|44|1|2478.74|Completed
8693648|93|1|65|3|17|3|1892.88|Pending
7481319|815|3|59|4|39|1|9195.85|Failed
6774164|550|3|85|5|31|1|6149.11|Failed
1689439|1497|1|43|3|18|1|3238.24|Completed
6290621|59|3|49|2|26|1|915.41|Failed
9582861|1554|4|2|1|34|3|4510.68|Completed
8277818|1553|2|69|3|48|2|1249.95|Completed
6859902|556|3|12|1|14|1|8255.6|Completed
3477205|182|2|65|3|10|2|1031.81|Failed
6912846|2|4|52|3|38|3|6375.81|Failed
5649838|1119|3|99|4|7|2|7841.99|Pending
7278546|803|3|73|5|29|1|677.43|Completed
4526049|192|4|62|2|24|1|1387.89|Completed
8615155|541|4|66|1|7|1|6338.36|Completed
1176942|57|4|41|2|4|2|3521.94|Completed
3336710|1207|2|6|3|19|3|3193.6|Failed
2055857|1431|4|1|3|45|3|1285.5|Completed
9140990|1478|4|97|3|27|3|6343.54|Pending
6151700|160|1|16|4|41|1|2502.67|Completed
8046701|884|4|84|4|36|3|3393.32|Pending
4980158|1274|2|34|2|46|1|6899.91|Failed
6514426|566|3|21|3|48|1|1010.78|Failed
7747693|1499|4|18|4|37|2|9092.69|Failed
1118586|396|3|77|4|25|1|2279.5|Completed
3262970|296|1|18|5|24|2|5489.83|Pending
9696767|1396|3|73|4|49|3|1490.18|Failed
830502|575|3|94|3|47|2|743.0|Failed
5742996|224|1|91|5|38|3|5348.96|Pending
8928758|82|4|92|3|45|3|3913.49|Pending
8788047|35|3|3|3|29|1|6040.7|Completed
8115484|317|1|30|1|21|3|7490.45|Failed
2754847|1283|2|69|1|14|1|4010.04|Failed
9333148|145|4|86|2|23|1|1742.75|Completed
882261|718|4|1|2|42|1|4597.59|Completed
2479047|1760|4|24|5|5|3|6580.31|Pending
1047392|688|4|41|4|34|2|1353.07|Failed
7061947|1773|3|83|2|6|2|6343.27|Completed
640409|1149|2|74|1|27|2|3489.39|Pending
4060317|1549|2|69|2|38|2|5436.22|Failed
8664871|1261|4|59|3|18|2|5189.21|Completed
8395807|494|2|78|2|20|3|1642.68|Pending
7850615|280|1|27|1|30|3|5416.57|Pending
1695377|28|3|56|4|48|2|1151.69|Failed
9282529|1374|3|40|1|27|3|6119.37|Pending
9966000|873|2|71|1|29|2|8080.89|Completed
7732897|178|2|17|4|39|3|9625.4|Failed
2541003|1735|2|89|1|3|1|2202.23|Pending
9544431|1536|1|3|3|47|2|5133.07|Completed
6619007|1703|1|28|1|30|3|8399.28|Pending
9357555|300|2|61|1|41|1|1033.28|Completed
5691598|878|2|70|1|32|1|8738.47|Pending
9587862|1486|1|14|3|14|1|7736.78|Pending
5305148|1762|3|78|4|40|1|5039.0|Completed
729401|336|1|12|1|32|3|1069.37|Failed
8745396|1571|1|60|1|49|1|4511.99|Failed
7204381|1775|2|90|4|27|3|4979.94|Pending
136080|1158|1|70|1|5|1|6663.18|Completed
2565622|1012|1|89|5|23|1|5845.04|Completed
7920149|594|2|18|4|41|1|7204.48|Completed
8666905|1301|1|4|4|14|3|8214.76|Completed
347354|1755|3|42|2|48|1|4645.19|Completed
2134185|1045|3|21|2|44|1|4669.06|Completed
6858492|339|3|8|1|19|1|3844.47|Completed
3083061|1578|1|39|3|10|3|7105.71|Pending
2847768|1270|2|62|3|26|2|6504.06|Pending
6251839|764|1|50|1|26|3|3407.48|Pending
4286965|1519|4|55|4|31|1|1853.41|Failed
1374282|727|1|87|4|21|3|598.5|Failed
500992|311|3|56|1|42|3|6136.94|Failed
6548041|1771|3|48|3|34|1|453.91|Completed
7209698|1545|2|34|5|9|2|2323.61|Completed
3585047|1538|2|98|1|47|1|1929.7|Pending
4904767|109|2|76|1|19|1|1627.04|Pending
234959|1017|3|85|5|32|1|7245.1|Pending
3596265|438|3|66|1|47|2|8768.83|Pending
5437001|1129|1|62|4|44|3|9443.69|Pending
3661491|982|1|7|1|45|3|6823.4|Completed
320211|131|2|17|3|31|3|779.38|Completed
9916469|782|2|12|5|44|2|4724.95|Failed
4800144|1337|1|79|2|2|3|6251.74|Failed
361108|1389|4|32|1|30|3|8414.46|Completed
1689130|1338|1|79|4|42|3|1751.72|Completed
6782908|1248|1|60|4|3|3|3421.78|Pending
7290253|562|3|68|3|2|2|9629.24|Failed
8363251|97|2|25|4|44|2|8362.98|Pending
8361489|1338|4|67|1|19|3|9583.75|Pending
4645194|205|3|24|5|2|3|4556.01|Pending
6565921|1046|3|51|5|4|3|6122.6|Failed
4995865|486|3|4|3|38|1|9217.64|Completed
6872157|1569|2|6|5|5|2|3967.78|Completed
7192903|344|3|70|4|28|1|5003.13|Failed
7672230|319|2|58|2|3|2|2550.38|Failed
8172645|642|4|61|2|29|1|2254.1|Completed
4141334|159|2|77|4|47|1|2781.67|Failed
9184033|1199|4|39|5|45|3|6024.41|Pending
2211331|1524|3|24|4|12|2|3809.83|Completed
9919066|372|2|38|5|29|3|3236.28|Completed
8932748|715|3|23|5|42|1|4137.86|Pending
7061526|1426|2|38|4|36|2|278.2|Failed
5396740|469|3|9|1|5|3|4236.73|Failed
2047392|621|2|14|3|46|1|6595.66|Pending
8848454|1283|4|38|2|42|3|1768.9|Completed
9756564|136|2|41|5|43|3|5331.23|Completed
1909691|1280|4|48|4|17|1|9965.76|Pending
8488428|1660|3|97|3|24|2|9560.89|Pending
8718836|803|2|56|2|23|3|3015.52|Pending
313190|83|4|34|2|17|1|5298.93|Failed
2135535|869|4|13|5|50|3|3440.8|Pending
8270611|1781|2|77|2|12|2|922.35|Completed
6949896|671|3|24|2|28|1|2940.88|Pending
623051|526|3|38|5|20|3|6922.37|Pending
4749130|127|2|96|2|13|3|6156.86|Failed
2630663|1674|4|31|1|9|2|975.95|Completed
6165258|180|3|27|2|17|3|7623.4|Pending
714985|1693|3|3|1|44|1|2715.55|Completed
7659709|169|1|83|3|11|3|2696.48|Pending
5681598|410|3|36|2|48|2|284.54|Pending
1305550|379|4|20|1|28|1|933.38|Completed
7127530|497|3|93|2|7|1|8203.44|Pending
9926401|1630|1|2|3|18|3|5757.69|Pending
2076830|497|3|75|5|1|2|5210.56|Pending
3473040|1799|1|93|5|44|3|1552.48|Pending
1107959|951|2|100|3|27|3|5906.79|Failed
3528857|1184|3|65|4|34|2|8936.84|Pending
605297|1269|1|64|5|22|3|8258.28|Failed
9501665|690|1|42|1|43|3|9046.56|Pending
5277733|1448|1|70|4|32|1|3956.24|Pending
6522627|486|3|44|5|37|3|7721.46|Failed
5008438|1481|2|26|2|30|1|2498.11|Failed
7092876|1629|2|63|2|47|3|1356.43|Failed
2817300|1187|3|93|2|8|3|7447.75|Failed
8926218|1263|4|15|3|14|3|7835.93|Pending
507336|1034|1|37|2|29|1|2731.14|Completed
9885789|1438|1|2|3|47|3|4214.99|Completed
7478140|95|4|29|5|23|1|6323.14|Failed
5715826|1055|4|46|5|7|2|3938.17|Completed
8435348|1542|4|62|2|11|1|2337.72|Failed
6230682|518|4|26|5|5|1|6966.99|Failed
3968357|250|2|100|3|34|2|1063.38|Failed
3779479|1710|2|67|1|36|3|6050.52|Failed
4734857|250|3|21|1|35|2|2704.96|Pending
7995267|1824|3|54|4|39|2|9367.19|Completed
3096194|364|1|99|3|4|2|1435.98|Failed
4401216|802|1|5|4|27|3|3817.14|Failed
1799091|803|4|12|2|23|2|7714.5|Completed
5473316|445|2|61|4|42|2|1429.3|Failed
7199856|746|1|52|5|4|2|5814.49|Completed
7313796|1507|3|2|1|35|2|2074.85|Failed
105307|101|2|31|4|50|1|4010.16|Completed
435756|1130|3|73|2|20|2|9443.83|Completed
6248046|1255|4|55|5|5|1|4346.79|Pending
5527117|526|1|66|5|22|2|2444.11|Completed
6808958|337|3|69|4|24|3|8414.75|Pending
9708916|824|3|97|2|41|2|7182.44|Completed
5162867|1706|1|25|5|3|3|7128.82|Failed
2079151|1003|3|15|5|11|2|7192.44|Completed
3597799|1588|2|26|1|43|1|1288.02|Failed
4986726|538|4|86|1|40|2|4553.74|Completed
2038197|677|3|44|4|23|2|2332.14|Failed
1334397|997|3|88|2|44|2|2751.05|Pending
1447995|245|3|47|5|18|1|3260.53|Pending
2796370|737|3|50|4|2|1|5695.98|Failed
687320|1691|3|35|5|33|2|9594.31|Failed
5084770|410|1|14|4|19|2|6359.5|Completed
8227348|1231|1|1|1|49|2|2996.26|Completed
7898202|289|2|36|1|36|1|1754.77|Failed
6932097|705|4|12|1|3|3|9337.38|Pending
5243981|1768|4|97|2|13|1|6493.63|Failed
3663118|1456|2|59|3|47|1|2596.05|Pending
3366731|720|1|90|3|25|3|4829.37|Failed
3639107|815|3|95|5|50|3|3826.15|Failed
3714154|1069|2|2|2|7|1|8100.0|Failed
9231582|1559|1|84|2|18|2|5795.57|Failed
5804780|1031|3|27|5|47|3|4862.48|Completed
