interaction_id|date_id|customer_id|channel_id|location_id|interaction_type|interaction_rating
1921442|1065|84|1|44|Email|2
2569500|1227|7|4|40|Chat|3
1720439|792|53|3|15|Call|1
2989161|1237|48|2|47|Chat|4
607219|1731|17|1|27|In-Person|2
3285582|319|53|3|18|Call|2
4135121|1293|86|4|45|In-Person|3
392814|1618|6|2|28|Call|1
6482305|479|51|4|48|In-Person|3
4497695|590|68|1|15|In-Person|4
6576224|744|28|3|17|In-Person|2
6277968|126|99|2|16|Chat|5
5805429|1818|77|4|50|Chat|1
8818678|425|68|5|19|Call|4
6763099|684|44|4|30|Chat|2
826197|1825|78|1|24|In-Person|2
8997097|1085|30|4|31|Chat|2
5810193|1618|22|5|20|Call|1
1737894|932|31|2|20|Email|4
8614051|1682|32|2|3|In-Person|1
5638389|1087|79|3|14|In-Person|5
341604|1725|76|4|36|In-Person|2
4195775|1198|61|5|14|Chat|5
822851|1736|84|3|19|Call|1
8721627|328|40|1|17|Chat|1
9670201|1746|37|5|6|Call|3
9735700|1419|53|3|33|Chat|3
7227089|1454|6|2|11|Email|1
8053683|966|74|1|46|In-Person|2
9914374|1169|38|1|2|In-Person|3
2585584|797|61|1|49|Chat|4
6864529|157|40|5|27|Call|1
9103186|182|25|5|12|In-Person|3
7054855|1543|7|5|19|In-Person|2
7204638|161|74|3|46|In-Person|2
9468034|1334|63|1|30|In-Person|3
3988374|279|26|2|4|Call|4
4245954|1022|86|1|43|Email|3
8087956|231|1|3|38|Call|5
3141606|854|19|1|17|Email|2
4801663|1657|70|4|10|In-Person|5
3947930|659|23|1|39|Call|2
7971953|707|8|2|1|Call|1
5928541|731|33|4|48|Chat|5
1706275|1383|99|1|4|Chat|2
330994|275|82|4|32|Email|4
3663960|1739|47|1|33|Chat|2
3356632|161|7|3|50|Email|4
9712066|103|50|1|25|Chat|3
4085983|1225|17|1|33|Email|5
4500750|1073|80|4|18|In-Person|3
2641042|911|25|1|25|Call|5
2340951|864|40|4|26|Call|1
9848815|1426|90|3|23|Chat|1
5765096|612|68|3|38|Chat|3
7402895|1069|59|4|50|Call|2
9376927|1583|6|5|44|Chat|5
3312386|678|75|5|49|Email|5
8711014|867|43|2|16|Email|3
3821813|649|33|5|38|Call|2
4254708|395|46|5|39|Email|5
6526764|175|39|3|50|Call|3
2837611|617|6|5|20|In-Person|4
2456648|1376|51|5|36|Email|1
1237313|778|73|1|7|In-Person|5
684156|1078|54|1|38|Call|1
8657474|1671|88|3|50|Email|3
1137683|1746|41|4|48|Chat|1
2023818|512|9|2|45|Email|4
3841035|1578|83|4|35|Chat|1
275621|1628|3|4|28|Email|2
7307386|142|31|3|11|In-Person|1
2105382|1817|63|5|33|Call|4
3524030|1132|41|2|37|Call|3
536776|799|92|4|41|Call|5
9801522|1794|64|4|9|In-Person|3
5824620|105|91|5|2|Email|4
8191131|746|94|4|6|In-Person|1
2075766|345|77|1|31|Chat|4
7388559|1785|45|1|10|Email|4
9275550|134|19|3|49|Email|2
6835227|599|36|4|45|Email|3
2575016|831|76|2|32|Chat|1
9298492|736|71|2|50|In-Person|1
5251710|1123|55|3|40|Email|3
9273079|130|57|2|33|Chat|3
9070295|875|69|1|47|Chat|2
5322973|289|81|1|30|Email|2
6374316|162|90|1|41|Call|4
2973391|581|100|5|41|In-Person|1
5982512|961|17|5|38|Chat|5
8911265|508|74|3|21|Call|1
906134|1458|99|2|49|Email|4
1760437|1336|74|2|32|Call|3
4869067|1001|45|5|21|Call|4
6687081|1556|72|5|26|Email|4
4557148|393|4|4|4|Call|4
7735336|1261|92|3|28|Email|5
258714|582|100|4|26|Call|1
1942467|1682|72|2|26|In-Person|5
363243|1048|48|5|41|Email|5
8842507|1669|72|5|36|Call|1
7063609|905|47|5|21|Email|4
3447487|125|43|3|11|Chat|5
9471656|1625|24|5|48|Chat|1
1172645|1466|93|1|1|Chat|1
7122074|1797|7|1|8|Chat|3
1851419|974|71|2|21|Call|4
6932881|1036|19|2|24|Call|5
2589279|1308|84|1|6|Chat|1
9472433|1289|24|4|6|Chat|2
7683950|1662|6|4|50|Chat|5
6312840|1401|33|2|39|Email|2
8943001|276|85|3|32|In-Person|3
5391314|712|16|1|21|In-Person|3
9067191|1310|67|5|33|In-Person|4
9762967|1482|76|5|45|Email|2
2913584|1516|67|3|42|Call|5
5775945|324|86|2|35|Email|4
4224951|849|98|5|38|Email|3
903088|195|94|3|22|Call|2
5238708|856|64|2|36|Call|5
2411763|712|10|3|16|In-Person|5
5511472|1824|4|4|19|In-Person|5
3514054|1606|89|4|21|Chat|2
7206874|1004|78|2|3|Email|4
9856662|1276|13|4|24|Email|2
5360623|1397|66|5|28|Email|4
3933119|943|11|5|10|Email|3
4473485|934|17|3|28|Chat|5
1231924|319|13|5|44|Call|5
795582|654|42|3|49|Email|5
2613460|1517|12|5|6|Chat|1
2786936|1362|50|3|19|Chat|2
7125159|27|23|3|45|In-Person|4
6485868|197|82|3|21|Call|1
4556595|491|4|4|23|Email|2
6743296|1693|67|3|6|Call|3
1386461|1298|75|2|21|In-Person|1
9491617|777|66|5|23|Call|5
4271721|1764|23|1|37|Chat|3
6532855|1082|47|2|10|Call|1
2763922|1017|48|3|11|Call|5
2484509|490|81|4|13|Chat|4
5039299|909|65|2|17|Call|3
3749933|40|6|2|3|In-Person|5
2917094|1810|62|4|4|Email|1
9848006|104|43|4|29|In-Person|2
9896542|1337|8|5|2|In-Person|4
8676176|1812|91|2|33|Call|2
3866822|1524|51|5|26|Call|4
4224532|429|23|2|12|Chat|2
960779|252|46|2|40|Call|3
1852941|531|25|1|28|Email|1
9519541|478|87|3|13|Chat|3
2050129|1185|64|2|28|In-Person|5
8139437|1157|94|1|19|Email|4
8519724|1604|32|5|50|Email|4
4191989|337|60|2|42|Chat|4
4100656|291|66|2|31|In-Person|5
9861244|242|16|4|31|Email|1
2939994|1756|16|1|32|Email|4
7762483|1244|82|1|11|Email|3
405463|204|57|1|47|Email|2
6476790|520|75|4|40|Chat|2
6199709|1514|1|2|14|Email|2
6095824|772|26|2|10|Call|2
1924635|796|14|2|24|Call|2
9145936|1470|63|4|49|Email|2
2572087|6|8|4|37|Chat|3
8533432|733|58|4|41|Call|2
9183222|1310|58|2|41|Call|4
5071792|325|60|3|34|In-Person|2
7381573|1607|23|3|30|In-Person|4
3526015|1636|28|4|30|In-Person|3
1271754|1371|3|5|33|In-Person|4
8923384|664|27|1|3|Call|1
2885279|762|7|3|34|Chat|4
8359473|1408|53|4|43|Call|1
4125759|273|73|3|34|In-Person|3
8626316|1461|10|2|40|Call|3
3601393|1257|3|3|12|In-Person|1
8907153|1565|68|3|19|Call|2
2778307|966|53|4|5|Email|3
9063577|993|96|5|19|Email|1
5776403|782|40|1|50|Call|1
4368939|110|60|4|43|Chat|3
5206070|368|45|1|33|Email|3
2857742|1141|50|3|8|Email|4
381305|454|34|4|26|Chat|3
9390875|319|90|1|7|In-Person|2
4057369|206|25|4|48|In-Person|4
9340938|798|88|4|46|Chat|2
4503012|1604|70|1|18|Email|4
4239928|1266|51|4|33|Email|1
892234|1654|60|3|5|Call|5
5763818|1436|42|2|3|Call|2
1138079|399|95|3|36|In-Person|3
5862441|1413|15|4|35|Chat|5
2361146|667|19|2|3|Call|4
3791519|544|8|5|50|Call|5
536352|318|28|2|4|In-Person|3
3413346|557|45|1|5|Email|4
1359030|1620|68|2|48|Email|2
9720521|676|12|5|26|In-Person|3
3758645|1392|73|3|4|Email|3
816171|311|34|2|19|Chat|1
2193298|1460|72|5|42|Call|3
8507339|1686|86|5|6|In-Person|1
1042899|1209|37|5|4|Call|3
5030521|204|18|4|4|Chat|2
7440908|549|30|3|7|Chat|5
8426899|360|56|3|36|Chat|3
9024905|1196|8|3|28|Call|5
138350|966|44|5|7|Email|3
3250237|819|51|2|23|Email|2
1840961|271|55|2|15|Call|4
1764104|913|68|5|50|Chat|2
6530910|1352|33|1|3|Call|4
3759648|1769|84|4|35|Chat|4
8528994|1313|90|3|7|Call|1
6521556|1017|7|4|19|Chat|2
5938540|847|68|3|39|Email|2
6736363|1321|38|5|19|Email|4
92324|755|56|3|30|In-Person|5
8255200|822|33|5|11|Call|4
8117640|145|38|4|22|Chat|5
3779050|1356|91|1|31|Email|4
273319|1200|1|4|8|In-Person|2
3268538|990|68|1|30|Email|4
6724938|1076|35|3|7|Call|1
4017331|723|100|1|15|In-Person|5
7626449|1460|13|1|47|In-Person|3
474116|1101|66|5|31|In-Person|1
8703123|1196|98|1|24|Chat|3
3890888|938|18|1|2|In-Person|3
4963997|1411|14|5|47|Call|3
7697813|246|5|4|46|Email|3
8979341|1814|55|2|10|In-Person|5
3510643|796|74|3|41|In-Person|1
6256968|389|49|2|21|Call|3
5658572|1637|4|4|38|Chat|1
5778967|736|75|3|35|Call|2
1359981|859|7|5|44|In-Person|4
4662417|1599|17|5|6|In-Person|1
7853108|854|66|2|27|Call|5
4910385|1217|31|4|1|Email|5
4557505|216|9|2|32|Call|5
5475471|673|88|4|34|Call|2
3244125|256|39|2|4|Chat|2
2535485|713|35|5|8|Email|5
2485944|1001|77|2|17|In-Person|1
5130491|1196|88|4|18|Email|2
5506680|1533|70|5|27|Call|1
6081930|1220|99|5|26|In-Person|5
428016|1155|59|1|19|In-Person|5
2640037|528|53|3|37|In-Person|5
2548607|846|16|3|14|Email|5
959222|1722|76|4|18|Chat|3
4766375|209|63|5|26|Chat|3
5958811|456|1|1|7|Chat|5
564755|76|97|2|14|Email|1
9660477|549|18|4|31|Email|2
8752788|138|98|1|39|Chat|2
8463709|257|23|2|33|Call|1
4712145|1686|22|4|6|Chat|4
7092969|227|50|1|40|Email|2
2575870|263|14|2|15|Chat|5
704940|1586|6|5|11|Call|1
7874441|1740|44|5|25|Chat|3
1291988|1729|24|4|23|Email|1
4999721|1710|16|1|3|Call|3
7600166|961|96|4|47|In-Person|5
2235208|1512|52|5|29|Email|2
1792881|389|81|3|38|In-Person|5
5928227|1119|4|3|40|Chat|4
3313433|664|50|3|15|In-Person|5
6836157|1499|40|1|50|Email|4
4607475|279|90|1|43|Call|2
5908943|1126|15|2|45|Call|5
5215506|470|39|2|21|Email|1
2392257|1420|95|4|41|Call|4
9498957|25|20|1|16|Email|2
5572462|1332|94|2|45|Email|1
8187467|628|43|1|2|In-Person|2
298983|1188|43|3|50|In-Person|1
568761|804|13|3|19|In-Person|1
2893457|324|80|4|3|Email|4
4123844|1679|92|3|9|Email|5
7848022|326|51|2|27|Chat|2
3471992|1824|98|5|34|Email|2
5815290|1473|4|2|1|Call|2
6821571|1792|32|2|11|Email|4
8401071|603|8|4|19|In-Person|5
3695177|504|91|1|28|Chat|4
3971439|1603|97|1|10|In-Person|5
2047816|892|46|2|37|Call|2
9402290|650|93|2|36|Chat|5
6458979|1429|99|5|15|Email|4
6063102|669|50|1|34|Email|3
2459901|296|26|1|4|In-Person|5
6754004|769|59|3|41|Chat|2
8606336|754|41|2|6|Chat|5
2645327|820|67|3|13|In-Person|1
7194952|90|75|1|30|Call|4
2423804|1500|69|2|44|Email|3
3463361|1269|96|3|10|Call|1
3437867|1284|25|5|27|Call|4
2646030|1056|3|5|43|Call|3
3080946|908|16|1|41|In-Person|2
5883607|828|84|5|28|Chat|5
4002910|1638|94|2|21|Chat|1
8280071|1099|68|1|44|In-Person|1
8361478|522|8|1|33|Email|5
7019549|999|55|2|46|Email|4
6348925|1272|97|5|12|Call|5
8295277|1395|87|1|10|Email|3
5759628|243|68|3|13|In-Person|2
4926002|477|72|1|14|In-Person|1
9653354|770|89|2|43|Chat|1
3093241|1122|34|3|50|Call|3
9343704|414|96|1|50|Email|3
3656157|1135|4|3|39|Chat|1
7362536|1618|91|1|37|In-Person|4
9927216|616|61|5|18|In-Person|1
195285|1517|29|5|19|Chat|4
3764942|823|87|4|24|Chat|3
1810688|1561|32|4|15|Email|3
4992642|476|72|2|15|Chat|3
3571774|1692|13|2|37|Email|5
7364226|1271|28|2|34|In-Person|2
91197|1704|45|3|23|Chat|3
