balance_id|date_id|account_id|currency_id|opening_balance|closing_balance|average_balance
7521256|1752|59|3|742626.18|305846.92|524236.55
9938764|1294|18|1|866604.81|738604.38|802604.59
3185595|221|58|1|141660.63|349226.79|245443.71
7011279|969|10|1|418649.14|646597.23|532623.19
3808344|1074|92|1|489706.18|509491.61|499598.9
4491115|375|12|1|887093.79|382910.98|635002.39
2967191|1333|18|1|962455.82|202887.32|582671.57
550315|1705|94|1|421578.17|509742.29|465660.23
4134510|1066|99|3|241409.86|373308.44|307359.15
5693464|1704|7|2|843008.91|647216.81|745112.86
4044760|922|50|3|210802.58|342625.41|276713.99
3788707|1573|98|1|320089.63|979115.34|649602.48
1704220|1440|2|3|120221.25|876104.52|498162.89
2617727|184|69|1|461139.34|284998.66|373069.0
1060774|812|34|1|340435.37|608137.09|474286.23
1328431|1501|14|1|441515.58|39652.89|240584.24
4294952|1135|46|2|465221.27|572546.17|518883.72
3505353|1649|53|1|645681.98|827958.91|736820.45
4385383|656|72|1|758381.46|836564.19|797472.82
8444962|1658|92|3|171450.57|833824.57|502637.57
2661854|1146|99|2|743775.0|597611.7|670693.35
7903454|1669|63|1|536042.61|633151.27|584596.94
7061102|1455|17|1|490015.8|929800.97|709908.39
3661176|438|78|3|938126.87|840614.78|889370.82
2518744|1393|9|1|605151.45|714293.91|659722.68
6542633|153|3|1|67947.59|16288.52|42118.06
6880728|981|68|2|865471.63|265842.14|565656.89
5315290|1638|51|3|645382.41|788300.88|716841.65
7410010|320|99|3|938960.78|65711.88|502336.33
6976782|998|2|3|79016.73|289743.45|184380.09
2915439|1375|89|1|443822.13|379835.33|411828.73
6150606|1619|37|1|285522.56|701976.25|493749.41
6732802|963|87|1|173540.36|777688.81|475614.59
7929655|570|82|3|491611.22|647908.29|569759.76
4014688|17|63|3|368601.38|472465.97|420533.67
6517212|629|96|1|683234.41|342324.31|512779.36
8345622|1277|3|1|454789.79|485325.79|470057.79
4992478|511|58|2|345020.34|265017.7|305019.02
3870330|1185|24|2|654376.72|338271.75|496324.23
2204411|102|95|2|657714.42|181435.3|419574.86
5054195|53|44|2|421878.15|876099.77|648988.96
434445|1523|99|1|742862.6|853586.74|798224.67
177078|666|61|2|823600.32|194462.64|509031.48
8766659|1173|89|2|846536.11|693139.31|769837.71
466276|945|90|3|439943.13|307159.38|373551.26
5400686|261|15|3|446245.76|197197.4|321721.58
1308718|503|25|3|79986.24|96928.73|88457.49
7591844|1404|61|3|457857.04|880103.97|668980.51
4386040|197|97|1|898165.84|241256.17|569711.01
7478391|358|91|1|460755.25|207419.06|334087.16
7430463|225|81|1|898316.74|530199.84|714258.29
4780364|777|92|3|50896.3|688910.06|369903.18
3420790|1651|41|2|336697.4|700149.51|518423.46
5891601|859|92|2|881513.57|306079.11|593796.34
4641868|1581|84|1|208661.49|427143.36|317902.42
5190080|1764|22|2|919665.32|758131.15|838898.23
1667327|1797|70|3|875696.17|555.29|438125.73
1089646|900|80|2|18231.53|242251.12|130241.32
7669047|73|89|1|417451.02|410574.41|414012.71
2061924|513|5|1|897718.56|407212.27|652465.42
6131145|269|33|1|844330.91|131079.3|487705.1
3022853|47|36|2|405709.16|83438.83|244573.99
7175877|1400|20|2|271116.82|154424.04|212770.43
1150796|654|69|1|897846.73|774366.44|836106.58
5987389|1357|96|1|431437.96|3322.26|217380.11
5552125|896|23|1|983892.64|783163.42|883528.03
2224379|1403|61|1|836536.41|79056.21|457796.31
8209009|720|85|2|420334.47|454693.01|437513.74
6739521|1147|78|1|162369.4|211944.18|187156.79
4165246|969|90|2|288855.3|761606.81|525231.06
127488|1428|8|3|828581.59|57006.55|442794.07
8229953|1526|21|1|242711.89|749489.48|496100.68
708468|605|32|1|725594.71|457970.01|591782.36
6677877|554|72|2|951859.23|745746.53|848802.88
8797715|506|83|3|489025.36|331860.03|410442.7
7898335|108|6|3|265986.45|631928.13|448957.29
9523495|929|43|3|229854.54|747956.22|488905.38
5072112|30|67|3|88116.65|426315.07|257215.86
9581220|136|74|1|331466.34|73484.46|202475.4
3574054|499|71|3|455354.89|201620.87|328487.88
2901760|24|5|1|422035.35|879292.22|650663.78
8145834|19|66|1|89803.16|444743.05|267273.1
4168867|1590|92|3|994610.7|747948.89|871279.79
8608760|104|13|3|133378.69|992318.58|562848.64
2365018|1242|82|1|692184.88|570688.32|631436.6
2885465|1743|30|3|44464.67|902229.85|473347.26
9936617|595|36|3|786151.03|505259.45|645705.24
179764|692|25|2|552623.42|511113.43|531868.43
296920|699|76|3|570774.72|882574.37|726674.54
5533001|1085|22|2|74682.47|229576.6|152129.54
5033630|354|18|1|657290.04|872460.59|764875.31
7027307|456|42|2|348067.84|679919.55|513993.7
3567957|756|71|1|178775.36|3705.19|91240.27
937850|1339|59|2|94783.14|290442.2|192612.67
8131289|1243|53|3|442294.58|745380.76|593837.67
1934001|235|13|1|847725.44|986456.39|917090.92
3674482|1244|59|1|292847.03|749485.31|521166.17
4617223|1228|73|2|978093.49|906956.72|942525.1
2059348|44|76|1|222958.53|579416.86|401187.7
7308347|1444|30|1|659948.62|835080.91|747514.77
5980203|376|73|2|274722.7|135096.48|204909.59
8238344|1194|3|3|799017.89|59711.32|429364.6
5511312|767|88|2|538152.66|554471.06|546311.86
1657468|242|86|3|936892.33|21083.11|478987.72
4682005|263|37|2|187683.24|585100.05|386391.65
5167097|1676|13|2|887755.08|598519.1|743137.09
5386085|349|33|1|195156.88|819576.39|507366.64
1350123|278|65|2|86709.39|456368.22|271538.8
5228827|448|91|2|249961.08|840261.1|545111.09
7461876|1212|77|2|968176.86|85201.42|526689.14
6383355|815|94|1|316373.73|554365.12|435369.42
7423558|851|75|2|542111.49|160940.45|351525.97
7726357|921|71|3|275882.38|62113.22|168997.8
4610316|92|67|3|696011.67|794197.44|745104.55
867339|1301|90|1|388267.73|888523.02|638395.38
761993|1528|22|2|620996.72|69352.3|345174.51
4293227|1237|38|1|924269.44|211456.55|567862.99
5352150|720|88|1|691337.05|443575.6|567456.32
8442150|519|63|1|456876.57|183032.65|319954.61
8366961|1380|22|3|53478.42|249331.64|151405.03
1720728|1573|17|1|920501.22|180308.05|550404.64
8850453|1019|31|2|860809.64|574306.97|717558.3
1209960|903|48|2|908288.07|580465.67|744376.87
2773597|1280|1|2|227954.91|320344.99|274149.95
9545450|1058|98|1|482753.62|883466.21|683109.92
7949760|387|33|1|13961.75|2693.72|8327.74
1962111|349|48|1|987982.86|615117.51|801550.19
637494|461|56|2|212268.59|389370.31|300819.45
1098065|1210|64|2|568513.34|208166.88|388340.11
6403030|605|31|2|223529.12|785697.88|504613.5
8676007|1680|5|3|247513.09|852607.31|550060.2
867363|1195|9|3|326046.7|116356.49|221201.6
4799195|812|30|1|106602.45|191521.74|149062.1
5888091|841|89|3|811234.34|758807.8|785021.07
6052414|1504|1|2|410949.0|431802.29|421375.65
1367149|1608|65|3|433235.64|790249.81|611742.73
2412674|594|8|1|966095.3|837854.11|901974.71
9755457|454|95|2|738196.55|733263.55|735730.05
8855597|1025|84|3|807080.33|940576.91|873828.62
3807911|680|22|3|536246.98|216093.36|376170.17
9792695|923|55|1|587875.43|617953.3|602914.36
1231326|1673|73|1|33449.35|62986.04|48217.69
7231736|1447|70|3|315626.85|84339.85|199983.35
2425353|1518|35|1|162204.37|748551.72|455378.04
8849433|587|45|3|752119.48|793423.56|772771.52
8809409|1606|51|1|645339.1|341387.84|493363.47
8577159|1586|74|2|708518.7|680403.42|694461.06
6972850|1183|60|1|46383.3|40916.81|43650.06
9824279|1803|57|2|975376.19|935609.29|955492.74
1529944|636|57|2|52690.91|177428.28|115059.6
3136019|417|91|2|588956.15|227697.48|408326.82
3944607|459|70|1|777827.23|276770.49|527298.86
2198070|1262|21|3|891048.14|34429.72|462738.93
4271731|1457|30|3|241545.31|423060.42|332302.86
4786651|657|57|1|351780.7|413167.38|382474.04
6254885|741|59|2|679539.05|509592.83|594565.94
9268048|953|59|2|988630.66|59424.2|524027.43
1894332|1391|8|1|836193.12|862606.21|849399.67
5799513|1684|69|2|848335.1|560931.13|704633.11
2129835|374|41|1|656489.47|655669.34|656079.41
4692520|1461|61|3|147967.1|722894.16|435430.63
2140227|702|49|2|591394.93|170242.95|380818.94
1489730|559|75|3|246811.11|451585.41|349198.26
6410495|328|98|2|396296.54|283838.89|340067.71
9094750|1225|93|2|427487.57|912682.88|670085.22
4486620|728|69|1|301890.56|729178.85|515534.7
9741904|507|82|3|937808.53|514296.75|726052.64
6688299|1597|19|2|299706.33|108022.98|203864.65
3204986|70|93|1|94561.93|893390.09|493976.01
4409784|576|44|2|325755.43|72110.36|198932.89
2966971|235|30|2|566548.84|106631.32|336590.08
9137020|187|11|1|846795.81|185312.94|516054.38
4978214|827|5|3|797693.11|52386.0|425039.55
4930387|120|86|2|280574.2|837649.51|559111.85
9978810|1640|22|1|249271.48|516226.55|382749.02
8600363|1286|16|2|543896.2|721335.51|632615.85
3151244|617|90|3|922895.69|431705.13|677300.41
4302031|648|4|2|415099.94|717122.37|566111.16
138964|775|15|2|37995.16|530649.07|284322.11
4999841|1109|37|1|812707.48|54041.0|433374.24
8271242|1778|61|3|241544.12|505004.64|373274.38
9468039|850|90|2|360674.95|868638.68|614656.82
369423|657|40|3|852581.57|809571.37|831076.47
2564214|574|9|1|56021.4|64531.33|60276.37
2365825|1071|73|1|178575.63|702524.39|440550.01
5838833|1030|58|3|299031.93|608253.43|453642.68
507887|355|63|2|113605.99|344845.7|229225.85
6238082|1002|77|3|313612.94|837790.17|575701.56
7961870|36|42|2|407781.9|964647.82|686214.86
5360963|454|51|3|366335.83|342232.79|354284.31
2910576|476|92|1|898621.77|56074.02|477347.9
6500061|910|18|1|486615.63|979434.15|733024.89
1131790|1764|32|3|41811.69|394032.26|217921.98
4568003|1694|1|3|786886.83|538147.26|662517.04
5877604|887|31|2|308791.41|236134.13|272462.77
4746232|596|54|3|947230.22|599724.27|773477.24
3071867|1313|4|2|7362.33|468046.7|237704.52
652778|1155|7|2|656315.75|90086.51|373201.13
3470573|1446|66|1|309992.5|695030.21|502511.35
9214698|1322|92|1|457030.59|177327.4|317178.99
9050971|1799|68|2|465085.24|507622.45|486353.84
8679674|84|50|1|980186.75|357610.13|668898.44
8306245|451|26|1|69186.84|682460.98|375823.91
796133|283|71|1|976632.38|289007.24|632819.81
4436331|1555|19|3|897879.0|98797.3|498338.15
9694015|970|76|2|599329.64|271149.76|435239.7
8131884|1702|13|1|199750.41|13136.91|106443.66
8380223|382|37|3|159514.72|284594.98|222054.85
3747775|611|21|3|896741.35|673037.05|784889.2
1792322|1385|22|1|295381.7|79944.89|187663.3
1333703|1213|1|2|448281.24|728133.31|588207.28
1257874|272|16|1|545208.02|610563.13|577885.57
440187|685|36|3|784455.97|593925.47|689190.72
1004813|1313|16|2|967819.15|484622.69|726220.92
659349|944|71|1|809944.48|692187.62|751066.05
8713724|1342|87|3|569746.07|975230.02|772488.04
363056|551|41|3|986933.15|913752.49|950342.82
8651643|1062|80|1|922860.13|766528.74|844694.44
1974984|593|37|2|356029.04|839252.87|597640.95
8364273|418|3|3|734275.53|95683.54|414979.54
646532|560|97|2|826177.23|501581.74|663879.48
7114450|566|53|1|19927.34|832158.08|426042.71
8843308|1318|27|2|517104.03|941192.89|729148.46
9957448|850|59|2|850901.39|419558.58|635229.98
281695|1754|16|1|752362.17|551935.94|652149.05
619764|378|64|3|679066.28|642463.56|660764.92
1863309|348|86|1|701008.33|670166.71|685587.52
5934776|567|37|1|93055.01|255404.2|174229.61
8531067|1355|67|3|795934.25|542893.39|669413.82
6310226|232|59|3|994315.87|506335.25|750325.56
2933914|1358|36|1|522531.94|335368.22|428950.08
8673749|1168|74|2|265444.64|513864.33|389654.48
3814841|1334|62|1|816181.65|553311.11|684746.38
3412565|822|20|3|475921.73|704373.43|590147.58
5293343|367|6|2|418254.99|913437.32|665846.16
4429265|231|29|3|762478.87|860861.94|811670.41
335396|602|80|2|434605.93|4262.41|219434.17
4514580|520|11|2|498443.64|721931.41|610187.53
5968663|1240|13|1|759499.08|248439.9|503969.49
6221248|906|63|3|726131.09|636480.07|681305.58
2435830|450|14|3|901420.16|655262.47|778341.31
7957324|1707|67|1|747073.81|390579.94|568826.88
8430106|181|12|3|921426.3|447303.73|684365.02
2128592|1358|32|2|379992.46|312111.99|346052.22
1991655|1159|14|2|475581.9|130316.69|302949.3
1966825|1706|64|1|797816.25|253275.9|525546.07
9053539|100|86|3|688159.17|33184.84|360672.01
5672276|1561|83|2|396545.21|519868.29|458206.75
2323024|1383|67|1|523342.49|25412.75|274377.62
829879|649|67|1|913033.92|875834.9|894434.41
7529354|928|10|1|641407.8|200443.77|420925.79
6792194|685|62|2|691433.83|824986.76|758210.29
1766585|935|8|2|385815.25|177535.01|281675.13
1942342|75|47|3|10591.88|360665.4|185628.64
9624073|988|33|1|882335.79|674510.89|778423.34
3800411|252|78|1|748290.91|684080.17|716185.54
7180919|433|19|1|596467.87|582956.92|589712.4
857879|831|69|3|471948.32|189592.16|330770.24
3681620|232|26|1|680758.55|56297.11|368527.83
5035420|1015|99|3|175877.87|394925.6|285401.73
1242595|515|25|3|806464.45|460093.46|633278.95
2035088|1197|98|3|605298.05|286111.63|445704.84
6289069|847|65|3|787345.61|943067.13|865206.37
7760320|1137|45|3|928195.55|282102.19|605148.87
6273324|1506|17|1|600368.21|675779.65|638073.93
4014984|1637|58|1|312477.52|466264.33|389370.93
8999840|697|99|1|698952.15|317199.58|508075.86
5008559|426|22|3|153793.01|442547.97|298170.49
7531205|758|81|3|391083.06|642626.12|516854.59
3660152|513|57|3|585865.74|351379.67|468622.7
8063854|1296|21|2|53677.61|345321.92|199499.76
3212380|1679|24|2|942275.92|520372.94|731324.43
6905287|87|10|1|713492.46|77840.43|395666.44
7968384|866|36|1|946991.37|10728.44|478859.9
6007833|738|61|2|873799.87|442550.82|658175.34
4758995|1053|96|2|718668.12|792611.67|755639.9
2584430|1389|99|1|516667.16|821726.43|669196.8
6792521|1567|17|1|923979.1|500551.92|712265.51
7493308|77|59|1|357857.45|193752.31|275804.88
2360043|419|70|3|91189.47|439320.68|265255.08
6842537|448|97|2|920513.54|851818.23|886165.89
2751102|1063|40|1|638308.64|476746.95|557527.8
6134858|204|10|1|259970.06|705613.79|482791.93
9139601|419|80|2|897758.09|15807.92|456783.01
8875864|392|64|2|710345.52|438465.66|574405.59
211337|244|23|1|443808.17|834619.21|639213.69
3419817|1109|2|1|94446.71|364574.55|229510.63
9000742|1357|28|1|371889.84|809785.15|590837.49
6991994|1321|73|3|471552.37|602157.41|536854.89
8394309|1180|15|1|335922.16|788097.7|562009.93
8987050|453|1|1|410644.88|43131.5|226888.19
8094394|1246|38|3|252850.84|399569.48|326210.16
8986974|687|76|3|961913.13|654076.11|807994.62
7794820|77|82|2|878374.77|84564.87|481469.82
9169186|1262|92|2|900384.47|945292.41|922838.44
5796640|1567|9|3|842784.11|895035.1|868909.6
2217373|413|86|2|294642.41|246311.11|270476.76
1551896|1562|43|3|492733.77|45213.32|268973.54
1440618|1038|75|2|488353.56|503962.35|496157.95
3975073|425|28|3|35499.27|884194.38|459846.83
3129337|759|42|1|293847.61|379815.31|336831.46
3308292|1254|66|1|221620.72|191726.64|206673.68
1827793|81|1|2|863037.82|235986.93|549512.38
3105891|1490|66|3|766213.05|784337.3|775275.18
5036874|284|97|2|85628.73|131491.18|108559.95
