loan_fact_id|date_id|loan_id|account_id|location_id|currency_id|loan_amount|loan_status
74162|148|3|74|38|2|449523.48|Rejected
93413|1158|43|21|24|3|231129.39|Approved
16305|1656|34|67|40|3|399027.08|Approved
11828|594|1|7|39|1|284464.14|Approved
30223|1155|14|65|47|1|184284.82|Pending
24612|567|31|49|24|1|89388.22|Approved
77728|284|46|88|50|1|160079.65|Pending
87061|531|44|19|25|2|321928.11|Pending
98881|1742|13|35|39|1|74803.35|Approved
55936|902|34|22|12|1|243518.42|Pending
19518|315|28|98|30|3|237582.19|Pending
23770|996|44|12|14|3|67583.44|Rejected
14785|1735|48|5|24|3|385476.87|Rejected
45064|109|39|35|15|2|222767.93|Pending
47357|1602|18|4|42|1|479656.95|Approved
43479|142|34|30|29|3|219647.89|Rejected
86150|1721|1|28|8|1|177774.15|Approved
65534|1810|31|98|1|2|361753.14|Pending
73331|1686|14|2|49|2|309706.75|Pending
54472|71|39|59|46|2|137935.88|Rejected
47880|1089|12|28|45|1|209250.35|Approved
23834|151|49|13|34|1|88947.8|Rejected
58406|976|26|71|29|3|62729.34|Pending
40456|1567|3|60|37|2|61379.49|Pending
50863|310|6|37|33|3|214007.19|Approved
43792|1219|42|7|20|2|48655.19|Approved
54129|855|18|1|36|1|23366.97|Approved
22317|63|9|11|43|3|221688.26|Rejected
58763|900|1|4|42|3|306972.6|Rejected
67475|1774|34|58|23|3|172591.58|Pending
46912|1254|18|97|43|3|215272.89|Approved
81127|1419|1|8|18|2|55518.56|Approved
47304|555|23|61|46|3|123136.13|Rejected
15569|1635|46|26|41|1|465207.18|Pending
16457|1533|3|65|27|1|193579.5|Rejected
65934|1379|28|78|23|1|128552.65|Approved
82738|1659|23|38|41|2|499259.05|Approved
38578|1801|25|69|16|2|317976.05|Pending
32730|949|26|91|49|3|278519.74|Approved
68811|801|30|39|13|2|197424.31|Approved
35736|368|49|33|20|1|122960.94|Pending
41049|1110|37|16|26|1|411593.99|Approved
63504|1253|49|2|22|3|451142.35|Rejected
47143|216|23|14|35|1|173671.53|Rejected
42116|388|27|95|36|1|231298.34|Pending
42392|715|45|48|33|3|457701.18|Pending
96381|211|3|11|2|2|326315.35|Pending
81796|1705|28|23|32|2|175660.83|Approved
3841|1082|13|15|15|1|238437.81|Rejected
21152|69|41|30|47|2|371289.78|Approved
55698|419|17|10|42|3|446313.98|Approved
50892|302|17|12|18|2|376249.58|Pending
71668|386|44|32|4|1|252050.6|Pending
32133|1817|16|37|40|1|394379.12|Rejected
80215|699|24|81|47|2|57653.58|Rejected
61108|71|16|81|30|2|242804.24|Approved
87059|1088|40|29|28|3|160402.16|Approved
80040|1054|25|18|11|3|107588.48|Approved
70764|1371|9|66|7|1|427003.03|Pending
35536|1762|47|89|12|2|6246.95|Rejected
84624|233|13|9|29|3|380463.36|Pending
23566|771|42|74|46|2|184833.31|Rejected
12988|1804|31|10|15|3|478842.94|Rejected
44963|467|36|65|41|1|30668.07|Rejected
44256|1260|40|70|20|1|396975.6|Approved
48276|1694|8|92|20|3|176719.6|Approved
33042|1487|32|82|38|3|207547.86|Rejected
1376|1661|5|85|32|1|346432.07|Approved
27700|632|40|49|14|2|20827.05|Approved
3643|437|22|97|45|2|62984.52|Approved
64894|1270|29|24|42|1|207471.25|Approved
41024|1477|6|30|28|3|146361.32|Pending
27759|1562|45|91|27|2|8951.09|Approved
54558|1116|12|70|22|1|424524.38|Rejected
50245|159|23|80|30|3|100223.2|Pending
63837|760|23|72|7|2|354041.76|Rejected
87486|350|16|64|31|2|440022.68|Rejected
57971|1798|50|66|15|3|498733.45|Rejected
64150|1427|33|55|15|1|383077.3|Approved
62624|385|32|9|4|1|229492.21|Pending
44366|636|41|91|15|2|16536.95|Approved
31429|1041|34|63|9|1|293902.93|Rejected
88073|988|28|55|7|1|36526.91|Pending
73703|817|8|60|16|3|160257.88|Pending
23373|405|26|67|3|2|223859.91|Pending
47044|1410|50|71|13|3|33666.28|Approved
91037|917|45|8|50|3|195153.07|Pending
22267|1153|33|80|35|2|454502.39|Rejected
36201|1454|3|54|3|1|283575.54|Rejected
13359|1620|45|7|28|1|155747.07|Pending
7013|1740|6|86|3|1|323328.75|Pending
67403|467|31|39|48|3|377436.7|Approved
50003|1124|30|45|18|1|190198.71|Approved
28379|636|23|65|49|1|243838.35|Rejected
38826|1438|27|19|17|1|221590.29|Pending
62932|334|12|19|25|3|166752.18|Rejected
29637|1600|2|30|30|2|380784.97|Rejected
2482|602|33|25|33|2|205648.87|Pending
95058|508|34|46|22|1|267546.18|Rejected
61355|1012|22|49|7|2|246276.6|Rejected
48725|1613|33|2|45|2|223488.89|Rejected
52273|342|45|22|36|3|89151.2|Approved
5134|929|50|21|8|1|188049.06|Pending
67375|285|15|67|6|1|377489.75|Rejected
81875|55|8|73|39|2|426778.56|Approved
14327|1325|36|94|23|1|292916.05|Pending
44453|537|22|9|7|3|131336.57|Pending
14472|1251|46|62|31|2|220585.31|Approved
85123|250|47|81|8|3|287142.63|Rejected
45858|31|44|90|47|2|368022.02|Pending
83918|1494|48|99|23|1|84385.22|Approved
34302|1301|48|64|40|3|267018.54|Pending
43803|115|4|56|7|3|183519.5|Rejected
87507|897|4|8|40|2|74528.63|Pending
60480|332|44|51|43|3|285357.51|Approved
99218|1099|7|10|35|1|350782.8|Approved
32318|73|38|56|38|2|154521.64|Approved
10808|35|44|1|29|1|331094.25|Approved
73253|1548|25|28|25|2|412252.33|Rejected
60591|1046|50|48|14|1|341547.32|Rejected
61792|1052|44|81|31|3|289399.87|Rejected
20236|1585|16|42|23|1|214599.13|Pending
12244|1809|48|5|3|3|172825.95|Rejected
74875|1601|46|26|9|2|7917.46|Rejected
28557|1081|23|79|16|2|460238.27|Rejected
63889|780|14|68|36|3|401705.84|Rejected
63886|1578|19|15|1|1|359325.05|Rejected
39239|29|5|79|35|1|277252.58|Rejected
84252|701|5|42|14|3|49108.12|Approved
72094|1697|19|3|8|1|432247.42|Approved
68965|1330|44|1|35|1|496437.38|Approved
11403|380|11|24|32|2|487349.43|Rejected
54165|1617|10|96|42|2|492597.96|Rejected
13730|1643|6|17|28|3|289239.93|Rejected
51405|629|35|29|27|3|342822.83|Pending
99460|152|4|53|42|1|212628.5|Approved
80209|1812|36|66|2|1|339777.0|Pending
98229|1685|16|45|49|2|351857.55|Pending
88607|1596|30|56|27|3|82349.44|Approved
11268|558|45|19|48|2|363446.64|Approved
7738|754|40|16|18|3|295912.23|Pending
22714|1117|20|12|13|2|357860.74|Pending
23801|80|41|78|9|1|81081.13|Rejected
92042|563|50|28|19|2|127278.03|Approved
79006|1814|1|28|3|3|232411.34|Rejected
92342|1548|41|56|19|1|270766.97|Approved
13548|1410|2|75|10|1|369481.06|Pending
67783|736|29|6|49|2|130064.28|Pending
31681|689|49|28|32|2|128450.14|Pending
12025|1079|46|83|5|3|279106.49|Approved
66216|1058|23|61|20|2|460625.44|Approved
26014|762|14|56|26|2|191982.04|Pending
86552|1134|23|100|17|3|49666.29|Rejected
1319|1252|5|6|20|2|263052.55|Approved
93131|1381|46|87|37|2|399163.09|Pending
79706|661|21|27|43|3|301968.72|Pending
75537|1245|39|87|35|2|325508.98|Approved
86994|1543|34|90|24|1|244569.34|Approved
42844|1367|6|59|27|3|480114.83|Rejected
33868|1406|32|100|42|2|287118.55|Rejected
50200|1198|6|21|12|3|197286.44|Pending
14576|1755|8|83|12|3|312292.65|Pending
44713|457|21|20|41|1|43996.93|Rejected
41222|250|30|35|13|2|297192.71|Pending
74356|1663|32|60|8|3|35665.54|Rejected
90849|1792|49|23|9|1|319960.55|Pending
67398|600|49|40|39|3|137579.71|Pending
54380|1190|14|39|28|3|224541.5|Pending
67075|1048|29|21|43|3|297637.14|Pending
9542|1483|5|44|4|3|358700.48|Pending
54372|1363|22|21|26|1|428682.67|Approved
67048|1231|50|94|14|2|56196.53|Pending
8595|1520|21|4|26|3|223433.34|Pending
1710|1410|30|5|50|2|188638.46|Rejected
73050|976|28|100|18|2|28112.27|Rejected
63905|1359|37|19|46|2|429464.57|Approved
70869|201|40|33|21|1|368019.79|Pending
63114|242|32|22|30|3|116866.43|Pending
23089|1411|11|71|13|2|84988.2|Rejected
24285|12|24|10|32|3|213817.44|Pending
15007|120|21|12|1|2|188590.02|Pending
32161|933|38|66|28|3|466992.79|Approved
7105|650|48|26|43|2|158909.88|Pending
68423|646|16|99|22|2|84028.82|Approved
95504|185|40|91|44|1|355412.01|Rejected
14633|1672|47|45|27|1|151107.4|Rejected
18793|941|14|32|31|3|372629.5|Pending
66305|1224|37|56|13|2|372162.88|Pending
18277|531|31|39|10|2|130646.42|Approved
14872|1258|23|65|44|3|130371.6|Approved
16307|194|17|41|48|1|148654.08|Approved
71645|966|42|66|39|1|378553.39|Pending
25076|822|29|36|7|1|165496.46|Approved
46509|1072|41|92|3|1|301572.18|Rejected
19427|1059|19|55|21|1|320570.45|Pending
43790|500|9|23|29|3|54079.55|Rejected
65838|410|48|72|30|2|331759.51|Rejected
81591|1409|45|90|15|1|29637.47|Pending
37019|1134|48|93|26|3|49530.19|Approved
17606|1533|36|23|15|3|366675.91|Rejected
72213|493|36|83|7|2|188638.2|Rejected
89341|1810|50|6|22|3|487312.64|Rejected
83644|1733|9|35|10|1|441330.14|Rejected
47373|1009|10|40|6|2|483973.74|Pending
3716|1565|12|37|36|2|79955.92|Approved
54817|1768|37|33|20|1|337472.94|Pending
9664|8|49|15|35|3|242646.28|Approved
90833|415|1|23|37|1|62865.67|Pending
6384|77|25|72|6|3|474232.17|Rejected
15927|816|38|5|21|3|66534.56|Pending
27252|1573|4|11|26|2|336571.37|Approved
21812|965|46|94|18|3|328756.45|Rejected
16755|1220|45|82|1|1|141296.58|Rejected
87897|846|19|96|26|1|266703.74|Pending
52719|1645|3|98|45|3|82512.4|Rejected
2766|1581|20|49|24|3|349879.17|Pending
69540|1481|29|34|30|3|188188.4|Pending
6569|1206|2|35|35|2|97596.44|Pending
47817|133|48|72|6|1|135740.73|Approved
67952|285|27|80|29|2|110004.77|Pending
47351|502|27|44|29|3|86072.13|Approved
41539|826|3|30|44|1|175666.93|Pending
98628|1666|38|31|32|1|444478.46|Rejected
76107|1752|36|12|24|2|102633.69|Approved
66248|954|11|58|9|3|341376.18|Pending
72627|135|9|51|41|3|453647.21|Approved
70366|1261|36|76|10|3|128605.77|Pending
18472|677|8|92|25|2|396383.12|Rejected
19576|713|19|56|31|3|366122.74|Approved
56200|1148|41|69|5|3|238380.07|Pending
88621|368|21|37|42|1|415761.68|Rejected
87397|1496|33|95|20|1|21854.27|Approved
98368|375|29|48|36|2|67062.48|Rejected
40769|1006|7|19|1|1|108971.05|Approved
92922|286|25|98|38|2|11922.7|Rejected
65355|439|20|44|49|2|315646.6|Rejected
30206|8|38|72|13|2|470157.74|Approved
2554|1396|30|42|9|1|272812.72|Approved
23938|954|18|64|28|2|114292.96|Pending
59890|180|17|11|9|3|472362.16|Pending
49025|981|41|14|38|1|492248.72|Pending
40572|1138|23|8|14|2|140575.11|Pending
73740|1699|31|52|50|1|198418.24|Rejected
88063|702|31|96|1|3|448149.6|Approved
76530|1233|10|97|36|1|160967.54|Pending
74214|753|37|33|21|2|287313.43|Pending
53139|569|50|15|45|3|215322.18|Rejected
55523|1147|43|90|35|2|482893.83|Rejected
74492|715|45|13|16|3|496286.73|Rejected
82960|1751|31|24|5|1|324543.06|Rejected
28815|947|8|65|7|3|273033.66|Rejected
58287|646|25|98|49|1|382598.63|Rejected
56868|1104|37|52|29|3|231626.23|Pending
60315|1080|27|50|12|2|43746.63|Pending
83015|1520|38|100|33|1|272099.99|Pending
90788|590|26|55|8|3|69967.74|Rejected
6430|1098|35|99|16|3|490855.09|Approved
95069|1049|2|3|2|1|293252.62|Pending
18214|155|16|72|49|1|344633.62|Approved
80973|87|24|92|22|3|410640.61|Approved
23329|845|37|57|43|3|61315.58|Rejected
93854|170|26|96|45|2|351718.61|Pending
44816|828|13|31|8|2|322004.75|Approved
67000|1823|4|65|34|2|236903.82|Pending
4973|466|17|35|1|2|292464.87|Pending
32959|458|28|30|29|2|85452.36|Pending
435|1137|30|42|7|3|134021.7|Rejected
14559|1146|11|79|39|2|126151.12|Rejected
46340|1121|11|29|12|2|487110.3|Pending
8583|750|47|22|13|3|50983.72|Rejected
66062|1028|1|68|42|1|142742.55|Pending
16756|215|5|99|38|3|79388.09|Rejected
77534|1623|6|64|47|2|265248.9|Pending
9969|168|1|5|13|3|364629.59|Approved
25114|1633|25|68|35|1|156467.55|Pending
77293|707|26|43|38|3|324884.03|Rejected
16926|515|34|69|36|3|305362.9|Pending
38246|1533|29|89|1|1|163497.76|Pending
82987|1342|36|18|37|2|346563.14|Approved
72773|438|49|90|17|3|291424.95|Rejected
22870|1155|13|74|16|1|496245.74|Approved
50841|1240|22|96|22|2|15108.99|Approved
96185|521|13|37|45|2|186596.5|Rejected
30910|35|5|18|38|1|162881.28|Pending
98023|1500|20|75|27|2|237348.83|Pending
71368|354|17|32|3|2|473469.5|Pending
50773|66|8|93|36|1|197705.69|Rejected
13283|534|5|64|14|3|287835.46|Pending
67991|1741|11|20|11|2|55852.59|Pending
7336|843|11|78|15|1|315250.16|Rejected
97708|386|31|31|39|3|41934.55|Rejected
9028|412|20|83|26|1|209521.45|Pending
11652|1604|35|73|26|1|172861.37|Rejected
23807|516|8|37|4|3|260897.65|Pending
69758|839|2|47|20|1|61140.85|Approved
36970|485|13|68|25|2|378647.62|Rejected
76361|1295|23|54|45|3|86091.1|Pending
80096|1284|2|21|18|3|131206.5|Approved
26625|1730|35|85|21|1|362422.14|Rejected
54440|341|5|93|29|3|220832.42|Rejected
37317|1567|2|73|13|1|324416.09|Approved
83057|1762|2|30|14|1|337972.95|Rejected
32305|447|15|36|39|2|63852.66|Pending
56231|1242|30|96|39|2|57661.17|Pending
71277|1552|23|39|25|1|493499.4|Approved
66660|1457|43|74|48|2|476246.65|Rejected
73492|582|29|20|16|2|263474.38|Rejected
81748|1464|4|19|5|3|243704.47|Rejected
22512|1584|19|56|43|1|134194.79|Pending
93066|62|7|47|5|1|83485.06|Rejected
79423|1180|45|7|26|3|469699.21|Pending
83538|1220|41|44|25|3|184274.83|Pending
95063|254|13|9|34|3|170134.18|Pending
31841|1226|3|90|1|1|275190.1|Rejected
60796|625|30|39|29|2|482343.03|Approved
77664|906|6|38|20|3|218213.4|Approved
20790|824|22|96|9|1|239958.63|Rejected
23614|373|34|87|17|1|410278.66|Rejected
9592|1682|23|87|32|1|240516.76|Rejected
8874|1043|8|6|46|1|124589.93|Approved
48929|750|25|12|30|3|131804.51|Pending
47573|172|8|18|38|1|77175.88|Approved
25661|1057|28|54|46|3|339941.57|Pending
73410|726|24|14|35|1|5293.83|Rejected
35963|619|26|43|18|2|127202.45|Approved
94474|335|34|42|11|2|99604.06|Approved
39071|1711|28|66|10|2|262463.25|Approved
98151|1820|45|19|45|1|229947.07|Rejected
2325|721|35|34|23|1|379942.39|Rejected
69321|387|24|91|39|3|100545.67|Approved
94947|508|14|12|34|1|333018.58|Pending
59981|697|34|50|37|2|224166.2|Approved
78372|1275|23|42|22|1|354961.65|Rejected
68009|1327|12|20|10|1|423125.23|Approved
16164|1346|48|35|22|2|423919.93|Rejected
22169|1468|16|18|38|3|347689.3|Rejected
35605|803|46|39|3|3|189713.89|Approved
11190|1664|49|89|14|1|465446.51|Pending
86557|1802|36|83|13|1|320861.78|Pending
27790|219|4|43|20|1|88000.17|Rejected
96361|628|30|54|39|2|375919.66|Rejected
71489|1319|8|95|32|1|379224.02|Pending
23774|240|5|54|41|1|31039.23|Rejected
29794|1557|22|46|12|3|202988.53|Pending
62872|1497|50|94|2|1|164800.52|Pending
10405|590|20|84|14|3|314166.06|Approved
88987|213|31|8|49|2|90790.45|Pending
78264|1038|20|51|49|1|188485.83|Approved
9515|436|22|81|46|1|444120.12|Rejected
8407|1085|46|65|19|2|158235.48|Approved
17170|412|27|70|15|3|220020.49|Pending
53320|617|39|2|25|2|73364.02|Rejected
16480|1315|33|91|40|3|473019.98|Pending
75792|1812|42|36|23|1|133821.93|Rejected
1051|2|9|77|5|3|396840.37|Rejected
3662|629|15|14|40|1|203778.7|Approved
70382|1454|32|77|41|2|332353.45|Rejected
76440|1466|35|27|33|3|216968.02|Pending
58478|778|27|3|2|2|67462.16|Approved
92729|1306|10|86|31|2|411568.99|Rejected
8488|1296|35|65|18|1|247241.07|Pending
23987|205|43|70|16|1|98543.4|Pending
89551|581|17|37|2|1|79712.59|Pending
90768|1757|15|64|19|1|309329.64|Pending
12833|1679|31|74|6|3|370502.48|Approved
12717|1667|35|76|24|3|363877.05|Approved
43764|319|15|72|18|2|234169.27|Rejected
67995|507|34|30|24|2|280895.27|Rejected
94091|232|9|51|13|3|310610.87|Rejected
9115|878|18|30|47|2|393452.66|Approved
25435|1523|24|100|49|2|94536.83|Pending
45499|453|16|65|7|1|404295.34|Pending
56034|200|32|12|3|1|151077.87|Pending
51338|128|49|35|33|3|471993.7|Approved
23634|1066|23|79|48|3|78761.28|Approved
60965|170|7|31|26|2|368636.33|Rejected
18304|626|20|24|12|1|323734.02|Rejected
42130|649|32|70|27|2|434923.91|Approved
95558|418|33|42|14|2|131008.95|Pending
17142|244|42|41|16|1|77710.61|Rejected
66667|445|29|89|50|2|167389.49|Pending
5577|1821|23|87|47|3|34283.47|Rejected
27278|172|15|88|47|1|71959.69|Pending
64088|1232|36|68|34|1|26997.84|Rejected
54663|757|11|44|36|3|151382.5|Rejected
61805|267|27|67|41|2|309040.81|Pending
90219|1087|12|57|22|2|72191.12|Pending
97449|1444|1|95|46|1|493062.92|Approved
39286|1200|41|4|27|2|440355.08|Approved
34972|1791|37|35|45|3|106738.63|Pending
54171|236|50|16|48|1|397036.68|Approved
86964|1076|26|14|45|2|17852.56|Pending
14911|12|45|8|34|2|10338.56|Pending
76988|129|47|5|20|2|246108.05|Rejected
64155|1213|10|97|19|1|124020.6|Pending
4006|48|15|51|1|2|128699.89|Rejected
12969|743|35|1|16|3|373231.83|Approved
96328|406|19|44|6|1|258216.92|Approved
93234|67|28|65|31|1|14339.79|Rejected
30846|1398|20|2|7|1|15020.52|Rejected
35313|1457|12|72|19|2|293152.22|Approved
10134|158|19|17|20|1|117449.63|Approved
52458|726|15|47|1|1|199968.13|Approved
27720|896|43|64|37|3|21762.04|Approved
40574|218|32|94|16|2|192750.18|Rejected
498|363|31|34|47|3|163703.3|Pending
81785|1088|39|30|6|2|385344.61|Approved
19043|1356|5|32|30|1|356401.64|Pending
12629|1273|17|81|11|2|295162.87|Pending
12464|635|29|16|40|1|471875.31|Rejected
30786|558|21|52|33|1|131528.96|Pending
81303|309|34|58|28|1|244214.86|Rejected
2616|34|49|41|24|1|199742.46|Approved
46296|110|19|49|50|3|373536.88|Pending
61578|695|41|12|19|1|176826.05|Rejected
84244|354|37|34|41|3|192529.27|Pending
34199|1063|48|24|33|1|79956.26|Rejected
58527|1457|5|37|35|1|168168.28|Approved
37287|1768|22|72|37|2|157884.55|Rejected
45105|1167|4|57|31|3|296013.81|Pending
99860|945|38|13|6|1|336488.87|Rejected
45164|340|13|77|33|3|374611.34|Rejected
82351|879|23|19|21|3|198253.89|Rejected
60843|423|14|17|32|3|454310.68|Rejected
15465|1116|33|16|36|2|19878.25|Pending
61965|375|32|77|29|2|344726.21|Pending
81317|477|40|100|45|1|39473.89|Approved
59219|608|43|16|44|2|78799.68|Rejected
79903|633|10|44|5|3|240602.53|Rejected
29951|439|10|52|13|1|34723.81|Pending
26136|807|36|87|31|3|323091.85|Pending
93748|1389|34|4|30|3|157986.1|Approved
69981|18|21|4|3|2|40481.95|Pending
23459|1406|24|71|35|3|157562.26|Rejected
17261|464|14|43|26|2|383358.56|Rejected
39971|505|45|71|24|1|443373.07|Rejected
16344|529|36|44|4|2|474255.78|Rejected
27134|671|23|63|27|2|380418.77|Rejected
9867|464|3|72|18|3|280168.44|Rejected
81650|1077|22|25|14|2|374062.41|Pending
38587|394|7|33|25|1|187180.8|Rejected
29970|1583|35|22|50|1|346852.15|Approved
49760|547|31|85|8|3|361488.02|Rejected
28904|314|1|64|11|2|368482.44|Rejected
53545|1160|48|7|31|2|186352.82|Approved
90338|590|22|87|18|3|398074.98|Approved
40317|936|4|97|11|3|38968.03|Pending
40525|1202|3|21|13|1|465609.81|Pending
99365|836|23|35|25|1|418108.73|Rejected
73293|424|16|56|27|2|233166.23|Approved
36644|154|50|32|49|3|216087.95|Rejected
8912|1164|41|85|8|3|468859.9|Rejected
62880|858|44|59|45|3|89602.39|Approved
8920|96|7|13|38|2|25057.35|Pending
93901|627|8|62|6|2|17549.27|Rejected
25228|1014|33|24|42|1|173551.59|Rejected
79703|488|6|37|26|1|27571.5|Rejected
16924|50|27|9|49|1|8703.45|Approved
98893|1440|1|70|2|2|180085.86|Rejected
13001|82|38|53|26|3|102678.52|Rejected
87271|432|12|76|1|1|96462.82|Pending
64008|43|42|71|45|1|45418.65|Rejected
53392|521|27|89|38|1|138960.09|Pending
20420|842|20|52|41|2|403514.39|Rejected
53258|311|31|47|18|3|136345.25|Rejected
96665|145|12|11|10|3|226039.69|Rejected
37584|755|16|88|20|3|416145.65|Approved
68165|1018|44|14|24|3|235381.88|Approved
20031|337|39|8|43|1|14315.57|Pending
96349|1643|44|91|45|2|453170.6|Rejected
64716|1295|24|71|34|3|73535.13|Rejected
49063|452|41|60|48|2|416009.35|Pending
11783|68|24|62|2|2|19113.28|Approved
30226|939|43|99|41|2|63494.07|Rejected
99894|1221|14|42|43|3|491020.53|Pending
12316|1642|36|24|21|2|81767.96|Approved
59973|792|1|48|44|3|336137.77|Pending
11710|117|25|38|44|2|466104.7|Rejected
2970|47|19|1|25|2|102255.79|Approved
32609|1690|32|44|47|3|494941.83|Pending
28240|1532|24|80|36|2|220576.27|Approved
72904|1367|41|30|23|1|346931.94|Pending
51808|864|10|77|26|2|247486.33|Pending
73993|156|4|41|16|2|365821.26|Pending
48006|1524|14|12|25|3|342406.37|Pending
78975|553|9|24|10|3|25486.02|Pending
94895|1378|4|29|35|3|324945.27|Rejected
22754|158|16|71|14|3|16748.71|Approved
32405|1813|6|51|44|1|184294.71|Rejected
66585|957|5|93|34|3|438663.93|Approved
96727|1002|41|10|47|2|381484.06|Rejected
15001|1238|42|19|36|1|180475.05|Approved
96565|113|32|1|18|3|139611.8|Pending
38670|1217|28|30|34|2|161640.02|Approved
27034|1679|43|44|6|3|114421.65|Pending
25612|12|30|67|50|2|245615.86|Rejected
35957|874|2|57|24|2|489260.29|Pending
51079|1153|36|59|33|1|415440.5|Pending
66188|889|45|97|14|2|193582.74|Approved
85831|1252|12|34|30|2|74732.55|Pending
21696|33|44|91|5|2|300310.22|Approved
41915|1784|47|29|4|3|421759.73|Rejected
30160|101|44|61|31|2|106741.99|Pending
92478|761|8|23|19|3|175708.58|Approved
97370|1804|36|79|24|2|211695.79|Approved
19762|1070|17|76|37|1|135916.7|Rejected
34550|1639|31|43|26|2|299930.56|Rejected
51211|958|20|82|42|1|357859.62|Rejected
94577|162|25|53|47|1|136394.15|Rejected
91208|16|40|95|40|1|329960.38|Pending
518|1690|3|71|36|3|233524.95|Rejected
97818|65|18|25|50|3|18770.84|Pending
8803|1648|41|90|48|2|423755.63|Rejected
85978|1464|8|83|10|3|311692.86|Approved
83422|1308|2|98|37|2|200379.4|Approved
37283|1248|36|100|48|3|68778.83|Rejected
34494|1401|8|47|20|3|138751.71|Approved
95753|581|46|28|25|3|163523.51|Rejected
51280|1097|2|74|12|3|108847.4|Pending
29312|1799|45|31|31|3|279713.71|Approved
18598|818|36|55|4|3|362677.18|Approved
89110|355|38|3|4|3|247877.58|Approved
72023|1452|15|74|13|3|466303.78|Rejected
92692|1141|29|91|26|3|23889.89|Rejected
50192|68|19|22|42|3|270071.85|Pending
96269|959|29|49|43|3|405190.2|Rejected
57246|1062|44|93|16|1|286371.03|Rejected
80845|492|33|53|30|1|275627.46|Pending
90016|829|49|12|50|1|43103.29|Pending
71311|375|4|64|22|1|429332.33|Rejected
94166|285|33|30|38|2|187479.54|Approved
23859|1016|43|70|39|1|206835.07|Rejected
45045|23|22|76|16|1|29202.77|Approved
37895|1211|22|96|37|1|208798.82|Pending
30414|1719|25|2|5|2|413762.63|Rejected
20250|608|26|65|48|1|292437.51|Approved
46247|1325|7|5|21|2|475174.25|Approved
86714|948|14|89|33|1|327602.85|Approved
75937|1288|28|28|2|2|162255.86|Approved
57001|204|46|26|45|2|476603.58|Approved
85457|1554|27|90|3|2|350630.44|Rejected
54953|930|48|1|45|3|79218.5|Approved
59815|1582|35|10|10|1|147900.25|Rejected
87336|1173|22|50|17|3|328326.6|Pending
61312|473|45|37|32|1|297285.39|Approved
76026|1740|49|69|36|2|34599.65|Approved
8907|536|9|99|14|1|403043.96|Pending
6669|1251|37|48|49|2|14907.24|Rejected
15023|1487|39|84|37|2|403278.63|Pending
50137|555|18|27|16|1|485365.86|Approved
3487|1228|17|32|5|3|314852.52|Rejected
57533|608|42|58|3|2|26291.06|Rejected
78874|973|45|95|21|1|41808.31|Approved
66864|1001|45|46|40|2|323019.67|Pending
3289|8|31|19|25|1|354867.64|Approved
983|1766|12|24|35|3|466615.99|Pending
75984|1579|9|67|45|1|165398.59|Pending
8915|1083|28|62|34|3|393849.21|Approved
53920|1556|31|32|7|3|15976.55|Rejected
3341|763|50|62|46|2|76934.8|Pending
