investment_id|date_id|investment_type_id|account_id|location_id|currency_id|investment_amount|investment_return
4362|1121|4|18|17|1|806385.88|-606.22
65796|661|3|87|13|1|751751.3|13087.73
76869|1432|4|88|10|1|855540.97|-2764.18
96813|278|4|85|16|1|178031.55|2991.46
62717|1387|3|79|36|3|999434.41|6407.73
51481|1216|3|37|2|1|888538.21|14296.35
62525|79|5|13|28|1|242750.33|12506.9
58670|1343|5|26|26|2|980090.58|14361.54
42444|908|3|54|44|2|865414.28|12707.68
57378|272|4|94|32|3|525588.26|-2813.07
21932|375|4|67|38|3|348419.14|11161.1
68057|1543|5|71|50|2|385856.27|9947.88
87093|1219|1|72|25|3|790191.26|6132.42
69707|550|2|11|49|3|964020.98|-295.14
18911|432|3|68|28|3|579799.11|10249.9
32747|1334|2|36|20|1|804184.33|2528.71
55442|1209|2|51|26|3|361220.35|2149.56
9878|126|5|100|31|3|990078.41|12677.29
16274|562|1|64|39|3|290007.32|8133.93
22642|280|2|50|4|1|898420.54|14847.18
20087|1686|3|65|14|3|295515.26|6244.66
45726|806|5|60|9|2|551202.62|-3929.39
9947|71|5|84|32|2|742385.81|-2346.45
57229|1446|5|73|26|1|345101.97|13391.82
65465|1491|5|98|47|3|530080.5|5628.12
24223|1158|3|95|10|2|238924.79|-2445.26
24705|446|2|15|24|3|537703.53|-1132.1
71578|1150|3|77|39|2|64653.85|10430.85
61599|1656|1|88|13|2|775934.98|995.47
37388|886|4|59|28|1|40233.75|13824.46
82149|316|1|14|26|3|768375.88|12808.59
98157|1565|1|43|32|2|183618.54|219.32
73787|1060|1|28|10|3|40780.4|-1057.53
55691|1006|3|70|28|2|100242.09|-4872.19
31460|269|4|71|33|1|963843.49|4803.58
3039|13|3|55|8|2|323273.5|8221.68
19446|1739|4|56|20|2|683775.46|-3356.94
27667|1776|2|59|21|3|92743.49|9958.17
84113|397|1|6|13|3|258962.52|9066.4
87422|1708|5|81|9|1|351946.05|-4713.8
18384|361|1|6|5|2|780946.98|6672.56
49788|465|1|54|12|3|494022.43|1567.42
42456|919|5|96|42|3|849680.39|14495.13
5958|1124|1|82|26|1|339847.9|5821.84
90154|770|5|12|22|3|784906.4|-470.32
50503|933|3|46|1|3|821157.82|10765.63
82081|1002|2|80|28|2|105147.26|3306.48
79264|868|5|64|37|1|750453.77|5463.73
47191|191|4|34|1|2|11057.06|12943.43
318|31|4|36|47|1|682500.43|11372.14
69523|1004|2|2|12|1|36639.0|-1020.44
12747|945|3|59|32|2|540302.96|6082.77
77279|102|4|12|47|2|82847.7|1085.11
56924|1443|5|40|8|3|159568.75|2588.35
7425|1573|4|91|43|2|408651.75|-1357.26
56230|793|5|74|8|2|358009.37|14714.16
7224|829|4|15|26|3|683385.54|4550.62
14093|1451|3|98|22|2|620329.74|12094.46
91642|1570|1|37|19|3|194710.35|-4288.02
24990|493|1|32|26|3|141283.93|1057.96
55102|323|5|46|14|3|429728.11|320.63
91767|330|3|27|12|3|765360.56|13839.19
58079|281|2|38|22|2|960462.97|14206.57
11609|1583|4|26|8|3|464012.41|12543.71
39234|303|2|49|3|3|414123.02|116.41
62400|396|1|50|14|3|848248.68|1055.94
47898|42|4|28|48|2|314604.22|8272.63
97657|1802|3|56|5|3|947252.4|-2495.39
55676|1326|4|94|45|1|810119.65|444.42
22050|1394|2|19|39|2|528797.52|-4563.5
53833|713|1|48|14|3|249544.64|8713.98
47045|1192|3|68|27|3|109825.23|-12.8
41659|1701|2|3|21|1|396848.47|9280.91
21162|1189|1|32|46|1|970641.95|12104.06
94405|1660|3|82|1|2|245531.43|12826.35
2364|869|3|78|40|1|719648.43|-2637.37
45581|183|3|31|40|3|185776.69|10886.23
22438|834|5|52|29|1|399312.05|505.31
25773|1094|5|9|50|1|457136.24|10955.91
32219|354|4|45|50|1|769693.35|5701.7
27236|739|2|68|2|1|269780.84|7130.5
81955|50|5|2|28|1|251539.08|-4311.85
36710|1815|3|24|36|2|918918.29|7845.78
24301|55|5|91|18|2|49481.73|10265.36
33440|1415|4|65|23|3|511526.74|-1102.09
86962|204|1|3|24|3|274993.72|6060.65
43442|1093|2|76|30|3|778028.52|7148.42
49353|592|1|26|47|3|441506.85|12625.94
46906|410|1|27|11|3|770345.47|4166.19
30405|1368|3|1|13|2|872971.75|14876.02
57063|1367|4|20|9|3|620187.47|860.53
77954|1537|5|10|39|1|845857.66|8446.09
24171|305|1|40|26|1|792503.9|-3541.33
15618|715|5|3|37|1|465775.79|4037.43
44680|167|4|42|45|3|544898.29|2965.2
62417|960|3|40|30|1|867650.86|3309.67
39138|361|4|87|36|2|388387.72|-1230.4
66599|1516|4|6|36|1|961348.94|13317.37
33660|13|2|96|46|1|368984.04|7302.43
34902|334|5|35|38|3|698811.79|899.17
75615|636|2|87|43|2|227760.75|-4398.3
76619|368|4|25|43|1|292895.18|-981.05
20822|815|5|72|42|2|149860.06|-784.26
24463|1218|1|93|37|3|265083.95|11481.79
62961|90|5|82|47|1|858109.83|11005.31
81655|1362|2|95|2|3|788826.14|7483.9
55043|928|5|47|42|2|183223.66|9810.2
36693|92|5|29|7|3|654469.8|13561.38
46881|908|3|81|31|3|172985.09|5668.04
21449|1284|3|100|43|2|965138.77|4491.26
92223|1131|3|99|41|1|587382.97|6689.14
32689|822|1|86|13|1|528987.33|14083.76
28323|504|1|23|17|1|458934.25|1502.39
17982|792|3|8|45|3|147835.47|9635.72
24349|1386|4|80|18|2|514253.59|10470.39
41371|621|4|55|49|2|857173.08|5809.2
75743|140|1|84|37|3|367360.93|7597.58
89853|986|1|37|32|1|493271.95|2188.36
95399|1681|2|20|16|2|274111.57|1692.64
32934|373|1|79|23|3|978059.45|8491.26
84675|1277|2|72|13|1|108180.43|11841.44
3259|1496|5|91|1|1|767134.56|14665.93
53918|1066|4|4|7|1|187479.65|10489.77
35534|1299|4|35|32|2|557516.66|10419.37
80472|1184|4|91|18|1|253090.78|9785.32
73956|341|5|8|44|1|397911.39|9673.37
32424|705|2|70|35|1|794783.41|56.04
90328|1642|3|7|44|3|448425.23|-2596.01
61773|563|1|63|33|1|646956.8|206.87
79959|399|1|14|13|3|631499.06|-3813.9
28752|1281|4|99|25|2|391458.5|12485.36
96636|207|3|95|43|1|300512.0|-2295.67
72862|95|1|58|24|3|269582.06|11134.79
85491|820|3|80|10|1|285554.91|1830.71
50926|382|2|18|1|1|614088.0|-4471.72
1618|738|4|17|6|1|897062.51|11308.53
44504|575|5|44|46|1|832843.15|9959.91
96439|1701|1|43|17|3|190433.34|14004.73
45797|1131|4|36|1|3|863075.26|13198.33
70625|88|4|93|5|3|375489.69|13360.69
32925|428|4|54|5|2|417009.0|12719.35
19251|545|2|45|38|1|186043.23|5756.56
34008|619|2|70|11|1|481713.62|6702.16
98|774|1|64|23|1|498666.2|-4416.43
22402|326|5|40|16|2|203673.29|-1700.72
2786|829|4|98|48|1|649762.14|14169.27
17901|1358|3|72|43|3|529739.19|144.1
76855|1272|3|30|9|2|845708.69|10950.21
99706|715|3|21|46|3|734616.07|1709.58
30300|1137|3|62|28|1|28125.07|8387.16
82220|490|2|35|18|1|578305.18|2988.38
37075|526|3|27|24|3|362014.16|14519.93
29894|1295|5|58|14|3|656701.39|14002.23
31937|608|5|51|23|1|140397.5|5117.38
46596|278|3|18|44|3|802576.73|-4435.92
93682|1531|2|75|42|1|979553.04|2631.91
9771|118|2|26|3|3|497780.58|11020.84
47595|1531|3|41|31|2|278996.44|8882.42
82111|29|4|77|27|3|485337.8|11197.74
91213|1465|3|4|37|3|625697.6|12266.54
20038|1008|2|13|46|1|648291.86|-682.39
77136|51|1|14|9|2|677384.57|8698.86
43483|125|2|77|42|3|907100.1|11066.09
45417|950|1|38|49|1|931473.7|-3759.29
87303|1629|2|81|11|2|130879.2|13159.94
22843|623|4|44|27|2|716239.29|-2834.4
89903|451|4|28|35|3|340577.85|10628.72
56887|51|3|16|5|1|550654.16|-3638.54
34391|50|5|84|24|3|866618.62|-1389.77
92805|762|4|16|4|3|212304.24|1784.18
77617|35|2|83|6|1|267778.97|11034.77
19228|284|1|33|25|3|214921.76|13584.87
67390|1530|2|10|23|3|673241.53|12949.27
4445|414|3|70|15|3|593036.49|12423.6
33768|1629|4|5|35|1|397198.61|7263.53
85898|1113|3|89|7|3|700735.85|10372.01
72191|1489|1|46|37|3|920346.79|-1214.93
58922|475|4|48|11|1|769539.69|7981.89
35710|1635|3|9|32|3|259754.92|14386.14
36353|1752|2|28|2|1|989872.44|9077.87
5864|1191|4|88|42|1|129029.53|12845.38
40480|963|2|59|36|3|586976.75|10967.03
71303|20|2|24|49|2|922746.16|9454.11
31562|312|1|56|26|1|347870.61|8226.5
20995|1120|1|46|48|1|757217.99|11108.55
64647|224|4|78|47|2|294463.89|187.43
56165|1620|3|48|23|2|992237.89|2440.57
96978|765|2|87|27|3|524576.78|242.73
99455|1243|2|49|45|2|371020.25|12271.81
24458|564|2|11|48|2|597913.02|13658.92
77178|1062|5|56|46|2|571845.56|-4392.37
12906|98|3|70|33|1|383229.53|1034.94
10278|1563|1|9|9|2|727435.17|8470.18
9989|331|1|89|14|2|646780.6|4998.19
1252|1582|3|3|30|1|335726.87|5060.32
21533|977|5|96|23|1|961125.29|1099.2
31903|1184|2|73|44|1|241537.68|-3831.4
89873|707|4|39|22|2|344228.22|2522.68
76050|343|3|23|4|3|314873.43|1149.77
57751|1255|4|49|45|2|807794.23|6880.47
97534|1470|5|16|22|2|324695.56|3312.9
42449|1460|2|62|24|3|243583.65|11397.19
95512|899|1|85|21|2|290325.09|-2601.28
96924|1123|5|93|43|1|389870.53|6107.19
67709|1620|2|45|39|1|644305.13|3825.17
80981|837|2|96|46|3|456638.04|5499.96
57909|621|2|78|41|1|50015.46|6557.1
88894|839|2|23|34|1|787911.35|7121.89
66224|898|2|9|1|3|932628.29|-3626.48
21958|1511|1|28|24|2|729314.97|11653.4
38609|1362|1|13|21|1|734327.41|13867.88
63439|641|1|83|6|2|328378.58|10977.39
47232|197|2|44|36|3|713289.83|10904.14
66043|1275|5|36|42|3|260185.13|3112.38
98354|1715|1|41|36|3|81520.49|13101.39
46651|470|1|18|19|1|814231.97|7012.44
10197|1356|2|57|36|3|80269.51|7129.16
44807|1166|4|92|21|2|991508.97|4769.74
5393|916|1|12|26|3|704203.53|4239.8
1602|1076|1|74|14|3|831119.58|-2190.82
74494|646|2|45|48|3|478807.07|11329.28
32018|1603|2|74|30|1|599942.94|8695.07
79720|375|1|44|8|3|138182.67|2635.92
19167|821|4|78|4|3|166469.84|-4711.01
523|742|1|38|35|1|539481.54|-2898.01
57980|1754|1|52|31|2|269692.91|-991.2
63231|120|2|71|16|2|121252.97|-3645.1
8330|1200|3|99|23|1|497249.62|11664.52
23568|200|1|72|21|3|465367.27|7224.87
32843|1347|3|75|17|1|715289.32|3698.93
61910|102|2|59|30|1|959963.06|12787.26
29776|259|4|92|28|1|195305.3|4602.07
88237|470|3|48|48|2|481734.17|10721.35
66290|1461|4|28|46|3|621897.65|-4840.26
62555|1307|1|90|48|3|12272.95|-80.12
5325|330|4|44|41|2|297020.48|2894.07
30661|824|2|49|13|1|166227.99|7804.24
40552|198|3|94|45|1|267178.21|6312.34
12492|1781|1|22|12|3|199181.26|7530.35
50161|992|2|38|41|3|921328.06|-1748.07
98117|843|1|51|21|3|56673.39|266.72
5858|1803|2|57|26|1|6841.18|-1988.96
71130|437|2|6|43|1|755978.71|9010.01
97753|281|5|3|35|1|609078.72|7013.09
8127|999|1|64|31|1|10972.91|4027.67
56539|717|2|81|42|3|121322.07|10850.27
10866|1468|2|14|33|1|946728.42|8724.75
32851|1316|3|58|8|3|285546.08|4966.37
14535|837|2|100|43|2|330964.54|3331.77
25289|1330|1|1|29|3|191608.19|13579.44
25763|309|2|22|39|2|442317.54|9924.99
16494|167|1|21|34|2|842913.71|9142.49
1991|887|1|65|14|3|502285.62|-2224.18
23761|383|5|47|14|2|32971.87|8491.12
92008|1651|4|81|18|3|616461.76|11251.33
56854|1562|4|55|9|2|309121.93|9899.02
43617|1737|1|74|43|2|36536.57|2291.0
80156|198|1|58|39|3|916549.79|-1846.4
35632|768|5|1|13|3|412198.24|6522.26
91255|824|2|62|30|2|999630.06|-3645.03
27627|505|3|70|49|3|58666.97|10368.86
53636|1752|3|80|20|3|153225.72|101.22
82813|159|1|29|39|1|108613.27|3162.49
61556|1245|2|98|1|2|182116.09|-2350.73
62182|1066|1|51|7|1|278612.75|13432.84
91188|1732|4|41|48|3|635297.74|10598.69
99641|1806|2|19|11|3|595391.04|-4146.32
2866|504|1|48|27|3|626147.71|11151.91
83898|640|3|24|1|2|663717.79|11941.37
74850|332|4|20|30|2|635826.67|1461.54
28002|1737|5|76|27|2|702712.18|1900.24
99635|572|1|31|26|2|237250.04|8136.05
56943|761|1|3|3|2|56715.84|9580.85
81434|352|1|88|5|3|985111.19|9401.82
81477|1148|4|74|5|1|494320.3|8877.91
72120|1117|1|16|47|3|60240.04|12100.28
60176|1248|3|96|16|3|219021.52|11671.94
66600|400|4|43|37|2|985898.57|-4982.53
70792|1612|5|16|50|3|569696.69|10907.04
84064|1734|4|48|19|3|522532.79|30.84
96511|261|1|16|2|2|66123.17|-3486.12
89324|317|5|66|20|2|335537.56|1201.71
55346|883|5|30|26|2|671846.43|9845.67
77618|513|1|47|42|1|176005.34|6796.63
72893|1279|3|60|14|3|88114.74|876.7
74988|1036|4|2|34|3|968566.52|7957.65
34073|1359|1|54|38|2|644457.74|-3171.71
77448|1617|5|17|10|2|652374.86|14632.51
75109|844|5|50|22|2|122468.58|8204.71
95089|1043|1|26|30|1|9929.44|11501.42
4091|1082|1|15|19|1|174183.23|7890.67
24319|562|5|17|31|1|882182.87|1154.35
23383|1327|3|78|35|2|437940.13|13128.77
84368|1004|4|7|14|1|418161.42|7203.18
480|1636|2|67|48|1|699369.24|-4547.81
49966|10|5|42|30|3|334793.46|7191.53
6456|1256|1|54|8|2|580144.54|790.67
29785|152|4|78|11|3|882838.18|4292.11
61070|579|3|27|39|1|245168.75|-1578.17
85701|1294|4|21|11|1|876952.88|14465.78
75313|621|3|91|39|2|569243.0|13618.13
66765|626|3|8|48|3|314011.1|7655.64
55980|807|5|27|45|3|893967.57|5652.16
61568|806|5|49|48|3|869419.93|2485.99
7471|908|3|35|31|3|38196.61|-2689.05
79700|541|3|78|30|2|305443.9|7554.61
32081|823|5|23|36|3|417525.31|10075.96
67258|1313|2|29|23|2|36340.74|3856.52
40571|627|4|98|43|3|51707.62|5611.11
14156|1776|3|84|27|3|984919.03|9170.67
73279|341|5|92|6|2|494406.47|10264.47
77623|985|2|64|37|1|547780.87|-4584.31
80543|1473|2|3|24|2|26013.4|-3583.65
78959|1015|1|27|43|2|560652.52|-2108.09
60765|889|4|5|5|2|664106.05|-4969.82
21473|849|3|37|44|2|75630.92|1267.52
2525|313|5|80|49|2|286059.7|239.56
57527|986|3|13|50|3|444597.69|4780.0
35854|1204|2|73|39|3|786318.49|3511.55
76798|650|1|53|5|1|696255.65|-4074.0
46664|1695|2|76|28|2|374451.23|9321.54
79583|538|3|70|3|1|463499.21|11322.53
59162|1213|3|23|38|2|874422.75|6112.36
76488|1490|4|82|6|3|156735.71|8415.99
82668|525|2|48|11|2|675006.05|1654.46
46797|355|3|91|16|1|661667.18|5353.48
40944|1749|2|39|44|3|296853.51|-3356.89
78150|769|4|66|16|3|539782.15|3248.84
59183|119|2|81|48|3|675315.85|6707.22
20796|126|3|77|42|2|881995.09|688.32
29411|241|2|91|50|1|353581.46|3291.54
73386|1256|5|40|38|1|869324.76|4807.33
68918|437|5|33|14|3|253629.23|-4481.52
28766|1428|1|90|18|3|930505.13|2807.81
12992|1141|1|64|13|3|836502.44|9537.95
49638|122|1|30|21|1|686125.04|-1380.54
28858|1109|5|91|32|1|365764.89|-1537.86
64472|971|4|87|7|2|978392.27|-3915.98
78315|483|3|11|29|1|327866.95|-4613.64
16374|994|2|82|20|1|762450.19|5388.43
36332|159|4|92|42|2|438513.55|8726.13
98128|543|4|13|27|3|17953.71|12897.62
11571|1179|3|5|18|2|177263.37|2465.75
61822|844|2|36|50|1|20849.99|-1054.44
94396|703|1|24|38|1|642901.25|3810.9
47934|1032|2|22|28|2|633957.57|625.14
95071|1306|1|86|46|2|424666.09|12253.51
671|1588|4|50|9|2|296203.22|12168.65
38062|1593|4|35|30|3|475863.35|-3692.62
59702|1277|1|16|8|1|589501.91|3041.81
71350|969|3|97|42|1|276182.54|-3694.95
89216|544|2|50|7|3|632434.85|7100.6
7272|836|3|23|48|2|687001.05|7687.32
36945|1138|3|43|11|1|943657.17|-973.07
40061|916|4|12|3|3|727988.09|670.75
66452|1464|2|12|20|3|933078.01|9677.74
76562|1273|4|37|36|1|373806.71|10639.88
76974|1257|1|12|4|3|70872.76|8043.71
39398|688|3|27|22|1|284199.52|11156.79
18587|1226|3|28|17|3|710611.33|14037.8
79651|1616|1|73|11|1|469744.36|6008.75
85242|4|1|43|35|3|139068.69|134.81
81057|466|2|49|7|2|586905.81|11987.57
38844|666|4|42|12|2|80960.33|12444.92
37964|1540|1|56|10|3|825248.33|8697.53
91771|1019|3|61|36|1|820539.8|4291.07
62896|1313|4|37|8|1|21430.83|3421.63
61786|580|4|76|36|3|699740.84|165.56
17973|1484|5|58|12|3|570427.01|-2338.28
23486|1690|2|57|15|1|295140.91|-3275.3
85434|1537|5|79|44|3|79915.97|-4307.46
9053|575|1|50|7|1|26627.71|5340.47
72101|653|5|27|49|3|187004.81|-993.93
21073|1316|4|23|28|3|55391.24|12219.97
12402|688|4|71|47|3|145993.63|10239.02
43788|609|4|43|45|2|271592.59|3066.61
64412|620|4|94|23|1|643184.61|-1866.38
718|713|1|64|1|1|762268.74|2764.51
64509|1510|2|36|45|1|631100.56|-1117.31
78627|212|1|100|27|3|27128.58|-3579.13
53269|1525|1|81|38|1|875432.45|11682.97
95279|438|5|40|42|2|241926.86|2107.54
53450|978|3|52|1|1|577843.73|490.92
30171|639|4|71|4|2|828773.89|14256.8
52777|769|4|78|11|3|139021.15|8489.26
88979|400|1|56|1|1|431430.79|11301.97
74194|219|2|74|47|2|966996.53|10385.43
67822|988|3|73|48|2|366605.15|13898.49
42783|1449|2|60|1|1|441510.4|5276.55
15478|1314|4|53|41|1|642908.29|928.92
42905|1778|3|57|15|3|982467.01|329.58
80256|359|1|17|1|3|233489.69|9211.59
46502|1586|1|88|32|3|763740.01|14545.55
32047|1359|5|23|13|1|133563.51|4862.59
7630|1536|3|58|9|2|287446.35|-1211.43
40675|1111|2|49|32|3|718841.36|859.96
33533|1715|3|18|29|1|114982.42|3282.33
87115|749|5|41|6|2|113569.42|7529.94
88597|1235|2|6|16|1|410902.49|-3375.83
37176|785|2|34|46|2|871222.41|2991.16
27039|280|5|45|16|3|147966.19|-3200.45
69271|39|5|19|9|2|416600.0|11204.35
52024|74|2|13|12|3|110139.21|344.45
90771|1531|4|26|44|1|266702.11|6745.29
37855|1398|4|38|6|1|371383.88|-1897.3
35559|915|3|56|16|1|743367.78|-3653.31
75753|742|1|45|46|2|648832.59|13890.96
51457|873|5|54|40|2|267628.14|9686.89
36678|1206|2|3|13|3|147348.53|-1012.4
23129|1416|4|38|14|1|869915.54|2531.88
7817|1378|1|1|43|2|817580.23|13154.18
31507|1735|5|96|48|1|142440.94|11073.8
65848|742|5|83|48|3|4298.67|-33.2
22471|162|5|39|13|2|903622.62|-2388.64
70052|758|4|75|48|3|862389.64|11351.27
73974|819|2|33|19|2|159299.9|-2183.42
83128|518|5|38|49|3|676676.58|1389.09
23991|1615|5|95|22|3|8861.57|-4855.43
66548|249|3|69|4|3|295114.74|1449.47
51135|1764|5|60|18|3|29732.12|13668.08
69057|1489|5|14|33|3|620072.37|5253.35
39920|966|4|69|49|3|28668.45|10798.4
23862|1599|4|48|28|3|554507.06|2791.53
65010|1351|4|42|27|2|953215.13|12606.67
12105|659|5|76|24|2|983120.79|9905.94
90652|1062|4|13|35|1|569150.67|7629.6
12379|497|1|11|9|3|226559.43|9689.21
53609|1083|4|89|28|3|422729.2|13411.58
30805|1469|1|40|4|2|406843.83|-3928.61
86935|1188|4|76|49|1|963049.82|13931.99
9052|1377|5|46|29|1|440344.99|4729.35
79521|1254|5|60|46|2|70433.41|599.06
16314|79|5|42|32|2|269021.61|6501.61
2867|586|2|28|41|3|656344.43|13375.41
18084|233|1|96|26|3|120539.31|-3061.86
22884|67|3|67|17|1|801866.73|-3850.74
72173|1387|4|34|4|1|770160.22|5293.56
75199|160|3|84|5|1|820346.39|11154.6
1357|614|1|92|40|2|162504.29|3489.85
70775|43|5|70|50|2|509041.04|-3937.99
47901|751|4|56|48|3|764097.07|9212.3
74925|971|2|71|9|3|904163.09|-1366.51
86113|902|4|3|19|2|908780.26|11433.71
66565|202|2|26|22|1|656026.0|12359.75
26275|1561|5|54|4|1|841947.94|4321.44
94153|845|5|88|47|3|239437.8|6577.06
10043|1720|4|22|25|3|335902.39|12434.55
600|282|3|31|28|3|593416.01|3240.43
13969|1630|3|26|21|1|339198.2|5150.95
6296|757|3|95|2|3|911584.03|13472.85
749|1352|4|26|42|2|737991.25|8737.93
22275|1634|5|10|3|3|854305.18|8692.53
88623|1755|4|5|21|3|211151.58|-1346.07
92711|304|3|11|33|1|60574.82|-2265.44
67361|148|1|43|21|3|596829.54|8573.69
58132|1173|3|58|11|1|755557.99|2896.19
11149|799|1|23|24|1|534644.21|-3057.47
11689|1324|2|100|30|1|221252.41|1457.38
80553|6|4|18|30|1|610649.44|4580.36
60872|97|2|94|27|1|868593.84|-1569.65
43814|1717|5|74|48|2|82815.54|13059.04
51268|1470|5|78|42|2|729862.57|4961.62
10908|168|2|43|34|3|739731.83|4874.27
69401|1538|5|19|33|1|343476.44|7199.53
4444|1668|1|38|49|2|967017.81|-39.65
35974|779|2|95|41|1|638046.02|6608.89
68339|997|3|19|40|2|855264.01|13529.07
26975|79|1|78|23|2|172350.13|13086.36
56437|983|3|77|18|3|123576.51|4382.94
6747|653|5|99|27|2|445423.79|-3998.5
4516|1341|2|58|13|3|234734.23|8458.97
82359|1465|4|30|35|3|323637.64|9170.74
72320|1674|1|69|35|3|83974.84|6646.38
18430|1243|2|73|46|3|958624.21|5688.27
53292|1052|1|27|36|2|53094.13|-593.89
88642|741|4|96|30|3|855969.46|-782.67
14291|1215|5|39|29|2|159435.53|7963.12
90865|176|3|35|13|1|552039.64|1548.17
32739|1195|5|77|18|3|362461.49|-3157.78
49324|1570|4|69|48|2|499905.32|5748.99
82194|1349|1|28|28|2|520894.64|14197.47
12656|1501|3|73|5|2|179774.49|12172.01
17154|135|1|98|46|2|567967.81|-2392.94
98035|1119|1|21|50|2|503656.72|1281.7
59749|1732|5|75|10|2|8552.09|-919.59
65741|858|5|75|7|2|475274.41|5028.19
11191|741|5|61|50|2|691843.47|-4838.81
11969|743|3|56|39|1|170977.26|3043.05
40790|409|3|9|22|2|304530.84|8085.38
31001|1816|5|75|27|3|457479.41|-2246.61
51191|1445|1|22|48|1|791405.93|8113.4
652|566|2|85|24|1|154484.53|-3499.58
43420|510|1|12|22|1|978182.72|12332.21
625|179|2|62|46|2|343878.0|7815.2
61998|319|3|54|31|2|128003.51|9353.02
99051|1470|3|38|8|1|87210.97|14849.2
49506|1013|4|49|49|1|450855.74|11121.81
81616|606|2|48|4|2|798708.98|14250.92
21586|1376|1|14|13|1|467462.28|5766.29
65926|1232|2|66|50|1|593149.81|9871.61
9589|80|2|35|7|1|121421.69|-4053.23
67469|1706|5|87|33|3|648070.41|5379.42
58811|1313|4|98|20|2|281878.21|5443.48
68366|1416|1|61|25|3|317379.44|13900.01
