transaction_id|date_id|transaction_type_id|account_id|channel_id|location_id|currency_id|transaction_amount|transaction_status
12620|304|3|28|5|15|2|7283.89|Failed
95929|1436|3|73|2|13|3|5542.11|Pending
56609|264|2|38|4|29|3|7841.54|Failed
25274|177|2|13|5|35|2|1116.86|Completed
50191|1090|4|25|1|48|1|5002.41|Failed
29046|166|3|54|4|33|1|6877.32|Pending
75758|825|3|86|3|31|1|9321.57|Failed
2772|627|1|66|2|35|3|7223.89|Completed
1552|253|2|83|5|31|1|5347.95|Pending
68278|1283|2|95|5|5|1|5507.96|Failed
44318|543|3|43|3|22|1|9534.87|Failed
76568|909|1|9|2|24|2|4153.11|Failed
52537|1489|4|59|3|4|1|6961.01|Failed
73558|15|2|39|2|26|1|8810.82|Failed
71089|762|3|86|5|25|1|3894.87|Failed
16884|192|2|44|3|3|3|674.88|Failed
36092|1659|3|22|2|44|2|4919.86|Completed
21690|669|4|67|4|21|2|1942.76|Failed
44607|529|2|78|1|37|2|817.69|Failed
33082|112|4|2|5|18|3|881.37|Completed
77019|328|3|83|3|12|2|8717.86|Pending
3584|6|4|44|2|37|3|6280.39|Completed
81596|605|1|46|5|30|2|7689.09|Pending
31839|746|3|23|1|20|2|60.01|Completed
85867|59|1|93|5|11|1|4493.35|Pending
83973|280|4|22|4|9|1|7254.4|Failed
79572|728|4|98|4|31|3|1432.02|Failed
30463|19|1|79|3|5|3|9852.9|Failed
6351|716|4|15|4|21|1|6168.2|Completed
67734|979|3|47|2|50|3|8079.49|Failed
61496|1113|1|15|4|27|2|9637.01|Completed
74980|930|2|15|4|14|1|7939.74|Failed
4854|535|1|81|5|13|2|3187.25|Pending
20751|1812|4|82|1|15|3|9639.13|Pending
96470|163|1|25|1|43|3|9259.81|Pending
18062|275|2|20|1|17|3|3639.22|Completed
5899|1630|4|93|2|14|3|7118.32|Pending
18676|389|2|40|3|19|1|4473.0|Pending
98161|299|4|8|4|11|2|7950.24|Failed
59069|740|2|21|2|20|1|2330.13|Pending
55055|729|4|41|3|2|2|8472.95|Pending
52623|371|1|9|1|4|3|1720.83|Pending
67497|1820|4|44|2|36|1|2889.54|Failed
32428|1783|4|42|3|7|1|3802.28|Completed
92075|1006|4|82|1|47|3|7511.73|Failed
53367|36|1|22|5|5|3|7919.31|Completed
9576|1684|2|55|2|50|2|299.13|Pending
96828|1804|2|28|4|50|2|2271.7|Failed
10418|1450|4|28|4|25|2|7663.38|Pending
91454|1322|4|96|3|8|1|5227.32|Failed
30472|1669|3|66|1|26|2|3519.0|Failed
7229|1458|1|55|2|22|1|7849.28|Failed
30170|208|2|11|4|36|3|1998.31|Pending
17010|1090|4|12|3|39|1|6130.94|Completed
95464|939|3|21|4|20|1|9203.42|Pending
2319|439|2|17|1|41|1|1731.07|Completed
95593|1392|1|11|1|12|1|4803.87|Pending
74029|247|2|29|2|22|3|100.54|Failed
566|90|1|59|3|31|3|9192.84|Completed
5007|1010|1|53|3|20|1|8839.63|Completed
54935|1126|4|10|1|27|3|2393.48|Failed
42237|514|2|10|2|46|1|1328.15|Failed
51319|625|2|76|3|26|1|9804.39|Pending
67451|875|4|34|5|45|1|5779.29|Pending
52831|927|4|58|5|12|3|2933.0|Pending
30614|1197|3|49|1|39|1|7872.43|Completed
55981|378|4|4|5|2|3|402.22|Completed
17695|842|2|40|1|28|2|5950.75|Pending
62455|434|4|96|1|15|1|4133.08|Completed
57132|1196|2|99|5|50|3|7798.34|Failed
41263|1202|2|25|3|28|1|723.91|Pending
55779|543|4|75|2|17|1|4971.65|Failed
75540|1569|2|3|2|31|3|3230.43|Completed
5910|1607|4|35|5|41|3|2112.6|Pending
8410|1508|3|25|5|45|1|1327.51|Completed
6961|1025|4|13|5|45|1|7772.24|Failed
24167|1242|4|73|1|33|2|2021.41|Pending
90138|1279|2|42|4|44|3|4079.56|Failed
55654|1763|3|58|5|22|3|5245.83|Completed
9633|932|2|28|1|30|3|2442.79|Pending
31948|996|3|19|2|28|2|9385.36|Completed
27952|87|4|92|4|42|1|7654.5|Failed
83777|313|3|25|2|4|2|7286.47|Failed
17253|1431|1|75|3|16|2|2346.41|Pending
58895|1196|3|100|3|48|3|2285.18|Completed
43296|1591|4|88|5|44|2|2263.89|Pending
23848|92|3|19|1|4|2|4378.13|Failed
33882|1267|1|54|2|12|1|5344.76|Pending
14059|1815|4|28|4|17|2|8315.46|Pending
62163|412|1|98|4|43|1|9818.62|Completed
58318|515|1|85|5|21|3|3746.65|Pending
56270|178|2|10|1|45|3|5301.62|Failed
83954|904|1|9|2|49|1|1203.36|Pending
10722|760|3|99|5|18|3|1405.12|Completed
51720|1353|4|100|4|10|1|9239.4|Completed
89673|347|3|88|2|23|3|7297.46|Pending
84713|1409|1|33|5|48|3|11.78|Completed
23060|391|4|83|1|35|3|9484.04|Completed
70675|725|3|55|1|10|3|379.39|Completed
78680|1486|2|81|4|3|2|6505.39|Failed
31278|821|4|28|2|32|1|8619.96|Completed
60724|762|1|90|4|30|1|4869.91|Failed
26597|468|3|42|4|28|1|9551.81|Pending
999|203|2|61|3|10|1|2978.92|Pending
99951|1420|3|73|4|45|1|8723.25|Pending
49313|1447|4|32|3|36|3|7907.51|Pending
83970|936|1|55|2|15|3|37.37|Completed
8788|1375|1|15|5|30|2|7386.21|Pending
97868|1646|1|66|5|12|1|9858.77|Completed
54330|1305|4|74|4|36|2|9464.3|Pending
24936|592|1|85|1|47|2|7645.5|Failed
39718|558|4|4|2|3|2|4929.56|Pending
87606|253|1|5|4|35|1|8980.49|Pending
35184|840|3|45|3|10|2|1997.76|Completed
28663|1593|2|69|2|30|2|4623.46|Failed
42731|427|1|91|4|24|3|792.69|Failed
95346|244|4|86|4|39|3|3862.1|Completed
43975|1326|1|45|3|24|3|3193.12|Failed
62245|716|4|92|2|16|1|5712.63|Completed
52965|1189|4|94|3|42|1|3080.98|Failed
18683|865|3|2|5|38|3|5283.79|Pending
50734|872|1|31|1|46|1|1578.96|Completed
40008|763|1|34|3|6|3|8793.62|Pending
10287|464|3|9|5|21|2|1350.23|Failed
73024|35|2|36|1|21|1|3494.21|Completed
57410|573|4|28|4|25|1|7649.01|Pending
36376|22|2|7|2|6|3|313.11|Failed
19507|1242|4|41|4|34|1|5483.8|Completed
60349|1744|1|68|4|9|1|4503.93|Failed
53606|702|4|51|4|10|3|5921.89|Pending
61225|1514|3|15|2|17|1|9000.48|Failed
56863|1360|4|11|2|26|3|481.91|Failed
74077|43|3|15|3|45|1|8365.65|Completed
29475|502|3|46|3|50|1|1308.75|Failed
43168|1472|1|74|2|7|2|9065.73|Pending
94819|209|3|62|1|16|1|8182.37|Completed
64908|924|2|66|1|28|1|6333.19|Failed
35862|1148|3|78|3|7|1|3405.9|Completed
28757|1247|2|71|5|16|2|8280.6|Pending
67640|169|3|87|4|29|3|4705.61|Pending
49169|199|1|58|4|28|2|9972.14|Completed
72477|1794|4|62|1|26|3|206.73|Completed
99955|381|1|76|1|6|2|7617.65|Completed
29150|855|2|87|4|14|1|6253.11|Completed
9283|1556|3|59|1|28|1|8124.79|Failed
7723|1612|1|30|1|43|3|260.97|Pending
59821|188|3|6|4|35|3|1794.97|Completed
63197|935|2|34|2|19|1|2334.31|Failed
36716|1795|3|25|4|42|3|5781.08|Failed
75965|1748|4|59|1|5|2|5651.26|Pending
67288|1753|1|65|5|24|3|5850.84|Completed
41958|1470|4|19|2|17|3|16.93|Completed
30991|907|4|3|5|18|1|4484.97|Failed
32786|1112|2|71|5|33|1|3826.62|Pending
56557|1602|2|98|1|40|1|6267.35|Completed
18897|73|4|27|2|5|2|8363.27|Failed
86288|1665|1|75|1|1|3|5188.7|Completed
47499|1319|3|84|4|48|1|9679.95|Pending
81680|1271|2|26|5|44|2|1495.66|Pending
18423|66|4|67|4|34|3|2911.85|Failed
29796|1319|3|31|5|14|1|5263.37|Failed
92335|1010|1|82|5|3|2|9314.44|Completed
47695|84|1|23|4|6|1|4198.99|Pending
89013|57|3|4|3|49|3|9201.58|Failed
6042|557|1|83|5|44|2|8772.22|Pending
78240|7|4|21|5|15|1|3761.9|Completed
58912|301|1|6|4|21|1|2239.12|Completed
83856|1338|2|92|3|22|3|619.71|Pending
17413|179|2|13|2|42|1|6342.29|Pending
11657|905|2|99|5|43|1|5627.75|Completed
39040|216|1|56|2|5|2|3048.44|Completed
34820|1597|3|4|5|15|3|2470.04|Failed
44006|669|3|63|2|8|2|3932.86|Failed
98564|406|3|9|3|15|3|27.83|Failed
66971|731|2|58|4|30|1|6673.92|Completed
32425|1221|1|40|1|11|2|810.01|Failed
89414|1125|3|44|5|44|3|867.52|Completed
2578|1002|1|37|4|25|1|5175.22|Failed
37307|457|3|54|1|17|2|2991.44|Failed
22412|899|2|85|1|32|3|9052.79|Completed
64570|370|3|55|5|14|1|8337.1|Completed
32221|165|4|30|4|41|3|2250.45|Completed
99627|1694|4|84|1|25|3|3527.09|Pending
94205|810|1|83|4|27|3|1762.51|Pending
53665|841|4|31|4|33|2|986.97|Pending
61553|621|1|98|2|2|1|99.83|Completed
25856|178|3|39|3|28|2|6034.04|Completed
54964|615|1|41|5|22|2|7656.03|Failed
79094|1239|1|54|2|4|2|2885.15|Failed
20718|18|4|18|1|23|2|46.85|Pending
74951|1804|4|53|5|21|2|3245.24|Completed
16565|1472|2|64|3|18|2|7878.53|Pending
98976|1601|2|57|4|39|3|1779.24|Pending
15986|1062|2|36|4|9|2|188.26|Pending
93735|392|3|12|1|38|1|8135.82|Failed
78163|1031|2|48|2|6|1|793.96|Pending
89453|476|3|88|5|48|2|2052.18|Pending
21305|747|3|27|1|16|1|6646.65|Pending
56228|533|4|9|5|1|2|4020.37|Pending
3873|1084|3|88|2|38|3|8265.03|Pending
14490|324|4|33|5|15|2|264.15|Failed
20700|775|1|13|2|47|3|2953.35|Pending
18002|1536|4|30|1|1|2|6179.01|Pending
70517|1516|4|80|2|37|2|9136.69|Failed
26954|1010|1|6|3|17|2|2696.29|Failed
58482|748|4|55|2|24|3|5293.64|Failed
9032|581|2|28|3|11|1|9916.1|Failed
9537|1488|1|68|5|36|3|6494.81|Failed
83461|1015|1|24|2|50|3|1743.74|Failed
14736|1194|1|17|5|15|1|665.72|Completed
76727|1563|2|97|1|42|1|7206.71|Pending
77150|1306|4|39|3|9|2|88.6|Failed
67792|560|1|21|3|10|2|2574.57|Completed
20346|461|1|7|3|40|1|5952.01|Pending
35560|58|1|51|2|47|3|6261.81|Completed
33642|1399|4|23|3|10|3|7278.88|Pending
51628|425|2|15|4|39|3|8514.15|Failed
24229|770|2|64|3|48|2|8471.02|Pending
49963|1618|1|57|4|36|1|1801.97|Pending
92691|1481|2|47|2|9|1|8366.7|Failed
53875|1736|2|48|4|38|2|3350.28|Failed
10104|1564|3|84|1|50|3|6181.94|Pending
67963|748|1|31|3|39|3|4915.9|Completed
95722|1205|3|76|5|6|1|3338.28|Pending
8840|827|3|1|4|13|2|6037.41|Pending
39244|397|1|57|3|2|2|1438.22|Pending
58445|797|2|86|3|15|2|9572.98|Failed
31250|593|4|57|5|5|2|7598.26|Failed
44144|840|3|100|5|5|3|3352.26|Completed
66869|72|1|26|3|4|3|2959.93|Completed
22842|1345|3|85|5|8|1|253.87|Completed
48781|1465|1|77|5|42|2|9773.16|Pending
66936|231|2|13|5|31|2|6834.14|Completed
21171|429|1|51|2|39|2|9196.66|Pending
36920|1348|1|69|5|8|3|7231.34|Pending
97513|740|2|90|3|18|1|8457.23|Completed
3047|29|2|32|5|21|2|622.83|Completed
21445|570|1|26|3|4|3|5648.08|Failed
52911|1064|1|62|4|3|2|620.67|Failed
88252|1171|2|12|4|44|3|8384.33|Failed
60240|279|1|48|4|41|2|955.39|Completed
82825|1196|2|92|3|5|1|7923.58|Completed
82940|1738|1|60|1|22|2|6133.67|Failed
65062|905|3|34|1|17|1|4620.3|Pending
81874|744|2|87|2|21|2|8138.36|Failed
19767|1305|2|91|2|36|1|3013.43|Completed
27680|5|4|19|3|38|3|3581.96|Completed
65469|1558|3|57|5|49|1|7649.22|Pending
27036|1122|4|10|3|31|3|5156.75|Completed
50853|1343|4|51|1|19|2|2430.53|Pending
8190|803|1|57|2|36|1|1058.51|Failed
36165|1654|2|87|1|12|2|6111.68|Completed
20473|1254|1|73|2|49|2|3549.28|Pending
37770|36|4|88|4|6|1|6802.07|Pending
87646|1580|3|79|5|41|2|5025.27|Failed
34166|371|3|78|2|1|1|7576.09|Failed
84523|247|4|19|4|45|1|2782.08|Pending
59134|1822|3|98|1|6|2|8297.61|Completed
93791|395|2|78|2|17|1|4103.11|Pending
79365|625|4|68|4|47|3|4953.99|Completed
38280|299|3|82|2|6|1|1021.11|Failed
28212|262|2|5|3|35|3|2111.44|Completed
59554|687|2|82|3|34|1|2033.25|Failed
1781|1468|2|13|2|1|1|2755.19|Pending
43267|621|1|4|2|49|2|9770.15|Pending
6821|797|3|79|4|26|1|4923.62|Failed
55731|1026|2|21|3|6|1|95.55|Failed
56979|791|4|91|3|48|2|9664.78|Pending
18605|728|3|75|1|2|1|7210.83|Pending
1852|913|3|28|5|22|1|9785.25|Pending
1313|86|1|64|1|24|1|8478.69|Completed
79697|1207|1|10|2|45|3|3745.85|Pending
47956|937|4|28|2|49|1|3256.04|Completed
88661|1066|4|58|5|1|3|2110.76|Pending
40209|1406|1|60|3|46|2|6896.55|Pending
40084|948|4|29|3|3|1|1537.38|Completed
86879|325|4|4|2|26|3|882.42|Completed
91127|1707|2|86|2|14|3|8506.95|Failed
5255|354|2|93|5|4|3|4363.8|Pending
19467|370|4|42|3|16|2|8119.28|Failed
25720|179|4|93|3|8|2|1683.2|Completed
30683|1298|4|36|3|43|1|4151.1|Pending
23576|174|4|10|2|6|2|8690.53|Failed
24493|1354|1|90|5|46|3|866.62|Pending
34322|60|4|1|1|21|3|7255.93|Completed
10387|1808|4|97|1|43|3|9690.43|Pending
79017|1799|1|81|3|25|1|4549.13|Completed
51202|1060|4|21|3|25|3|6133.97|Failed
80467|798|4|90|4|11|1|892.81|Failed
55842|544|4|58|3|20|3|4320.72|Completed
16868|1721|4|83|4|12|1|5666.39|Completed
28052|1568|3|7|5|13|2|1319.68|Pending
64618|570|4|9|5|28|3|8486.05|Completed
48790|1073|4|72|5|30|3|4309.36|Completed
21402|296|4|100|5|44|3|322.12|Completed
58974|806|1|1|3|6|3|4379.87|Completed
9621|1375|3|12|1|8|2|565.54|Pending
71370|554|3|14|5|23|2|2584.58|Pending
43855|443|3|51|3|25|3|5952.89|Pending
85383|1646|4|86|1|2|1|4795.06|Failed
9222|1172|3|67|4|27|1|6579.09|Completed
61729|1785|2|2|4|37|2|5178.5|Completed
19331|148|2|37|4|44|1|4209.33|Failed
17333|915|4|51|5|5|3|4407.18|Failed
5567|183|4|74|1|42|2|8829.28|Completed
23608|695|4|36|3|39|1|4531.77|Failed
32631|350|4|80|3|26|1|6656.36|Completed
37835|67|2|50|2|7|1|4977.77|Pending
22080|1181|3|66|4|24|3|2720.89|Pending
19978|1688|4|15|2|4|1|4945.69|Failed
97844|1555|1|22|2|43|2|4287.76|Completed
86747|1187|1|29|5|39|1|6554.33|Failed
56725|1497|2|8|3|5|1|9015.41|Completed
92266|1787|1|37|3|11|2|3054.13|Pending
35545|369|3|21|5|18|3|1255.04|Failed
68000|1526|3|24|1|35|2|8352.43|Failed
5749|276|2|8|2|28|1|814.68|Pending
50108|286|4|91|2|22|3|926.4|Pending
6946|946|2|29|3|46|1|5871.47|Completed
40149|671|4|75|4|42|1|2438.93|Completed
24119|302|1|18|5|5|1|1402.49|Failed
41513|646|3|81|4|26|1|3148.47|Failed
74322|1163|3|5|3|26|1|1335.33|Pending
10471|1035|2|48|1|42|1|2914.42|Completed
74640|37|2|15|4|27|2|1887.21|Pending
11876|1759|2|99|3|19|2|7364.11|Completed
71366|364|3|50|3|29|2|3775.48|Pending
5753|842|1|51|1|40|3|8507.13|Pending
45677|1082|4|90|5|13|3|8492.28|Failed
86290|1306|2|47|2|42|3|8840.46|Failed
60483|1685|4|66|3|24|2|6329.83|Failed
4226|746|2|73|4|48|1|2599.91|Completed
63126|881|1|99|5|27|2|4886.34|Completed
21732|1014|3|88|1|14|1|619.63|Failed
27524|1028|2|65|3|38|2|7292.09|Pending
2751|1732|3|74|2|48|2|7552.84|Failed
21511|879|2|10|3|30|1|6261.23|Failed
6643|655|2|44|3|7|1|1731.48|Failed
45848|817|2|67|5|1|2|555.28|Pending
39406|1174|3|17|2|45|3|7836.18|Completed
8168|4|2|5|5|3|2|5664.62|Failed
95094|31|2|72|3|16|3|4677.82|Completed
39424|352|1|3|1|36|1|1320.2|Failed
18887|543|4|26|4|5|2|8177.91|Pending
83242|198|4|84|2|49|1|672.3|Failed
12188|406|2|4|5|15|3|311.07|Completed
87331|1474|2|84|4|31|2|5634.98|Completed
91953|1631|4|9|2|21|3|422.48|Completed
57702|516|1|86|5|32|2|9586.49|Pending
87227|68|2|57|1|39|2|1447.48|Completed
23428|1123|4|28|5|23|2|3635.42|Failed
19755|140|1|94|3|28|3|2411.82|Failed
12761|216|2|14|2|1|3|2898.42|Completed
14756|27|1|28|3|15|1|4195.21|Failed
25978|1733|1|1|3|23|2|9070.68|Completed
89621|1630|4|53|5|20|3|3481.53|Completed
98360|102|4|5|5|2|1|6555.25|Failed
56472|1603|2|77|5|47|1|2081.07|Completed
45183|860|4|32|3|47|3|1221.44|Pending
62360|235|1|29|1|38|3|1251.18|Failed
34926|1251|3|16|4|7|3|3550.09|Failed
22810|307|1|19|1|6|1|9206.3|Pending
63780|1159|4|92|3|37|2|3125.4|Completed
93455|292|3|48|1|39|1|5634.85|Failed
86637|1261|2|31|1|32|2|5505.97|Completed
10902|761|2|26|4|12|1|8408.25|Completed
33934|1370|2|3|4|3|3|8423.18|Failed
13842|1488|1|76|2|4|2|5633.11|Pending
51715|912|4|17|4|42|3|4749.95|Failed
5897|1236|1|17|3|2|1|9270.95|Pending
48373|1438|3|73|2|13|1|1662.66|Failed
95789|603|1|94|3|2|3|6264.88|Completed
94233|462|2|90|2|36|3|9507.71|Failed
78927|810|2|55|1|43|3|806.94|Pending
14625|260|2|10|1|27|1|3039.62|Pending
32124|1582|3|11|4|45|1|2675.78|Completed
66068|1669|1|73|4|13|2|2966.97|Pending
41366|1204|1|72|1|7|3|6169.43|Failed
93878|1756|3|22|2|15|2|3885.91|Pending
56003|1432|1|19|5|36|3|2853.95|Completed
56173|646|4|42|2|13|3|8386.66|Pending
57050|801|3|55|3|48|2|9840.82|Pending
31822|1509|1|47|3|50|2|7985.21|Completed
97367|602|1|91|3|24|3|3618.38|Completed
715|1547|2|45|1|46|1|3078.48|Pending
97441|938|4|27|1|9|2|1740.52|Completed
295|86|1|4|4|42|1|132.81|Pending
52414|1813|2|58|4|20|1|6932.22|Completed
16850|751|3|64|5|29|2|1650.52|Failed
21903|294|3|4|3|5|2|6557.6|Failed
50771|1513|3|75|1|33|2|5324.52|Pending
53380|1314|4|78|2|2|3|5145.03|Failed
80759|203|1|15|2|12|3|4945.03|Pending
3240|585|1|60|2|37|3|1243.35|Completed
15914|1121|3|22|5|26|3|8389.87|Completed
86063|1595|1|100|4|49|3|6100.89|Failed
