balance_id|date_id|account_id|currency_id|opening_balance|closing_balance|average_balance
24668|233|86|2|451083.15|362554.14|652975.54
62725|10|54|3|138882.07|483140.22|258290.155
78633|1746|67|3|946526.99|835644.31|646634.38
43|484|69|3|836928.96|235257.27|766292.73
45809|972|83|2|882210.12|923414.11|184273.065
83576|1158|51|2|771294.0|748777.0|335373.285
1399|1176|77|3|689819.89|476975.77|248129.715
21286|734|65|3|705201.62|543934.09|484271.82
16910|467|19|1|595126.28|651387.24|609253.175
93891|1396|69|2|361630.61|578251.01|602161.23
5784|1768|18|1|59137.34|833944.87|542898.935
34529|89|83|1|923487.81|421689.31|355963.63
37751|267|15|1|629273.85|344457.17|105749.68
17684|1787|37|2|989213.58|713442.39|457195.375
99663|1342|44|1|946583.0|535698.67|444822.07
41078|174|89|2|46319.83|141943.17|435884.845
30371|321|23|2|242017.03|929260.32|553001.485
79210|1626|62|1|385701.75|200427.31|262584.125
86598|431|68|2|297580.72|697053.59|727833.155
71398|1024|93|3|65822.72|952624.73|446389.735
59205|272|26|1|929867.01|89117.71|336288.63
97971|690|41|1|606140.6|259414.09|493692.985
94354|1554|34|1|683486.28|117518.28|602175.235
84009|934|91|2|704442.24|472893.69|485480.525
30775|799|11|2|984150.84|850653.94|866657.335
11819|1039|53|1|142586.18|548753.21|442908.165
61144|746|47|1|221828.8|552150.23|550402.23
18262|1237|12|1|362332.41|653829.8|438866.18
78248|269|93|3|890062.4|744974.76|628558.245
59071|1073|29|1|999588.86|54518.13|808405.165
50587|820|4|1|786519.14|322364.17|684381.015
31319|338|31|2|338071.89|314448.31|653931.725
83477|500|72|3|350663.98|644825.07|725861.61
23141|1284|79|1|590529.28|619677.88|181645.825
35805|39|50|3|790746.41|616540.96|299294.555
55409|216|28|3|752748.65|377897.05|277456.575
61619|1431|48|3|230708.18|694476.61|177167.105
31433|542|70|2|630174.32|192446.92|660221.885
19125|577|15|2|612820.37|33321.1|695576.63
8187|634|26|1|908365.81|166838.64|668670.705
15367|1476|18|2|50975.29|725224.98|718812.625
72564|425|8|3|236842.7|705462.06|712032.495
50931|62|99|1|561551.14|866493.18|727987.995
30751|1772|90|2|582835.57|462058.46|89096.85
82526|949|13|3|273750.29|109296.09|383681.515
5576|762|30|2|860887.95|711027.07|671148.46
76138|595|42|1|507687.47|247545.25|394857.09
63789|1486|50|3|799945.46|566930.07|383721.135
96266|708|88|3|921620.16|860043.13|696040.96
3211|1233|68|1|181999.64|737294.31|351596.81
16187|69|39|1|244338.02|609495.19|227597.14
62703|597|44|3|576753.13|727301.23|898471.685
29178|936|65|3|482782.17|235097.95|191246.155
27246|641|65|3|583278.67|574012.91|535613.14
73731|522|73|2|471243.77|349238.28|823709.67
4130|1522|28|3|557396.03|911901.24|299859.335
62851|1109|53|2|79022.64|142595.85|375282.225
85107|480|30|3|585550.97|151716.44|704944.51
59146|1533|50|1|633331.53|13383.89|565028.75
35444|249|52|1|234274.8|531133.05|478072.71
41987|1419|77|3|203202.52|141551.14|497426.895
63347|946|93|1|759125.5|586201.92|594799.475
60806|626|33|1|338393.59|16804.37|590864.69
91311|446|61|1|302773.25|246154.35|861212.33
45652|1195|65|3|700078.61|992369.98|301648.365
59046|173|54|2|236760.16|631706.18|682219.105
98141|144|42|2|646074.87|376201.78|549202.055
93266|302|36|1|89726.06|275174.48|532442.945
45805|692|99|1|978501.22|509270.17|56464.875
30932|276|46|3|930408.14|144302.97|457474.24
86026|393|27|1|426085.77|810422.43|599154.58
30629|1764|60|1|600788.2|958214.33|310821.365
81667|10|80|2|717681.87|490342.29|695438.25
67886|1333|69|2|186652.69|291613.63|229483.425
58914|551|30|3|257552.81|178665.84|43368.63
12004|1736|74|3|698757.32|853873.67|644498.65
50430|1376|67|1|704634.48|97814.56|630474.03
87494|28|78|2|665632.52|274600.49|497427.87
10595|577|26|1|883795.01|402858.87|480619.965
51208|1253|62|2|794485.69|905281.76|180487.115
69963|409|63|1|305062.47|341793.13|254231.965
21360|1766|21|2|530262.31|478670.13|359528.025
97071|1410|42|2|615125.87|873895.38|582583.065
31964|331|87|1|92385.33|990282.15|143619.465
16483|790|86|3|660435.77|541211.33|483178.94
60052|743|23|3|227809.87|155086.7|605200.92
38490|1379|27|3|56141.08|380616.68|414417.555
32608|1373|81|3|975889.3|291822.51|842779.8
75277|1592|27|3|277257.63|525632.64|643766.43
65940|1111|20|2|565734.69|205414.95|470867.06
79237|811|24|1|275656.72|349285.45|594471.775
16985|704|55|3|13761.28|795972.75|816507.145
44829|423|54|2|161512.54|1461.18|67318.6
19622|1658|85|2|135187.55|414179.71|440437.745
51747|1224|40|1|643094.2|44592.47|541978.765
8048|914|77|2|144399.36|24516.6|675486.34
32705|882|69|1|526714.86|507593.14|463290.505
5377|639|42|1|347936.89|168696.77|548478.03
65708|66|47|3|577161.11|355051.3|282167.75
79135|1609|75|3|797638.52|765281.94|402957.065
62845|1302|14|2|19326.96|38772.0|709100.635
25498|723|82|1|381285.18|548482.73|683866.805
49114|1546|30|1|590361.59|248669.91|752816.035
86657|480|38|1|171056.34|873342.16|463358.675
27255|257|60|1|901909.15|791043.74|500981.78
63189|140|62|3|224691.27|549043.18|774733.945
23155|67|61|1|777905.11|616331.33|637384.005
71792|394|35|3|20783.37|197656.16|641810.43
54470|250|53|2|870353.0|338709.82|638709.025
24497|480|33|3|990629.91|314043.62|261836.855
13576|298|76|3|497361.42|8952.1|142642.65
65930|822|77|3|59535.93|133130.87|476213.95
23511|954|9|2|267374.83|232472.82|180396.11
33119|993|43|3|782171.63|956778.49|200135.98
69533|1446|45|3|740497.03|547995.21|942912.375
39817|557|63|1|250165.6|46065.44|917985.38
99068|844|14|2|141222.31|845703.75|700726.685
94063|1815|42|3|711924.4|756659.5|452556.275
24602|26|81|3|374238.23|453937.37|400493.045
19910|234|23|3|927909.48|491054.52|147579.3
7713|1373|67|1|33430.31|582710.68|712295.73
60785|803|88|2|977318.75|982581.88|432959.4
38436|237|37|2|792360.53|296651.65|485383.29
79538|1602|93|1|955523.06|214108.83|247241.205
26800|1683|23|2|835083.57|38660.05|414528.58
27638|583|45|2|243872.66|204598.69|486732.935
31410|1403|82|2|652059.28|320599.54|770214.41
69049|1788|92|1|716255.57|267199.05|631640.415
53190|71|82|1|527993.67|93528.91|640516.595
80946|937|48|1|158210.43|199826.22|309759.645
42093|1539|73|2|973048.61|431362.95|391724.805
37372|791|76|2|717966.48|28504.56|150153.7
96590|285|11|3|268250.12|961787.84|565820.8
60743|992|13|1|90597.36|511353.83|240056.445
80153|1171|76|1|519710.39|56726.21|726107.75
37199|875|56|3|258108.06|728521.3|219533.335
71361|1402|41|1|126573.08|868377.93|752206.165
25383|1454|3|2|565671.7|837613.58|462751.73
7236|1779|49|2|375724.22|686385.65|501331.735
98718|1349|56|3|226102.43|687100.74|606808.1
70266|112|84|1|282759.45|180815.12|656710.84
55890|1669|56|3|581382.6|976459.35|577844.595
89137|247|84|3|466898.14|6008.4|924007.0
93385|1405|11|1|687010.7|233615.68|696023.74
6914|1590|4|1|544432.05|678699.42|235229.925
58665|1720|85|1|81010.4|478646.62|439204.735
75673|1792|53|2|976901.44|14900.74|355469.695
99000|418|2|3|516603.5|162381.04|441242.435
21084|251|70|1|397568.81|68119.41|418134.08
45564|1509|16|2|978858.66|437401.73|383742.07
24665|764|71|1|305901.21|370862.89|691195.455
14545|1809|36|1|839152.88|807602.21|445877.71
87484|1398|38|1|979785.07|806777.43|167120.39
11119|45|91|2|213665.38|901992.15|241202.385
71166|1143|8|3|946418.72|987031.75|216023.245
62736|877|94|3|207612.7|817389.52|424654.75
6327|878|25|2|973218.87|204251.35|598829.545
86832|140|86|1|69090.51|979405.72|268821.545
27473|99|50|2|260159.56|758705.71|291406.435
79315|1343|69|3|14767.9|650573.08|157915.375
31500|1162|27|1|247129.44|611033.78|482083.47
70127|300|26|1|284117.09|705947.32|314833.945
73598|1113|99|3|403643.04|908407.21|464606.205
91926|1203|77|1|227864.93|891083.42|104010.325
16229|1000|41|2|666506.66|48109.48|783416.165
29622|200|7|1|257429.51|351549.41|576874.835
52087|593|46|1|809595.55|870922.36|484761.125
6491|1771|28|3|6148.67|225536.74|442811.315
16689|939|94|3|929916.9|291619.84|299589.82
82969|982|45|1|824482.75|986088.63|722815.485
92284|1329|30|1|787911.3|618152.56|488675.16
88698|91|89|3|438060.1|551044.98|576151.02
57937|1648|67|2|620459.79|339100.49|648304.87
46796|392|56|1|493312.86|631029.15|627793.43
29857|912|33|3|753261.19|131023.39|213361.125
95283|1684|47|2|408908.11|623277.57|81174.91
68194|948|99|1|647889.19|56839.35|758983.565
3984|779|1|3|167514.39|519584.5|700580.145
17884|1509|5|3|806817.81|211032.36|399180.97
83144|1581|39|3|742382.72|808721.33|741141.5
73032|903|1|2|838154.53|818250.7|272668.42
8733|574|29|3|638411.4|288145.88|426171.225
5709|191|97|2|986672.22|137628.87|242297.235
93403|820|89|3|196425.14|996301.7|255487.32
20191|845|18|3|492691.01|110248.67|490225.675
9906|1049|32|3|323713.08|79407.09|419973.405
43432|214|57|1|537817.09|885790.43|930712.825
36113|350|5|3|706199.05|972310.58|593307.675
44119|1007|30|3|6325.77|978813.22|674569.85
21484|175|3|1|707364.45|731133.13|293485.315
29840|1453|31|1|62276.05|285494.48|504282.74
30361|1542|56|3|247269.9|11577.44|556810.11
46613|1636|89|2|176659.75|801779.68|388503.73
9617|650|1|2|837073.18|371900.54|649629.385
36367|1391|61|2|773324.41|110462.43|498026.74
89554|1791|8|3|218898.41|951745.95|416013.925
30541|1718|95|3|429524.91|787054.01|197832.355
61625|1314|61|1|72870.76|769982.21|347288.045
54770|932|100|2|583728.69|873882.4|794842.04
67044|1457|13|3|655897.35|590578.19|425265.36
34281|1622|13|3|80903.86|848808.75|752965.705
95065|1122|41|1|608701.17|16221.39|935524.31
92291|913|77|2|845315.82|709681.41|309191.2
74723|213|88|3|114070.1|148714.5|695225.395
6897|1016|15|2|763596.38|932214.14|523620.39
96103|642|15|3|506546.15|970360.15|168492.145
11856|738|51|2|962099.25|881759.71|406283.315
20592|956|96|3|52879.49|612092.15|273575.64
37348|165|54|2|509332.41|143388.28|380163.045
52225|341|8|1|650581.64|67054.3|417663.115
27861|203|39|1|656390.97|958795.4|408952.035
3029|480|65|1|36703.71|907917.46|556797.365
29858|175|88|1|228053.35|439739.89|445084.465
97521|564|71|1|405470.49|398677.5|539567.155
44357|903|83|3|376036.52|645246.95|713785.45
28715|529|99|2|923359.99|219771.09|452141.535
81099|732|8|2|154169.99|542628.71|367910.54
8361|1795|44|3|695797.72|232367.31|679278.8
40251|1121|11|2|799549.1|85908.29|402191.22
94266|1035|69|3|68140.38|441291.45|392906.855
49590|707|34|2|234270.31|962024.65|247019.75
44051|641|77|2|469214.7|236756.82|714485.9
3816|1154|83|3|599413.59|798485.76|316222.935
69551|1525|83|2|55481.15|508872.65|167710.53
15013|1509|72|3|531854.7|82261.14|111466.445
74787|721|84|1|624854.04|890420.28|889049.615
44708|1813|12|3|91676.27|122140.66|465341.405
10619|1210|5|1|636932.4|736881.3|657361.95
49217|1799|15|1|968304.68|633868.88|500797.88
21276|258|16|2|588542.08|957023.0|856052.74
98425|262|82|3|177758.32|711768.03|447034.87
38058|1253|77|3|711191.83|321880.06|735092.165
89280|1170|54|1|877252.72|544762.63|408170.31
61373|1166|87|2|668843.93|820463.97|564983.36
69389|170|60|1|167599.32|772669.25|712923.365
58123|1263|87|1|308552.29|648523.61|668227.515
36821|673|26|1|849474.65|55743.48|567737.53
45368|382|40|2|279622.26|452372.6|899895.52
53505|368|27|1|959151.67|359020.69|813023.08
32817|1308|81|1|459465.0|164008.3|757778.56
11290|1387|73|1|796180.61|970974.16|479646.43
15527|1688|14|1|717308.51|587929.13|426881.885
34685|849|82|3|611758.82|375312.64|863152.23
89495|801|5|1|690331.52|345800.35|107478.835
1421|1762|64|1|184456.67|308427.28|526571.41
91759|1322|33|1|602301.39|354185.67|316054.86
38034|1125|98|2|267536.26|931452.52|240609.235
82816|1524|67|3|108025.69|872239.04|201760.545
72220|354|8|3|465341.31|242170.03|623428.65
70334|1663|59|2|588508.6|876495.86|60327.09
41088|1645|60|2|235456.25|582325.77|791927.815
56304|1432|25|1|24681.26|669207.97|375302.985
89004|1128|69|3|709906.6|815095.84|523605.855
55087|1111|31|3|817306.49|291409.06|473229.845
14026|837|100|1|498955.42|550396.3|340949.925
35022|614|36|2|743156.3|249342.77|605521.12
99549|334|96|1|559453.9|596286.86|824457.08
77304|1309|32|3|403585.61|939068.66|843634.71
39373|1509|58|1|747712.83|589765.77|443118.86
4558|1439|57|3|12842.21|856922.61|605449.59
9644|1245|9|2|577126.33|603119.19|707871.34
2520|1391|65|2|199372.06|665346.18|669381.29
83958|1689|40|2|297099.5|631137.06|529835.655
38485|1127|20|1|923255.1|717740.15|204916.07
3130|698|88|2|597648.35|477628.12|332943.29
40626|319|78|2|651909.0|146119.87|728439.25
41468|836|89|2|190413.73|728462.48|700778.33
26937|120|33|1|483755.21|384024.21|635717.29
31566|660|65|3|289493.56|105800.05|550216.115
26944|633|11|1|404173.96|869677.23|800357.065
71055|1672|36|1|24000.24|131778.84|251471.68
64499|66|27|1|533690.75|33082.15|482595.89
47096|85|26|3|608958.25|518254.82|627053.345
53946|1387|89|1|732889.63|399686.89|346901.445
92980|1598|50|1|264061.6|603628.65|257563.78
18851|1101|21|1|420860.57|5399.89|77482.4
63827|694|100|2|687222.09|550050.89|750421.92
62885|1459|94|2|156904.35|770012.76|474694.275
11844|1615|28|1|379071.22|270822.89|625014.645
96254|1004|100|1|127732.23|526602.27|584063.33
16726|1431|94|2|308024.18|110448.35|707872.85
99600|549|45|2|348199.29|203410.36|562615.55
47607|213|90|3|799102.89|871930.98|240506.305
98860|341|56|3|52524.68|32325.67|323774.155
44688|1065|67|2|345012.2|285356.85|506353.655
65997|1378|26|1|264391.36|507690.09|308083.4
63370|756|37|2|910183.88|312964.57|435420.795
9266|845|37|3|96223.65|334137.17|731922.3
62944|1757|93|1|579165.45|829495.33|70588.01
74810|370|76|3|927668.62|833668.1|668257.55
97894|521|42|1|1002.24|14820.87|611513.205
58655|690|32|2|884294.47|729438.41|590397.53
31187|140|7|3|850924.3|184695.06|531298.725
92049|1241|66|1|348659.68|209169.07|446860.005
11861|627|68|1|606845.43|153862.4|496550.035
59800|1137|94|3|296353.72|211053.04|538329.085
85630|532|75|1|401266.14|223949.03|525164.87
15214|561|28|1|617716.77|99828.63|298983.9
50156|1212|6|2|59674.47|198702.18|522198.695
36934|644|46|2|72202.28|787418.27|445472.945
74186|1616|68|2|350416.31|79862.52|489173.98
91408|15|12|1|592587.2|492356.82|513076.345
24660|907|46|2|70980.47|800172.0|684426.67
33336|684|68|1|161887.81|918047.11|625764.05
80511|706|97|3|968042.78|157833.44|662137.405
47326|46|79|2|798763.81|557652.39|493861.69
23776|585|100|3|356694.78|46882.15|719495.935
93101|646|58|3|548836.35|688041.41|185607.97
45484|750|2|3|928834.54|339813.78|159220.945
37279|1460|26|1|868321.2|309843.03|203313.365
6393|1282|88|3|729109.12|886242.45|500365.31
7773|1277|38|1|581385.54|952111.95|143460.45
65440|1631|7|3|746518.95|347574.09|586580.905
84187|381|65|1|116999.9|700856.17|432520.97
11195|1175|92|2|301422.44|380762.53|389257.47
39612|870|18|3|879144.02|366471.44|498533.945
875|1115|46|3|614119.16|241551.42|535856.18
53789|777|91|2|560548.55|633266.65|479303.535
35929|1721|35|1|600097.05|856737.58|172974.29
43664|1790|25|3|944611.93|260878.21|779369.265
78146|1221|68|1|485189.03|195276.89|234134.955
7359|36|13|3|349307.82|453564.47|409082.79
79991|1525|57|1|605751.97|89296.02|490316.21
83817|903|80|2|531172.78|988514.11|312964.045
73503|530|58|3|823295.35|346246.24|697873.66
37262|1145|2|3|290124.57|423726.22|714918.2
55931|724|22|2|948674.82|776130.58|503198.27
64125|305|94|1|539099.12|826082.76|715826.7
35146|470|62|2|253998.8|390979.45|99798.205
74462|1219|14|1|701980.45|265090.85|546984.915
47724|640|33|1|439372.93|71159.32|727636.595
9003|995|74|3|945232.32|852846.61|617056.575
41695|1699|5|3|940490.74|408617.46|614846.185
69787|922|27|2|343719.32|683893.32|554467.135
8292|1761|47|3|841957.19|280626.86|312617.79
47425|1146|67|3|302138.11|22796.04|573229.79
5534|791|88|1|593614.02|433582.7|690132.505
94140|1120|59|1|912750.48|267497.5|597243.43
10013|1264|94|2|850551.93|668564.35|407033.465
18593|1375|15|3|860581.76|117013.8|445499.96
20723|700|74|2|981537.43|350984.63|539858.385
68554|1211|50|2|324681.86|676904.26|259932.475
32389|9|83|1|249243.57|452574.57|594416.185
75392|1272|45|1|948021.37|879453.62|184919.495
87750|298|88|2|702563.22|370286.3|567980.42
67787|681|5|3|406533.19|700510.01|681688.88
72969|637|53|1|548920.67|946742.39|240109.67
57155|1328|80|1|922584.88|417558.26|955905.27
30998|1163|33|3|770122.94|921484.82|844767.915
97051|428|50|2|134238.88|602134.23|419455.855
20544|778|81|2|87552.5|230891.48|557765.925
12920|657|31|3|665320.02|240460.15|84475.04
58009|869|49|3|286019.77|618085.93|465128.98
8710|1623|72|3|592697.43|363656.76|370340.475
50054|423|36|2|495286.4|753332.74|424395.98
73239|517|70|3|490740.33|39602.42|615026.995
54529|1802|62|2|646621.02|824668.64|430756.19
67816|904|27|3|658505.91|648816.17|700492.5
18997|1026|20|2|70900.89|698744.07|432496.395
87884|1064|6|3|586820.98|480454.22|500926.91
1475|1083|88|2|809842.9|524698.11|481898.905
4220|1630|94|3|864373.71|985786.31|487316.595
56131|216|81|1|405950.48|80570.81|239031.905
10816|485|88|1|775845.96|482805.77|502852.41
89046|902|42|2|362325.7|343429.65|563845.51
44653|1495|86|1|907709.51|542031.11|487668.7
74377|728|26|2|319394.69|219169.02|306064.35
22762|1489|88|1|677809.21|831340.58|834845.79
69298|181|84|3|884668.49|215009.39|476860.49
74686|1036|65|1|152296.14|277698.27|735129.68
14379|530|58|1|261338.32|692957.88|466022.535
79293|1140|41|1|712806.46|939181.56|374614.51
69406|58|41|2|35625.63|851199.88|779206.39
53717|1469|81|1|923133.99|984585.11|582614.86
573|629|38|1|986893.33|39199.75|92820.525
73113|1174|4|2|836318.69|750914.99|440533.43
36252|650|94|2|475965.73|126518.48|598119.85
20527|1254|100|3|419759.53|683299.13|778587.315
2634|62|82|2|346946.31|844785.05|227780.965
11148|432|5|2|142097.89|402574.76|825253.835
39546|1775|36|3|241504.9|973979.38|888175.16
88971|351|32|1|935887.0|837104.82|586921.14
90229|1459|98|1|305588.68|471451.16|513855.47
15878|1155|97|3|970185.53|548121.47|670099.805
9329|412|91|1|162444.89|823051.92|302147.405
37940|340|47|3|949115.24|790285.02|833609.325
83787|1434|49|1|338726.54|634737.66|413117.94
6762|1519|50|3|355165.18|362500.97|602929.945
66629|717|28|3|966339.58|488081.31|792734.615
74852|91|30|2|905067.47|221766.69|461040.82
39897|1463|81|3|56097.47|40760.06|651429.52
36356|1689|56|3|125020.44|125845.73|453025.94
30652|1106|20|2|708042.17|297623.23|155953.425
98300|125|23|3|180408.79|802631.44|650345.755
97917|1426|87|3|278207.01|988001.55|239880.315
9731|179|67|2|270176.99|72531.49|155577.01
24410|400|59|1|799257.82|741883.37|576258.265
24923|1404|28|2|969382.58|625723.56|845323.57
64075|666|91|3|115801.87|982539.85|700484.925
87976|1181|15|3|702294.32|818941.37|707644.79
55849|1241|83|2|763152.27|38110.69|158785.005
8750|1786|66|1|640597.64|403250.4|623584.665
45995|1178|37|3|446532.99|526405.31|467582.585
21467|643|68|1|693427.29|687168.1|926994.245
66884|1580|81|1|397714.26|129627.1|210292.12
89098|26|74|3|802956.68|566079.8|313680.045
42390|763|17|1|110801.22|495700.44|494420.12
1284|263|81|1|533236.81|547434.46|432745.42
31509|255|39|3|35611.34|852717.97|387150.725
77146|323|66|1|958525.77|723261.2|920546.63
4437|1731|42|2|586902.62|296086.13|441203.645
69373|712|68|1|762951.56|130767.29|346474.67
15447|1531|26|1|189070.17|250968.63|536127.315
37627|891|10|3|127923.1|744695.39|729581.73
41550|1563|96|1|19208.14|639127.86|737651.115
34174|59|37|2|560201.64|400090.35|378902.885
80751|1406|58|1|515756.2|869539.28|561574.065
71883|748|59|2|391666.14|379717.42|325515.34
94581|1604|91|1|910929.16|297526.49|744692.66
5710|159|18|3|787541.21|869955.13|863514.945
34471|1549|48|2|320726.25|119388.27|44448.07
98729|1122|86|1|207807.38|413152.57|475747.96
26963|838|93|2|777174.85|362736.65|535932.42
38155|275|9|3|22062.66|818613.18|677617.77
63447|379|41|2|420453.45|982327.13|401423.455
18961|111|53|2|216035.29|75204.17|420189.965
33051|470|70|3|756865.9|600940.87|651229.765
65792|649|85|3|914490.3|401878.78|824330.79
26537|359|6|2|253481.26|58780.75|251433.33
49809|969|31|2|921071.31|448588.77|505272.98
48389|291|14|2|819016.96|149108.52|736623.585
84781|636|55|2|147595.65|540921.67|262017.45
13699|1384|63|2|411180.99|334434.07|581677.355
58525|545|8|1|829212.72|187553.04|367484.12
82334|844|93|3|614720.94|293136.13|604127.205
43291|80|42|1|129513.59|895778.2|898749.975
69662|635|51|2|795587.33|250174.81|519431.035
42963|1551|20|2|732129.2|286969.93|523939.96
52093|1355|32|3|587037.08|999057.82|700099.53
49434|847|79|3|675426.98|483745.52|399572.715
28010|1398|88|1|764573.44|386857.4|320726.825
75839|300|66|1|437527.83|523080.86|565842.9
44241|243|64|2|494339.26|583692.11|744666.285
96648|1490|54|1|138423.56|785006.3|598443.51
42716|1664|58|1|656048.24|756681.68|207637.165
68015|844|59|2|762784.74|546758.43|670320.135
20157|247|96|2|285490.35|720318.89|485181.81
8223|355|57|2|775921.96|612649.71|150347.655
27837|34|42|2|580344.91|639280.69|417309.785
44643|1746|90|1|927314.7|790706.35|550769.615
68557|1002|99|3|595530.8|637961.05|432826.335
18285|364|2|3|336361.3|577426.49|328748.27
17589|893|42|1|948139.41|209025.26|105678.35
75848|1371|21|1|367267.07|471922.24|350491.645
81919|456|69|1|888664.54|91921.71|133991.61
48209|1521|61|1|785664.57|439300.05|347018.06
62407|1152|88|1|554009.27|74833.9|704606.04
61665|358|70|1|166456.82|823457.06|640329.21
13894|191|25|2|154471.74|67325.09|584428.015
35611|1056|66|3|619702.42|553464.95|649400.575
75252|1601|99|1|772774.74|75386.09|593493.415
