interaction_id|date_id|customer_id|channel_id|location_id|interaction_type|interaction_rating
88482|1673|62|4|28|Email|1
6125|657|17|5|33|In-Person|5
92371|1436|83|2|19|In-Person|5
32347|1466|28|3|7|In-Person|4
29792|301|77|3|2|Email|1
46457|303|80|5|49|Call|4
48462|1101|54|1|30|Call|5
69506|702|56|3|13|Call|5
66210|804|42|2|22|Email|5
82238|1424|64|2|24|Chat|1
26964|1430|43|2|11|Call|4
10285|281|10|3|25|Call|1
76635|1261|39|2|33|In-Person|1
97782|285|61|4|24|In-Person|3
56460|1231|86|4|10|Call|3
56982|1771|94|1|19|Email|1
18873|1317|1|3|27|Chat|3
37100|1243|81|1|20|Call|1
60692|1110|5|2|4|Email|2
19799|386|55|4|6|In-Person|1
27316|883|2|4|21|Call|5
36546|876|92|5|38|Call|2
58297|460|29|1|29|Chat|3
39855|760|60|1|28|Email|5
25806|763|83|4|50|In-Person|5
25418|1336|4|3|44|Call|1
67662|1389|47|4|23|Chat|1
40166|1062|30|1|3|Chat|4
9355|111|73|3|30|In-Person|4
87973|478|18|4|31|Email|3
78207|707|31|4|32|Chat|5
42483|1526|10|5|10|In-Person|5
61055|1718|47|4|21|Email|4
22776|1586|10|3|45|In-Person|5
45074|1718|56|1|42|Chat|3
16722|1154|1|5|4|Call|3
42173|1411|93|4|12|Email|2
73627|1704|36|2|28|In-Person|5
73883|848|67|2|43|Email|3
92906|1421|22|1|28|Email|5
36680|85|43|3|31|Email|5
55408|561|25|5|48|Call|4
372|1008|40|3|38|Chat|5
92104|542|6|3|47|In-Person|5
33721|789|16|3|50|Call|2
41159|1016|53|3|49|Call|2
13906|1062|22|3|7|Chat|2
63983|1204|30|2|4|In-Person|5
68352|1100|41|2|12|Chat|3
75648|389|67|5|5|Chat|2
92614|1034|50|3|41|Call|4
39218|1727|47|3|45|Email|3
22583|1477|60|4|1|Chat|5
74422|1535|29|5|16|Email|4
33832|988|100|1|43|Chat|3
89522|600|27|1|22|Email|2
75012|183|48|1|42|Call|3
87916|1495|55|3|16|Email|4
63249|968|38|3|39|In-Person|2
43478|1068|73|5|9|In-Person|1
87300|1515|24|1|33|In-Person|3
44930|376|44|1|7|Call|5
66816|1590|22|5|3|Chat|4
14405|1138|79|2|49|Chat|2
58125|546|7|5|50|In-Person|2
88732|594|82|4|6|Chat|2
12848|1528|44|2|36|Call|2
66904|1305|31|4|44|Call|2
1581|1623|70|2|21|Email|2
91043|400|20|1|15|Chat|1
33916|501|82|4|33|Email|4
67940|1563|25|1|11|Call|1
79268|440|93|3|3|Call|2
17045|1392|68|1|22|Call|1
9011|274|24|1|10|Chat|2
3100|971|52|2|20|Chat|1
31144|1406|85|4|41|Email|3
76616|614|15|3|43|Chat|5
70588|14|56|5|27|Email|5
22481|543|58|4|33|Call|3
67180|631|60|5|16|Call|4
51877|1435|98|3|48|Call|5
2158|1763|84|2|25|In-Person|4
27717|1717|50|3|38|Chat|3
94235|1091|8|1|3|Email|2
82020|370|28|5|27|In-Person|4
33897|1418|67|1|46|In-Person|3
20958|423|39|3|18|Email|2
13013|1621|53|5|36|Call|4
91632|526|20|1|17|Email|3
40146|86|15|4|8|In-Person|5
48330|1676|6|3|42|Chat|4
38910|1477|29|2|38|Chat|1
34162|1284|26|2|14|In-Person|4
73671|625|38|3|48|Email|4
52218|974|69|5|9|In-Person|1
24073|524|24|2|8|Chat|2
58504|1368|41|1|19|Chat|5
47125|1718|59|3|23|Call|4
75200|114|72|3|49|Call|4
23029|1193|37|5|6|Email|1
68429|1262|42|4|11|Call|4
93576|1385|52|1|42|In-Person|1
78937|475|4|3|12|Chat|2
75103|1368|22|4|38|Email|3
91350|447|1|1|10|Call|5
21114|803|47|5|43|Call|5
28066|439|14|4|28|Call|4
69842|40|46|5|21|Chat|4
48262|32|71|4|18|In-Person|2
8452|220|91|4|24|Chat|2
7670|367|43|2|49|Email|5
20454|1529|57|1|26|Chat|1
2513|139|16|1|2|Call|1
65109|1574|55|3|38|Chat|4
61720|701|27|3|23|Email|5
3111|1467|47|2|12|Call|3
20166|1500|5|5|17|Chat|5
56139|350|49|1|12|Chat|1
43944|254|72|1|23|Chat|4
93491|485|60|4|37|Email|4
73376|987|40|1|39|Email|5
81468|1634|40|2|1|Email|5
40900|204|41|1|1|Email|4
83185|1808|67|4|24|Chat|1
29382|490|97|1|10|Call|2
57125|1794|21|4|48|Chat|4
94260|512|20|1|16|Email|1
30283|1500|13|1|33|In-Person|1
30840|525|19|2|32|In-Person|3
60737|1008|32|2|3|Email|1
84825|8|29|2|49|Email|3
70799|1626|62|1|13|Call|3
54846|944|95|3|20|In-Person|4
4507|1385|35|3|45|Chat|1
4464|1670|89|4|33|Call|1
57458|1445|40|1|46|Chat|2
87939|1138|36|4|50|In-Person|2
55955|882|84|1|31|Call|3
50230|1334|3|2|31|Chat|4
68272|340|88|1|30|Call|5
8434|539|40|4|1|Email|5
42564|467|33|1|7|In-Person|5
51561|1744|72|3|18|In-Person|5
13935|566|87|5|7|Chat|1
47291|1162|17|2|42|Call|2
90038|1343|18|2|4|Call|2
38825|74|68|4|4|Call|3
85902|592|60|3|18|Email|5
89507|1131|98|4|44|Chat|1
99518|1095|51|5|36|Call|3
4713|100|69|3|31|Email|1
69182|442|27|3|22|Chat|4
29176|1693|61|1|11|In-Person|3
75362|481|25|2|42|Call|4
95224|1032|56|2|35|Call|5
55669|726|91|2|17|Chat|2
56635|1287|41|5|20|Chat|4
67119|227|6|1|42|Call|1
72752|1498|47|5|32|Call|4
11975|859|36|4|30|In-Person|4
5831|1352|38|1|50|Chat|2
5477|373|11|2|25|Chat|4
43186|213|65|3|6|Chat|3
49911|1181|3|2|28|In-Person|1
62672|565|39|4|35|Call|5
55063|43|66|1|25|Call|5
52466|28|88|4|3|Chat|2
31435|1410|54|2|16|Email|4
78783|25|62|5|5|Call|3
54369|28|15|4|36|Call|4
8470|1546|41|2|29|Email|2
80821|1140|41|3|18|Chat|5
93996|1480|16|5|32|In-Person|2
47312|1482|3|4|4|In-Person|1
15249|1459|34|3|36|Chat|1
81879|1036|87|1|46|Email|2
22886|1285|60|5|3|Chat|1
3147|704|12|5|15|Call|3
12478|531|68|5|27|Email|4
49368|1787|16|1|45|Email|2
85445|1307|93|1|19|Email|3
72142|280|69|1|50|Email|2
83013|1557|33|4|3|Email|4
51151|816|93|5|18|In-Person|3
62905|405|60|2|47|Call|3
19712|162|19|3|10|Email|4
4824|977|32|1|19|Email|1
28672|164|93|5|6|In-Person|1
98870|102|8|4|24|Call|4
27799|719|31|2|44|In-Person|5
61732|1132|27|1|10|In-Person|4
42635|693|60|2|25|Email|4
60126|906|98|5|46|In-Person|4
86809|938|20|1|9|Call|5
50263|942|42|4|46|In-Person|2
25899|795|84|5|34|Chat|5
75421|202|55|3|13|In-Person|2
73391|1402|35|5|17|In-Person|1
25778|1121|19|1|17|In-Person|5
5454|951|70|3|12|Email|1
72551|1114|20|2|23|In-Person|3
68072|1162|80|1|14|In-Person|3
67219|1775|99|4|22|Call|4
47571|308|75|5|43|Chat|1
81551|1569|82|2|45|Call|5
94445|772|88|4|43|In-Person|5
83640|631|45|2|43|Chat|3
10318|1230|36|5|39|Email|2
74671|514|12|5|46|Chat|1
87622|28|19|1|22|Chat|4
33778|545|44|1|43|In-Person|1
34009|1565|40|2|20|Email|3
79627|1736|5|5|28|In-Person|2
7194|1278|50|2|29|Chat|5
78349|1300|77|2|44|In-Person|5
70012|592|95|1|21|In-Person|5
83301|1561|100|2|30|In-Person|5
68408|1481|92|4|41|Chat|2
14999|867|61|5|16|Chat|5
81620|934|16|5|33|Chat|2
83225|728|97|5|27|Chat|1
38641|129|100|2|47|Email|3
51212|1631|71|3|50|Chat|3
53999|521|36|3|41|In-Person|2
15394|112|24|4|44|Email|2
78904|1246|63|1|45|Email|5
33650|306|73|2|46|Email|3
20182|361|50|1|15|Chat|4
94042|1274|75|1|40|In-Person|2
83649|1461|90|1|4|Email|4
8735|233|71|3|40|Email|1
89139|456|18|5|50|Chat|2
27677|1317|6|4|17|In-Person|5
69188|108|72|5|48|Call|4
22677|286|8|5|38|Call|1
57294|964|29|3|45|Chat|1
55367|1732|3|2|22|In-Person|5
48423|1244|24|5|34|Email|4
70755|810|86|4|3|In-Person|2
56398|1501|35|3|49|Call|3
9977|1338|28|3|7|In-Person|4
4811|760|38|3|45|Chat|3
95376|1595|39|3|45|Email|4
28120|1729|46|5|26|Chat|2
97902|270|9|3|50|In-Person|4
53663|1652|55|1|39|Chat|5
9898|942|14|3|21|Chat|1
76052|1531|61|2|49|Chat|3
42815|64|98|1|12|Email|2
89798|374|60|5|14|In-Person|2
92936|222|25|4|48|Email|5
15318|438|41|3|10|Email|5
32310|1805|29|2|2|In-Person|1
60616|189|37|2|25|Email|3
31837|624|99|5|36|Email|3
57490|276|10|3|19|Call|4
46513|1301|99|5|47|In-Person|3
61765|810|19|5|30|Chat|1
65499|1197|65|5|39|In-Person|4
93501|609|67|1|27|Chat|4
52786|1820|39|2|10|Email|3
45397|25|14|5|42|In-Person|2
58315|364|96|2|11|In-Person|5
61135|466|41|3|50|Email|2
96771|653|13|4|14|Chat|2
14627|731|89|5|1|Call|3
54822|1600|19|3|48|Call|5
33858|1797|65|2|50|In-Person|2
16074|1531|92|2|13|In-Person|3
51074|1518|23|2|14|Call|4
72567|1438|86|4|30|In-Person|1
58873|669|37|4|22|In-Person|3
25752|295|54|3|45|Email|1
48332|41|72|1|33|Email|2
63234|338|84|2|12|Email|2
46501|999|50|5|42|Email|2
12195|287|33|2|8|Chat|4
6158|1455|90|4|5|Chat|3
63637|153|84|4|42|Chat|3
26012|68|81|5|20|In-Person|2
4869|1431|82|5|1|Email|4
9310|47|84|4|46|In-Person|2
8019|872|62|4|44|Email|4
77597|151|11|4|31|In-Person|4
1702|601|89|5|11|Email|1
26490|1281|19|5|12|Chat|5
46377|1596|48|5|39|Call|4
80333|1546|28|2|10|Call|5
95265|506|4|5|8|Chat|1
51238|1570|38|5|30|Chat|5
14099|1546|18|3|33|Email|2
46883|804|88|1|27|Chat|3
94317|1125|17|1|38|Chat|3
66748|1232|50|4|9|Chat|4
98585|1772|89|2|32|Email|1
76496|827|23|5|23|Call|4
95739|227|27|3|40|Call|4
51572|846|80|1|48|In-Person|1
18732|978|89|1|44|Email|2
85202|1799|65|2|6|Call|3
54991|737|58|5|11|Email|4
45226|1243|64|3|50|Chat|2
85625|1597|28|5|7|Email|3
52562|410|10|3|26|Email|3
2146|848|20|3|36|Chat|3
35824|388|12|4|7|Email|5
6845|361|72|3|48|Call|3
52567|152|19|5|8|In-Person|1
84735|1519|44|4|13|Chat|2
57373|1717|92|5|30|Chat|2
72328|1065|100|5|4|Chat|1
50420|1360|43|4|30|Call|2
11556|1607|44|1|21|In-Person|5
37188|1360|69|4|16|Email|3
96692|1228|87|2|2|Email|3
86184|1679|8|4|40|Email|2
10242|825|2|3|34|Email|4
2237|251|47|5|3|Call|3
75101|429|46|1|24|In-Person|1
50947|1052|32|3|26|In-Person|4
43706|985|45|5|23|In-Person|3
58937|423|46|1|9|In-Person|2
41596|1234|43|1|15|Email|4
85759|792|50|4|11|Email|3
95855|739|98|3|34|Chat|3
87745|1633|7|4|49|In-Person|3
19033|1521|48|5|48|Email|5
39370|1749|37|1|38|Email|4
98187|409|69|4|29|Email|1
31959|1277|78|5|24|Email|5
25919|60|60|5|29|Call|2
60360|893|84|4|45|In-Person|2
58191|1197|45|1|41|Email|1
64042|1117|53|2|10|Chat|4
11419|990|70|3|27|Email|2
41390|1732|30|2|18|In-Person|2
7206|1056|82|4|39|Email|4
52895|354|10|5|29|Chat|2
24521|1730|85|4|37|In-Person|4
92408|566|51|3|8|In-Person|2
24005|1578|81|1|10|In-Person|5
36941|397|8|3|37|In-Person|1
1261|1726|72|4|28|Chat|3
14492|1159|31|5|41|In-Person|1
39630|807|2|3|33|In-Person|1
48161|1279|93|2|37|Email|1
76918|506|79|1|43|In-Person|2
50960|50|97|4|31|Call|1
22833|271|51|5|36|In-Person|3
46762|190|36|1|13|In-Person|4
77995|191|16|4|39|Chat|3
17523|1177|43|1|29|Email|1
19854|975|50|2|43|Call|2
93750|350|56|3|10|Call|5
98260|573|47|2|44|In-Person|4
9821|580|12|3|48|Email|2
58144|1583|66|4|47|Call|2
9926|1206|70|5|13|Chat|2
72266|1193|36|2|31|Chat|5
76714|1042|61|4|15|Email|3
10194|927|96|5|30|In-Person|4
5243|782|18|1|26|Chat|3
17331|581|51|4|8|Call|1
84992|611|70|1|4|Chat|4
48154|887|39|5|48|In-Person|1
89232|653|51|2|2|Call|5
76008|1249|46|5|3|Call|4
31267|1254|34|1|47|Chat|2
66186|500|64|2|18|Chat|1
57017|198|81|2|13|Chat|4
19260|402|58|5|41|In-Person|5
53974|1527|9|3|46|Chat|5
6866|936|23|4|31|Email|5
23295|1773|6|4|49|Email|3
44754|193|42|5|16|Email|2
92469|1485|9|1|26|Chat|1
96094|1236|37|2|34|In-Person|1
52297|1159|25|2|46|In-Person|4
58031|1086|52|4|10|Chat|1
76705|905|25|2|18|In-Person|1
49005|1473|7|3|33|In-Person|5
52780|1805|17|3|36|Call|1
70571|862|29|2|6|Call|5
72947|1545|13|2|38|Chat|1
53950|563|51|1|44|Chat|3
34596|1760|73|1|48|Email|4
47011|509|25|4|22|In-Person|5
56477|1106|69|4|14|Call|5
2972|368|36|2|39|Chat|5
76581|608|97|5|37|Email|4
93171|1339|55|1|6|Email|4
78154|1205|15|1|42|Chat|2
32755|718|26|1|27|Email|2
78143|572|93|1|13|Call|5
56955|1117|20|5|10|Email|5
86968|365|44|2|38|In-Person|2
32858|265|30|2|42|Call|2
95250|1142|49|3|46|In-Person|2
11113|1483|42|5|15|Email|3
99690|1264|41|2|21|Call|4
22608|348|72|4|34|Email|2
530|650|93|1|36|Email|5
46149|874|35|5|29|Email|4
71119|1512|90|2|22|In-Person|4
25342|134|56|2|43|Email|3
56328|953|57|5|42|Chat|2
99978|886|52|5|10|Chat|1
86502|811|72|2|19|Email|3
26326|52|51|3|44|Chat|5
75593|798|5|2|27|Call|4
56295|939|41|3|6|Chat|5
17046|1611|52|1|33|Call|5
31747|237|95|2|5|Email|2
37782|825|86|4|48|Call|3
95836|910|3|5|25|Email|2
94918|1819|77|3|30|Call|2
28326|666|67|4|44|Call|4
8178|969|66|3|45|Email|3
24933|1654|28|1|18|Chat|3
3978|1372|13|3|4|Chat|5
10879|17|37|2|50|In-Person|5
10699|183|25|1|36|Chat|5
12198|240|80|1|14|Call|1
49493|1287|93|2|1|Email|2
31432|835|45|3|3|Call|5
44079|157|66|3|27|In-Person|1
27668|370|25|3|21|Chat|2
53815|196|98|2|20|Chat|1
55140|1500|82|5|22|In-Person|2
55615|1240|91|4|5|In-Person|2
78792|1046|75|2|14|Chat|5
1060|1816|60|2|1|In-Person|3
65034|1080|82|5|15|Email|1
14998|111|12|3|39|Call|1
27718|1721|70|4|44|Call|2
97487|1072|14|3|43|In-Person|4
68755|1599|88|1|2|Call|1
89816|581|84|5|11|In-Person|5
39131|130|87|2|6|Call|4
8743|368|24|4|17|Email|2
8883|1809|1|1|27|In-Person|3
3152|1451|65|1|27|Chat|1
41285|1398|49|4|49|Chat|3
68686|1272|12|5|29|In-Person|5
63545|45|96|4|15|In-Person|3
30258|1435|62|3|39|In-Person|1
94285|737|36|1|38|In-Person|1
92011|850|90|3|6|Chat|2
29037|1812|20|4|48|Call|5
51521|874|49|4|22|In-Person|4
80885|1521|92|1|13|In-Person|2
3839|949|21|2|34|Chat|1
27599|884|66|1|27|Chat|1
57284|345|34|5|41|In-Person|5
27756|286|4|1|35|Email|2
88746|613|22|4|22|In-Person|3
81420|819|77|3|37|In-Person|5
61008|451|58|5|24|Chat|5
13562|1761|19|2|46|Chat|1
88694|233|71|4|12|Call|3
2713|944|88|5|48|In-Person|1
63091|630|73|5|9|Call|3
67948|1057|4|3|7|Chat|3
75203|886|80|1|32|In-Person|2
93123|168|95|2|19|Chat|5
2819|770|94|4|27|Chat|2
35812|1039|79|4|47|Email|1
4068|1151|97|5|43|Call|4
25688|881|81|2|11|Chat|4
77086|761|39|2|50|Chat|1
8238|981|2|2|6|Call|5
29763|814|53|2|43|Email|2
82293|783|96|1|38|In-Person|4
51997|838|2|4|42|Chat|2
68848|1503|81|2|13|Call|4
14972|469|11|5|23|Email|1
10920|1192|76|1|38|In-Person|5
35198|1687|92|3|1|Chat|5
40022|35|12|5|21|Email|3
76054|1231|59|4|2|Chat|4
53612|1135|43|2|22|Call|4
32974|1733|30|3|10|Call|3
94066|472|24|3|47|Chat|3
84291|1714|56|1|11|Email|2
78449|877|49|3|9|Chat|1
18428|1746|1|4|29|Chat|3
80160|1788|55|4|41|Call|5
56935|1582|27|2|37|Chat|4
2030|833|50|2|4|Call|1
97230|337|82|4|40|Call|4
32653|1393|18|4|14|Email|2
5934|858|50|4|39|Call|3
94578|555|8|5|26|In-Person|2
55974|995|41|2|50|Call|5
67766|142|64|2|22|Chat|1
18107|1633|32|3|36|In-Person|1
21625|775|4|3|6|Email|2
13005|172|16|2|2|Chat|3
46525|1777|8|3|48|Call|1
87694|1611|13|1|35|Call|1
29216|1083|50|5|9|Email|2
65865|1686|81|2|42|Email|5
64879|1693|84|5|1|Call|4
92250|37|9|3|46|Chat|4
61957|1249|31|4|42|Call|3
77013|1387|32|4|34|Call|4
79242|1530|54|1|16|Chat|4
96850|100|7|4|41|In-Person|2
59640|986|56|1|13|In-Person|2
75426|688|80|1|22|Call|3
57069|1620|98|4|15|Email|1
91426|469|89|3|29|Chat|4
92061|1324|48|2|26|Chat|2
62493|1809|17|4|13|Call|4
86480|1129|79|1|32|In-Person|5
99423|271|82|4|6|Email|4
82988|840|12|4|50|Call|5
24827|314|99|4|1|Email|2
62567|1475|12|3|13|Chat|1
53699|929|9|1|6|Call|1
72519|1470|46|4|27|Call|5
52899|644|81|1|12|Email|5
46062|697|33|4|25|Call|2
33766|123|73|2|15|Call|2
50705|1152|40|4|5|Call|5
62801|408|30|2|10|Call|3
24634|1271|9|1|14|Chat|3
14987|260|65|5|21|Call|1
54861|190|51|3|33|Email|1
93380|30|29|3|42|Chat|2
91353|415|17|4|28|Email|1
442|1260|18|4|22|Chat|4
38536|1210|74|3|3|Chat|1
44454|1707|49|4|20|Chat|5
45503|34|39|1|31|Email|3
21636|796|96|5|50|Chat|4
3431|927|57|3|16|In-Person|4
41734|1676|18|3|35|Chat|2
4902|1102|83|5|11|Call|3
57488|70|91|4|38|Email|5
96739|178|58|1|23|In-Person|3
28716|391|44|3|50|Email|3
16045|490|16|2|50|Call|1
55740|238|9|5|38|Email|1
81763|950|58|1|22|In-Person|2
44638|731|96|1|18|Chat|2
9918|1021|34|4|10|In-Person|2
49849|294|58|2|9|Chat|4
78969|138|55|2|8|Email|2
68893|646|86|4|37|Chat|5
69780|1205|36|4|29|Call|1
9965|1479|97|1|21|In-Person|1
52563|426|35|1|9|In-Person|4
30229|961|16|2|34|Chat|5
3298|736|52|4|7|In-Person|4
1953|765|78|2|7|In-Person|5
73417|256|31|3|30|Email|5
60183|1383|47|1|12|Email|5
627|1209|74|4|49|Email|4
22200|1573|90|4|46|In-Person|3
91534|1631|81|4|28|Call|1
40731|1709|36|4|23|Call|2
59468|545|42|2|44|Call|4
27549|1485|61|3|36|Chat|1
22160|682|26|3|43|Chat|2
82336|606|85|4|34|In-Person|2
33464|1168|67|5|49|Email|3
3002|1259|37|5|43|Email|4
61505|23|93|4|22|Chat|5
11755|1105|72|1|6|Chat|2
21260|1015|93|1|15|Chat|4
67876|594|20|1|12|Email|4
72994|220|88|3|46|Chat|1
50013|845|41|2|18|Chat|2
14050|768|32|5|35|Call|5
72315|1458|39|2|12|Chat|4
19353|1632|11|5|8|Call|2
4120|392|18|2|15|Email|3
39642|883|73|4|8|Chat|1
30675|1270|21|4|43|Call|5
54762|356|80|1|3|In-Person|4
83069|678|76|5|6|Chat|3
30487|271|97|4|12|In-Person|3
92964|1615|41|5|50|Email|2
6691|1288|56|2|46|Email|5
88968|290|73|3|39|Chat|5
7539|1020|76|4|16|Email|4
37315|194|58|4|8|Call|5
78091|1605|55|2|4|Chat|5
48219|18|82|1|19|Email|4
98441|892|33|1|26|Email|1
15165|1202|68|5|12|Email|3
59579|666|46|3|15|Email|3
24810|1458|99|2|9|Email|2
89457|1184|99|5|5|Call|3
45645|361|42|5|14|Chat|5
34871|940|76|4|13|Email|3
25858|1357|96|4|37|Chat|4
41339|241|85|1|25|In-Person|2
48408|1677|44|2|38|Email|1
91710|370|19|4|45|Call|5
63589|1593|10|1|46|Chat|3
68622|1143|63|3|13|Email|4
93706|1085|31|5|24|Chat|4
56009|604|47|5|14|Chat|4
78931|900|15|5|41|Chat|2
34919|1827|84|1|50|Chat|2
23322|1664|81|4|48|Call|4
51923|1643|29|2|47|Call|2
40544|958|28|4|50|Call|2
20800|473|57|1|16|Call|5
32249|224|48|3|20|Email|1
